"" "log2FoldChange" "padj" "log2FoldChange" "padj" "padj" Amb&Conserved
"ENSMUSG00000036737" 0.0302755470189496 0.828962960101436 -0.0184916789027447 0.959144016377371 0.743322956528762 Amb&Conserved
"ENSMUSG00000036743" 1.86272605227777 8.4881750491107e-12 0.873665960987266 0.286921016499687 0.310871579895052 Amb&Conserved
"ENSMUSG00000036745" -0.0636408284818415 0.83034792980672 0.198810591652074 0.795895825150044 0.919636519866859 Amb&Conserved
"ENSMUSG00000036748" -0.138940004196686 0.40003675885301 -0.169210355278463 0.817338845661581 1 Amb&Conserved
"ENSMUSG00000036764" -0.843236039538834 3.4338203995299e-09 0.228912873852128 0.785633889314439 0.0717309377525008 Amb&Conserved
"ENSMUSG00000036775" 0.0133019966023598 0.940870401917269 0.160362168578333 0.110611444185443 0.540115046039164 Amb&Conserved
"ENSMUSG00000036779" 0.00590484839005201 0.970443156727542 -0.855044537558769 0.163698013151389 0.0786911247115274 Amb&Conserved
"ENSMUSG00000036781" -0.441055524872055 0.0198354364451403 -0.371880760053714 0.188036534119118 0.960247029070345 Amb&Conserved
"ENSMUSG00000036792" 0.148531158851926 0.328184973508121 -0.645703081474503 0.253483269115039 0.140349105625582 Amb&Conserved
"ENSMUSG00000036810" -0.0176265812454494 0.923641461636246 -0.0646636039424817 0.816935832985353 0.887328879403638 Amb&Conserved
"ENSMUSG00000036817" 0.389153777627554 0.00434183270200387 0.524697252599346 0.214277248902979 0.974598891153459 Amb&Conserved
"ENSMUSG00000036820" -0.678567697991964 7.27183646441127e-05 -0.729607709627355 0.133576112100748 0.999912894812425 Amb&Conserved
"ENSMUSG00000036825" 0.233217489716621 0.116178334187251 0.00544071848547635 0.991414760576056 0.586466203975109 Amb&Conserved
"ENSMUSG00000036845" 0.0348505492403852 0.86784297723332 -3.11413858751198 0.13194099073639 0.000106141320768158 Amb&Conserved
"ENSMUSG00000036854" 0.34317776089505 0.109105260348158 -3.78391268698829 0.0827164917253554 1.61687100039796e-11 Amb&Conserved
"ENSMUSG00000036863" 0.369252088291287 0.118406085489144 0.503422869239412 0.177133695296963 1 Amb&Conserved
"ENSMUSG00000036879" -0.0307057939462279 0.871352970555399 -0.440675197447971 0.0212870064144107 0.0975775511875375 Amb&Conserved
"ENSMUSG00000036885" 0.204698068428835 0.333233641403349 -0.0582071058769611 0.853874280728124 0.14221348198729 Amb&Conserved
"ENSMUSG00000036887" -0.0866045039431757 0.617361717900584 0.166304355688162 0.695210045851613 0.606785957150871 Amb&Conserved
"ENSMUSG00000036893" 0.199854954781712 0.0871535779885471 -0.124685499184303 0.600668742628302 0.0946281511981794 Amb&Conserved
"ENSMUSG00000036898" -0.692934950044314 0.000130946337363363 -0.835864502353232 0.106197086737382 0.948888493577223 Amb&Conserved
"ENSMUSG00000036904" -0.323755901898174 0.137293137057881 -0.190077569564135 0.735038363622249 0.907285673101161 Amb&Conserved
"ENSMUSG00000036905" -0.0761452947508217 0.704067549833169 0.107743575269132 0.769274622048963 0.823773615211162 Amb&Conserved
"ENSMUSG00000036908" 0.010410264249377 0.954579952128325 0.115138293710747 0.728264456547895 0.945138440776385 Amb&Conserved
"ENSMUSG00000036918" -0.322987548347282 0.00254717379162804 -0.391524641930851 0.31086750385111 0.851837281847164 Amb&Conserved
"ENSMUSG00000036940" 0.0439114425930217 0.767871740944106 0.186141307755792 0.52500705659784 0.95635188590393 Amb&Conserved
"ENSMUSG00000036941" -0.27834166980077 0.0316752512765648 0.256584700234564 0.762801694337708 0.447586682788693 Amb&Conserved
"ENSMUSG00000036957" -0.462975698339655 0.0173865744596784 -0.336657550128701 0.581762358741381 0.974598891153459 Amb&Conserved
"ENSMUSG00000036966" -0.241987260330375 0.146524068376153 -0.0131040497959998 0.98261992290651 0.80835356385815 Amb&Conserved
"ENSMUSG00000036968" -0.0639373179910064 0.807336371173599 0.0972416550155918 0.899756614689418 0.994657288089298 Amb&Conserved
"ENSMUSG00000036975" -0.569834657864561 1.04059231780614e-06 -0.178180557783435 0.832277131987881 0.825157305321963 Amb&Conserved
"ENSMUSG00000036983" -0.200941924639742 0.314093523847626 0.604288115535632 0.196527578685607 0.192995071650167 Amb&Conserved
"ENSMUSG00000036989" -0.172773750034075 0.146111586308544 -0.377165600629119 0.135402711607668 0.593701816399754 Amb&Conserved
"ENSMUSG00000036990" 0.0844605955813574 0.548789709972231 -0.105436452296048 0.742679537550493 0.246795320536515 Amb&Conserved
"ENSMUSG00000036995" -0.394478378774081 0.146237697463196 0.342394506916724 0.310553116901862 0.0992539306450727 Amb&Conserved
"ENSMUSG00000037012" -0.0419423453825926 0.84546035255172 -0.173164119463795 0.762639849211754 0.864414734051249 Amb&Conserved
"ENSMUSG00000037013" 0.364504149741282 0.000682556704212117 0.152278829816537 0.727429837455807 0.342310001245852 Amb&Conserved
"ENSMUSG00000037020" -0.468613038327538 0.0549145009384032 -1.2501615202976 0.140305780911587 0.593701816399754 Amb&Conserved
"ENSMUSG00000037022" -0.0394334362341285 0.775239556677642 0.280216673413487 0.666162949326206 0.720021983356097 Amb&Conserved
"ENSMUSG00000037031" -0.150931118755267 0.495736778837377 -0.342197395538975 0.701018455819078 0.983206273626328 Amb&Conserved
"ENSMUSG00000037049" -0.13569949961569 0.250352131893344 0.0116995313556695 0.969834869128186 0.842996691135876 Amb&Conserved
"ENSMUSG00000037058" 0.102405823338228 0.450747297149257 0.639458445846094 0.770533198518486 0.0927493222766071 Amb&Conserved
"ENSMUSG00000037071" -0.36924832414833 0.598636858089921 0.511249001607338 1.04149428871805e-70 1.14286477230461e-313 Amb&Conserved
"ENSMUSG00000037089" -0.184687554579216 0.238306523149169 -0.101860890295666 0.832277131987881 0.99239350953899 Amb&Conserved
"ENSMUSG00000037098" 0.0904686230841038 0.49290711378909 0.00242448721246906 0.995985557036756 0.805311228955614 Amb&Conserved
"ENSMUSG00000037104" 0.193831524689484 0.26587161330772 0.376831407952871 0.412868411304327 0.999346359497878 Amb&Conserved
"ENSMUSG00000037110" 0.0329005702655344 0.787546995371997 -0.508686947499087 0.0862898211243409 0.0939009910689807 Amb&Conserved
"ENSMUSG00000037134" -0.211786906686034 0.0816768867556986 0.0909277980067211 0.862933853455852 0.683046233312538 Amb&Conserved
"ENSMUSG00000037139" 0.689278356778452 0.101508205750421 2.25003330354648 0.0244952316367475 0.507099033641927 Amb&Conserved
"ENSMUSG00000037148" 0.294736536072005 0.387260887677213 0.781269043001186 0.607906852225142 1 Amb&Conserved
"ENSMUSG00000037149" -0.173468495608006 0.199444122172939 -0.148240322025904 0.30465064371282 0.918643529158945 Amb&Conserved
"ENSMUSG00000037151" -0.54416938570369 0.00320663179202359 0.20410873786331 0.779368980667988 0.241724825125214 Amb&Conserved
"ENSMUSG00000037190" -0.770697725491469 0.000930512942986599 -0.0737982083089351 0.8981128963879 0.330584315144123 Amb&Conserved
"ENSMUSG00000037197" 0.212202390464193 0.109758524750442 0.236032367091528 0.266844647565808 0.960247029070345 Amb&Conserved
"ENSMUSG00000037204" -0.881251834905809 1.42447370112484e-09 -0.548499847057953 0.0697627675564613 0.564217282285185 Amb&Conserved
"ENSMUSG00000037211" -0.0627291864211965 0.766104975272672 -0.490677413372846 0.302924852844596 0.611693732714528 Amb&Conserved
"ENSMUSG00000037234" 0.17362773865404 0.233930152369373 0.0121684330715386 0.966018691134243 0.101597122374149 Amb&Conserved
"ENSMUSG00000037235" 0.0935158707714177 0.463063195806483 0.23785428539998 0.429220256473138 0.92335726326786 Amb&Conserved
"ENSMUSG00000037260" -0.194600137967287 0.014873125630827 0.102136246278635 0.57046079773059 0.249572689108705 Amb&Conserved
"ENSMUSG00000037266" 0.146003454475925 0.395701829363886 -0.114602390493339 0.878855921103802 0.50388693731322 Amb&Conserved
"ENSMUSG00000037270" 0.257260722259623 0.0307669571332114 0.0267785481408872 0.955038074849515 0.100670595007472 Amb&Conserved
"ENSMUSG00000037286" 0.0115012511653566 0.947316126862416 -0.0458559390867768 0.909232743067687 0.791753559213984 Amb&Conserved
"ENSMUSG00000037296" -0.000319692366258603 0.998450281912352 0.0802758398738299 0.909395467630257 1 Amb&Conserved
"ENSMUSG00000037300" -0.0913320692166793 0.26955373573327 -0.0411474491900376 0.859752367089022 1 Amb&Conserved
"ENSMUSG00000037306" -0.176292894422304 0.395701829363886 -0.970402776405784 0.0199210474972486 0.254637601189359 Amb&Conserved
"ENSMUSG00000037316" 0.180696373657333 0.146393226439024 -0.017905796272944 0.973051641404838 0.419021492255378 Amb&Conserved
"ENSMUSG00000037321" -0.263737077398067 0.0852356990198029 0.211070387910138 0.497335229158217 0.264165315327758 Amb&Conserved
"ENSMUSG00000037326" -0.248427912324291 0.141960497651113 0.0118960845979817 0.977947008952034 0.638726674704142 Amb&Conserved
"ENSMUSG00000037339" -0.0474014189716696 0.674370707136476 0.589402754785074 0.130991529877797 0.238626367077793 Amb&Conserved
"ENSMUSG00000037343" 0.133631231056629 0.28818901811953 -0.325084544606032 0.547112713552114 0.349179243860282 Amb&Conserved
"ENSMUSG00000037348" 0.108227384542404 0.588835658561468 0.790752148325559 0.0141186079205042 0.0591426709053371 Amb&Conserved
"ENSMUSG00000037351" -0.029813537047903 0.827520870870952 -0.228138733352189 0.0650724665849419 0.0492472668345891 Amb&Conserved
"ENSMUSG00000037355" 0.467624809154029 0.0286938164066397 0.143978959339115 0.563687247996265 0.168981714832775 Amb&Conserved
"ENSMUSG00000037364" -0.0144468134038916 0.928519332553057 0.0299819666623414 0.900958856477583 0.988058056980143 Amb&Conserved
"ENSMUSG00000037366" -0.141928914203954 0.242261571506625 0.0612907570467374 0.896606167735401 0.65603186339037 Amb&Conserved
"ENSMUSG00000037370" -0.0172623941549768 0.906490795463681 0.186352698655358 0.53738818580103 0.732901010586444 Amb&Conserved
"ENSMUSG00000037376" 0.111815816410313 0.374655828997391 -0.0243426440939725 0.941208958219961 0.663501023768294 Amb&Conserved
"ENSMUSG00000037400" -0.055472932958227 0.752855557257241 -0.149473444528379 0.79842083352233 0.84305602652789 Amb&Conserved
"ENSMUSG00000037410" -0.000420747545412545 0.998418141791384 -0.189253810272739 0.565170413083877 0.458169746438123 Amb&Conserved
"ENSMUSG00000037415" -0.105578898628367 0.399538257793085 -0.0555759661285902 0.833986247207023 1 Amb&Conserved
"ENSMUSG00000037419" -0.413825808883145 0.0877728612681642 -1.53810405126829 0.0062249339627886 0.225821720371404 Amb&Conserved
"ENSMUSG00000037426" -0.0159423506141971 0.912840710878252 0.122527231829207 0.873210276634573 0.934212258418025 Amb&Conserved
"ENSMUSG00000037432" -0.74465163950924 0.000377560193083045 -0.911753272196751 0.111632260255579 0.932850101121634 Amb&Conserved
"ENSMUSG00000037458" -0.187199466955866 0.20708847263148 -0.0697217468261525 0.880486364535271 0.945138440776385 Amb&Conserved
"ENSMUSG00000037461" 0.222932497124078 0.118484644605884 0.117130914683234 0.863397537903832 0.929666348449481 Amb&Conserved
"ENSMUSG00000037470" -0.111205727774136 0.393717948717661 -0.0633501382405388 0.661620943412715 1 Amb&Conserved
"ENSMUSG00000037486" 0.196500705388028 0.23470755256864 -0.507432087464623 0.258331468198371 0.00809411530956557 Amb&Conserved
"ENSMUSG00000037487" 0.248998002159312 0.00287160022646909 0.0544905731587867 0.849828400925228 0.111028197368172 Amb&Conserved
"ENSMUSG00000037493" 0.286543453525968 0.184094657196276 -0.301485675794358 0.281182200460961 0.218446997921398 Amb&Conserved
"ENSMUSG00000037503" -0.0602614173857412 0.571237995041464 -0.224120143331602 0.396818012321897 0.340235207432361 Amb&Conserved
"ENSMUSG00000037514" -0.213367738924663 0.0615420350222653 -0.0816147025316549 0.851314531620378 0.897226089527012 Amb&Conserved
"ENSMUSG00000037525" -0.625895277064301 0.000372326164163237 -0.289226839352065 0.715148192048342 0.866261126869633 Amb&Conserved
"ENSMUSG00000037526" -0.0497589535128213 0.769885361438758 0.26564177273421 0.705667199520737 0.768706545836008 Amb&Conserved
"ENSMUSG00000037531" -0.134744751524379 0.421778950477878 -0.139574335605046 0.768226244171303 0.950301408378087 Amb&Conserved
"ENSMUSG00000037536" -0.26871067012111 0.0874591579013742 -0.52910353956686 0.336502671463075 0.772879614499613 Amb&Conserved
"ENSMUSG00000037552" 0.110668995095251 0.558858759333526 -0.783082854239553 0.238404161454135 0.123423038561729 Amb&Conserved
"ENSMUSG00000037553" -0.37953860969489 0.00150958885320946 -0.444572383183947 0.334317976187232 0.982901877036648 Amb&Conserved
"ENSMUSG00000037570" -0.110468885211447 0.610084866014172 -0.375455703625788 0.567727629694531 0.950301408378087 Amb&Conserved
"ENSMUSG00000037601" -0.69318066715758 0.00119747530816627 -0.277868515754968 0.37372091480911 0.423776410988963 Amb&Conserved
"ENSMUSG00000037622" 0.00076858088188989 0.996896897813928 0.0735395670066289 0.832277131987881 1 Amb&Conserved
"ENSMUSG00000037646" 0.464145979784488 1.31728390046517e-05 0.104106615098979 0.806139267553592 0.0500816125476305 Amb&Conserved
"ENSMUSG00000037649" -0.164372854064688 0.517837263992149 0.1673071676683 0.816824507750648 0.945054872668804 Amb&Conserved
"ENSMUSG00000037652" 0.222498253477675 0.136910869191524 -0.0202422951460229 0.954878008456502 0.146437796234913 Amb&Conserved
"ENSMUSG00000037656" -0.183497465887323 0.0350466883959379 -0.0102116416684007 0.959144016377371 0.458169746438123 Amb&Conserved
"ENSMUSG00000037692" 0.301434746962232 0.137238870254765 0.302613387038186 0.770533198518486 1 Amb&Conserved
"ENSMUSG00000037709" 0.0610033383887292 0.84148251160366 -0.0282700726496392 0.930496886333905 0.84218676897684 Amb&Conserved
"ENSMUSG00000037712" 0.0882559115454177 0.623885316088959 0.187003094264077 0.0067635990579113 0.780972340379694 Amb&Conserved
"ENSMUSG00000037720" 0.0668222371995887 0.690950461704977 -0.0859948003448086 0.543806585469539 0.0973604927617035 Amb&Conserved
"ENSMUSG00000037730" 0.129506604403679 0.33079361448032 0.194637250533834 0.752352735382741 1 Amb&Conserved
"ENSMUSG00000037736" -0.876359905838122 0.00372182128621068 0.511168858550017 0.52146260267194 0.274504394595242 Amb&Conserved
"ENSMUSG00000037754" -0.162296535501195 0.272288487878263 0.103397927436636 0.861229617553023 0.823653543241726 Amb&Conserved
"ENSMUSG00000037761" -0.493866579473654 0.00257213823225489 -0.218002429309541 0.675065694572865 0.882958977101003 Amb&Conserved
"ENSMUSG00000037773" -0.350491316233661 0.00518047807375333 -0.282611767535664 0.482464982819723 1 Amb&Conserved
"ENSMUSG00000037788" 0.817985501732259 7.45219863417989e-06 0.529572546519807 0.489619422571001 0.922575772880309 Amb&Conserved
"ENSMUSG00000037791" 0.240014896748258 0.0788316574844557 0.179685860734291 0.402777143059741 0.741476299027733 Amb&Conserved
"ENSMUSG00000037805" -0.0905134354675127 0.517637402791207 -0.494086284717114 0.313800217532688 0.287556971869515 Amb&Conserved
"ENSMUSG00000037808" 0.306777842323368 0.0473986235676791 -0.197149242526694 0.819660953368557 0.329243675304712 Amb&Conserved
"ENSMUSG00000037815" -0.115230305984906 0.243416904182786 -0.19935065333933 0.378977386489273 0.628381123324216 Amb&Conserved
"ENSMUSG00000037820" -0.288229964605453 0.0250260233372372 -0.127713967834067 0.420239113527716 0.557598361827846 Amb&Conserved
"ENSMUSG00000037822" -0.160172589404251 0.256858521842921 -0.305577467432455 0.439001178055159 0.644243176361384 Amb&Conserved
"ENSMUSG00000037851" 0.345076089330199 0.000163619923351225 0.082681201974767 0.786546745084541 0.10896873799485 Amb&Conserved
"ENSMUSG00000037857" 0.571783751971243 2.32562479808539e-05 0.367883970638552 0.253734482888944 0.521290905963727 Amb&Conserved
"ENSMUSG00000037876" 0.0625250428726145 0.733673239680982 -0.0433306521073737 0.87719330845596 0.467488359315083 Amb&Conserved
"ENSMUSG00000037885" 0.320632742833461 0.0029864644189867 0.182808276358811 0.409953913567958 0.665079141970056 Amb&Conserved
"ENSMUSG00000037896" 0.465239284871434 0.000857034201371996 0.260934477464697 0.120267176580505 0.369877120874065 Amb&Conserved
"ENSMUSG00000037926" -0.0816393874465511 0.625506445243075 0.220566043015598 0.436990887327466 0.494738544280823 Amb&Conserved
"ENSMUSG00000037933" 0.318724045531684 0.0100718331054547 -0.49881142822661 0.3272839434492 0.0723731605135225 Amb&Conserved
"ENSMUSG00000037935" -0.116039689045686 0.488306054402059 0.0416786208987873 0.967261520126727 0.897937991748544 Amb&Conserved
"ENSMUSG00000037938" 0.0170478990087813 0.929347222381421 0.130714295317348 0.833986247207023 1 Amb&Conserved
"ENSMUSG00000037940" 0.244726025599429 0.50141739809279 0.409457565744117 0.679252088932006 0.958540501637891 Amb&Conserved
"ENSMUSG00000037957" 0.145916046634195 0.28199780417568 -0.381057028192323 0.598947592411711 0.240671141790014 Amb&Conserved
"ENSMUSG00000037958" 0.455774113676525 0.0158744686681067 0.0974657413358247 0.702759484071063 0.121784852804303 Amb&Conserved
"ENSMUSG00000037960" -0.00147149531270044 0.995345824805176 -0.127370970763415 0.797237919354916 0.8424582432131 Amb&Conserved
"ENSMUSG00000037965" 0.161329832286446 0.430126546939 0.0669547579812086 0.827035273084834 0.757746277117218 Amb&Conserved
"ENSMUSG00000037971" -0.171093224361881 0.342819364885285 0.126902936360163 0.906945981453499 0.584447420873886 Amb&Conserved
"ENSMUSG00000037972" 0.0777968020347509 0.833696915536532 0.237097321148627 0.762060712219762 1 Amb&Conserved
"ENSMUSG00000037977" 0.132143515577487 0.733008351721458 0.472445217007198 0.673307021340147 1 Amb&Conserved
"ENSMUSG00000037992" 0.00722026335347796 0.976491917763096 -0.0974499863081585 0.896336099728189 0.851837281847164 Amb&Conserved
"ENSMUSG00000037993" -0.0522971151660423 0.65410541245374 0.0184005228696033 0.979927774053951 0.945118950366368 Amb&Conserved
"ENSMUSG00000037999" 0.070778702201592 0.732136754485503 0.186690289400064 0.797488192308632 0.945138440776385 Amb&Conserved
"ENSMUSG00000038000" -0.00586310926611115 0.978930585835712 0.178497887321685 0.746933201237879 0.851837281847164 Amb&Conserved
"ENSMUSG00000038002" 0.344287062150396 0.0127061218610816 -0.250389172987993 0.639133944860701 0.0618059402659877 Amb&Conserved
"ENSMUSG00000038007" -0.500379398091939 0.000494601805406991 -0.229929554810642 0.448210660881724 0.677355174361701 Amb&Conserved
"ENSMUSG00000038009" -0.127389710325535 0.29238853539695 0.0795291483598447 0.777185563577467 0.595984046036667 Amb&Conserved
"ENSMUSG00000038025" 0.117720556489748 0.369699157683853 -0.168228933932964 0.360853284871408 0.163860710706285 Amb&Conserved
"ENSMUSG00000038028" 0.539403499437473 0.00450100949231414 0.119262529636948 0.797730496661997 0.408379307429644 Amb&Conserved
"ENSMUSG00000038046" -0.285433808442192 0.121014064682997 -0.0586744731810976 0.940871026042705 0.957847966254746 Amb&Conserved
"ENSMUSG00000038058" 0.196755831183277 0.241845195162855 0.730136871871838 0.0168090946658648 0.207332216996888 Amb&Conserved
"ENSMUSG00000038069" 0.129412786812866 0.363493672521922 -0.454063140186716 0.426625802459756 0.278257018346241 Amb&Conserved
"ENSMUSG00000038102" 0.0971089216178584 0.396059029879265 -0.0843784770985238 0.737912816679319 0.223913298690867 Amb&Conserved
"ENSMUSG00000038119" -0.259090872207048 0.178477042289763 -0.490865623828094 0.442501367167283 0.854737542936053 Amb&Conserved
"ENSMUSG00000038121" 0.0440887558623164 0.753178185836375 0.051450273901951 0.702019723407422 0.780972340379694 Amb&Conserved
"ENSMUSG00000038122" 0.344695543760839 0.0663593318875722 1.1442775550129 0.000568805228364473 0.220477125287685 Amb&Conserved
"ENSMUSG00000038127" -0.0351099613680438 0.850060836424176 0.0515197174824926 0.83813385138563 0.880704411230717 Amb&Conserved
"ENSMUSG00000038145" -0.094055032514705 0.473898916159132 -0.034333754436169 0.908737136874886 1 Amb&Conserved
"ENSMUSG00000038146" 0.465373034053366 0.00919111129099664 -0.385991912270217 0.505520526927863 0.35364095523409 Amb&Conserved
"ENSMUSG00000038150" -0.270443544541232 0.0235099868973642 0.266237978434977 0.83371941479796 0.834903296995289 Amb&Conserved
"ENSMUSG00000038160" -0.255201075479345 0.0120243103824241 0.138735119767357 0.672030184430185 0.151922723722052 Amb&Conserved
"ENSMUSG00000038167" -0.0259144062099117 0.90677821396465 0.314639081861302 0.616972914907822 0.745241086028082 Amb&Conserved
"ENSMUSG00000038170" 0.208426151438464 0.136355106895889 0.000225085628719832 0.999316272016172 0.012065313745429 Amb&Conserved
"ENSMUSG00000038175" 0.214423332390509 0.168941421243812 0.0322045890443203 0.925966604105315 0.48799269314175 Amb&Conserved
"ENSMUSG00000038178" -0.0955487479100573 0.642671707870413 0.481659846681631 0.164169609215255 0.33158763492101 Amb&Conserved
"ENSMUSG00000038181" -0.506051456353272 0.0041152616324571 0.0590337532687955 0.940863065731597 0.262157386679441 Amb&Conserved
"ENSMUSG00000038187" 1.09578928558849 7.77860709561833e-11 1.46048828717618 0.114487516108868 1 Amb&Conserved
"ENSMUSG00000038188" -0.163750234270787 0.421141154038522 -0.0710366087529582 0.895851393141252 1 Amb&Conserved
"ENSMUSG00000038195" 0.0414016643649258 0.832712691243768 0.150725007818994 0.63451602261981 0.978739333220518 Amb&Conserved
"ENSMUSG00000038206" 0.0752965932351661 0.525097847832474 -0.0521807338634722 0.869636825388055 0.38881273543439 Amb&Conserved
"ENSMUSG00000038208" -0.242034988164959 0.316514812060556 0.280592650144149 0.732719796253815 0.853920164109275 Amb&Conserved
"ENSMUSG00000038212" 0.0607998284164123 0.621267602699607 0.09897574870151 0.789347139662806 1 Amb&Conserved
"ENSMUSG00000038215" 0.14367041870297 0.465612415787373 0.0332894687510227 0.971897344100223 0.84218676897684 Amb&Conserved
"ENSMUSG00000038235" -0.152669046833487 0.062606985396404 -0.446856637759299 0.176923887400524 0.029100283939286 Amb&Conserved
"ENSMUSG00000038240" -0.475005271440266 0.0123936836801451 -0.139030819981448 0.784584205233584 0.556012150848113 Amb&Conserved
"ENSMUSG00000038244" -0.445203464663703 0.00011180057507099 -0.269729587834087 0.137986229010504 0.741678280205398 Amb&Conserved
"ENSMUSG00000038250" 0.172420968563384 0.252476833200557 -0.059062050764055 0.913301613896562 0.50388693731322 Amb&Conserved
"ENSMUSG00000038252" 0.0537402941239193 0.792746752632894 -0.0655533896916918 0.922309383805799 0.916553982193381 Amb&Conserved
"ENSMUSG00000038256" -0.0105249872592012 0.974683816236357 -0.120231932714775 0.81795997423878 0.91365830692305 Amb&Conserved
"ENSMUSG00000038267" -0.00963032053631424 0.938590919332242 -0.545775074001962 0.437094742110967 0.00110208822068976 Amb&Conserved
"ENSMUSG00000038271" -0.0486733520568291 0.85088262036219 0.110167681665218 0.842043554340321 0.969727850371844 Amb&Conserved
"ENSMUSG00000038274" -0.504649999779043 0.00201236979228138 0.585266548198625 0.346493129221171 0.0601783670556877 Amb&Conserved
"ENSMUSG00000038291" 0.278678579792723 0.02337782008966 -0.0115592712280684 0.985853504704721 0.65603186339037 Amb&Conserved
"ENSMUSG00000038296" -0.365773767014521 0.196831402641001 -0.662262288916998 0.436990887327466 1 Amb&Conserved
"ENSMUSG00000038299" -0.213175327668819 0.0423840406868918 -0.0459078757896143 0.893950118518198 0.848125639613706 Amb&Conserved
"ENSMUSG00000038302" -0.393710271388989 0.0143518052338423 -0.463032227694145 0.210181363855448 1 Amb&Conserved
"ENSMUSG00000038332" -0.00688540893903169 0.978934385983347 -0.307119238908042 0.600899234198875 0.691892380479845 Amb&Conserved
"ENSMUSG00000038346" 0.165973338111875 0.272174825893871 -0.566890382992847 0.489444431467074 0.403837524455416 Amb&Conserved
"ENSMUSG00000038365" 0.181281497640452 0.254171272057693 0.0633856374011568 0.927400263943605 0.95985746914088 Amb&Conserved
"ENSMUSG00000038366" 0.158512164333832 0.0839057384607251 0.369804711167649 0.0155190210830523 0.254981748073149 Amb&Conserved
"ENSMUSG00000038368" -0.350785909695631 0.000689419839328459 -0.311695750519578 0.408023366269203 1 Amb&Conserved
"ENSMUSG00000038369" 0.388343881439692 0.00895564739869338 0.151234935909367 0.418254229156582 0.128150563945309 Amb&Conserved
"ENSMUSG00000038371" 0.0730674765790136 0.613387659900469 0.119001789607176 0.705541972942793 1 Amb&Conserved
"ENSMUSG00000038375" 0.0724361183712735 0.775952577377027 -0.128781023327256 0.0555859412863927 0.000148599130840451 Amb&Conserved
"ENSMUSG00000038388" -0.0110948860988983 0.957869075284038 -0.572095915103537 0.215411094880935 0.0456659761450276 Amb&Conserved
"ENSMUSG00000038393" -0.102801303797213 0.523562194560584 -0.197257830571654 0.306471372531645 0.578606145924949 Amb&Conserved
"ENSMUSG00000038398" 0.380428145032006 0.00312541753404449 -0.207511902295055 0.765359589262601 0.265400804831883 Amb&Conserved
"ENSMUSG00000038400" 0.726309673482831 2.31564692599546e-05 0.119281904057833 0.803163081236948 0.225433759564814 Amb&Conserved
"ENSMUSG00000038412" 0.024223716479318 0.914242536817276 0.222814915939081 0.532121027739892 0.82647058922683 Amb&Conserved
"ENSMUSG00000038417" 0.277315840105398 0.00913542239959542 -0.0229251496233777 0.975576240290398 0.587727920312118 Amb&Conserved
"ENSMUSG00000038425" -0.264399809808936 0.210437146490098 -0.591058228744223 0.313800217532688 0.62395357234004 Amb&Conserved
"ENSMUSG00000038429" -0.253463531945077 0.0633142568954573 -0.0471249834661542 0.880254105253925 0.578749392001848 Amb&Conserved
"ENSMUSG00000038437" 0.0258695367247039 0.885240996916042 -0.365016994172807 0.416865902311982 0.347014900655606 Amb&Conserved
"ENSMUSG00000038451" 0.240855396442321 0.145467919888017 0.435410895561609 0.240512517733068 0.914212483645998 Amb&Conserved
"ENSMUSG00000038456" -0.164876433365484 0.339556027387957 -0.805426322441433 0.038265173015795 0.224690098936908 Amb&Conserved
"ENSMUSG00000038459" -0.0474833279174723 0.734205828233331 -0.102061322481502 0.75814350882813 0.638989514109369 Amb&Conserved
"ENSMUSG00000038467" -0.0787989959062374 0.417697636899892 -0.274145358715091 0.21581149408414 0.271985344261744 Amb&Conserved
"ENSMUSG00000038485" -0.0617633599627134 0.705759315231218 -0.333237281180163 0.64566092428061 0.802984626069832 Amb&Conserved
"ENSMUSG00000038495" 0.0873759489809609 0.542906587199469 0.229722511585719 0.477071043397588 0.971954365836941 Amb&Conserved
"ENSMUSG00000038497" -0.150863642932674 0.408137967270476 -0.0652702184969263 0.893836589840163 1 Amb&Conserved
"ENSMUSG00000038500" -0.266797226544622 0.0818871536739566 0.453640307884933 0.195996921473639 0.254637601189359 Amb&Conserved
"ENSMUSG00000038503" 0.0539577135131386 0.754211835576445 -0.181207314986609 0.651553046882158 0.434723335819542 Amb&Conserved
"ENSMUSG00000038506" 0.250026861674853 0.0504011211493485 0.246443911150643 0.474687480841858 0.990806936139542 Amb&Conserved
"ENSMUSG00000038507" -0.328654834033936 0.0253102908551396 -0.210068963623598 0.590251469251518 0.927738621301862 Amb&Conserved
"ENSMUSG00000038510" 0.341995523008722 0.0538105208693293 0.0283601486519581 0.964002643376462 0.575329201874483 Amb&Conserved
"ENSMUSG00000038517" -0.509537091502206 0.0212895330254841 -0.311276220915171 0.637120455582713 0.950301408378087 Amb&Conserved
"ENSMUSG00000038525" -0.326209189225746 0.0402431409536042 -0.266002826646376 0.609184955294478 1 Amb&Conserved
"ENSMUSG00000038527" -0.016240965655882 0.923901435198185 0.137786110095018 0.477346460449635 0.56714652043605 Amb&Conserved
"ENSMUSG00000038530" 1.51792668252755 1.37006210028738e-14 0.683979345661401 0.349540760236447 0.322492323830886 Amb&Conserved
"ENSMUSG00000038535" 0.0566166655896224 0.795530686051517 -0.223549354083053 0.653124214340514 0.615527877251274 Amb&Conserved
"ENSMUSG00000038538" 0.435558649929201 0.000902554134521918 0.0825190231650487 0.884723623054861 0.157481993512736 Amb&Conserved
