"" "log2FoldChange" "padj" "log2FoldChange" "padj" "padj" Amb&Conserved
"ENSMUSG00000022263" -0.185388354943928 0.196013180628434 -0.395020973860009 0.0246081643996406 0.249854568057488 Amb&Conserved
"ENSMUSG00000022265" 0.149734580772669 0.35020057902538 -0.216814953329444 0.356005018911053 0.138669033750444 Amb&Conserved
"ENSMUSG00000022270" -0.169973530361024 0.502628395467938 -0.0542532561603168 0.862933853455852 0.815307061552939 Amb&Conserved
"ENSMUSG00000022285" -0.212580933067141 0.132430964376993 -0.426927804075343 0.337221337954105 0.459967024843343 Amb&Conserved
"ENSMUSG00000022305" 0.238075222978627 0.179960972866769 0.061240725868701 0.940576159393306 0.806693904192405 Amb&Conserved
"ENSMUSG00000022309" 0.693616446298647 0.0245811954843932 0.260347727503463 0.813450278896496 0.948051577228646 Amb&Conserved
"ENSMUSG00000022324" 0.45123357042304 0.124732893753018 -0.306702716626385 0.79799020305529 0.730276095099261 Amb&Conserved
"ENSMUSG00000022325" -0.203810236143569 0.366205925999087 0.0357513316702842 0.975576240290398 0.909101057681244 Amb&Conserved
"ENSMUSG00000022329" 0.231861688663179 0.171180462839358 -0.0127506545766696 0.987542042184007 0.677197896875214 Amb&Conserved
"ENSMUSG00000022332" 0.593456214857382 2.48174796325914e-07 0.181564461599511 0.454839548433187 0.10896873799485 Amb&Conserved
"ENSMUSG00000022338" 0.215050530013893 0.1980153251793 0.0288770956527392 0.940576159393306 0.371658940487707 Amb&Conserved
"ENSMUSG00000022339" 0.0185749162782623 0.924851441720145 -0.0939841287542671 0.792118537470158 0.81311135781873 Amb&Conserved
"ENSMUSG00000022346" 0.0995659991946115 0.749807499573312 0.465915102340617 0.428163038664122 0.541436414968451 Amb&Conserved
"ENSMUSG00000022351" 0.808302646154291 0.337909485513833 -0.0301959347393841 0.941774805886351 0.000229904564324046 Amb&Conserved
"ENSMUSG00000022354" 0.00639902017593158 0.977469684435404 -0.239862778722646 0.0579847364470821 0.0702630329453574 Amb&Conserved
"ENSMUSG00000022364" 0.199663654392409 0.179111175535264 -0.326230332719975 0.762853959735634 0.567310643784844 Amb&Conserved
"ENSMUSG00000022365" -0.00164371324728149 0.992278350073015 0.0938485292396885 0.770690654441658 0.995330375249539 Amb&Conserved
"ENSMUSG00000022370" -0.244208273803033 0.12600472200944 -0.0413620173580176 0.879813582984778 0.758298506196314 Amb&Conserved
"ENSMUSG00000022371" 0.0952794042305925 0.565799181956102 -0.259177709423555 0.162724569429286 0.00774503455446305 Amb&Conserved
"ENSMUSG00000022377" 0.0990397482420797 0.445455584340918 0.0339454866591556 0.941208958219961 0.852254782853196 Amb&Conserved
"ENSMUSG00000022378" 0.245648727367526 0.0600233065573618 0.545732984197119 0.386502547253824 0.83357984609882 Amb&Conserved
"ENSMUSG00000022383" 0.119080943340747 0.533838771298952 -0.000862385429103069 0.996253208072976 0.114218872940424 Amb&Conserved
"ENSMUSG00000022389" -0.0599014332049587 0.785543278860573 0.322697222841687 0.440310911428762 0.308639383919732 Amb&Conserved
"ENSMUSG00000022390" -0.283284113513546 0.00431511345657057 -0.277192984453332 0.130261857554588 0.836691191235453 Amb&Conserved
"ENSMUSG00000022391" -0.127495561186061 0.510721500980366 -0.184147566144014 0.541917182650465 0.839643927399015 Amb&Conserved
"ENSMUSG00000022394" 0.0496385856712879 0.799757440677395 0.681468050192066 0.0284962169202782 0.194104205294005 Amb&Conserved
"ENSMUSG00000022400" -0.267966530992814 0.0301745957775855 0.0767798402884702 0.895851393141252 0.504125062477677 Amb&Conserved
"ENSMUSG00000022401" -0.132710330109295 0.39995092159129 -0.264531324420377 0.269480356740352 0.675857005188061 Amb&Conserved
"ENSMUSG00000022403" 0.145564310882898 0.121014064682997 0.420571836925839 0.000935915095641843 0.092650796050574 Amb&Conserved
"ENSMUSG00000022412" 0.118598793908543 0.36332702428036 -0.13440647391179 0.561089909037392 0.216840331339494 Amb&Conserved
"ENSMUSG00000022414" -0.613858212525966 0.00105148943858036 -0.45155377470007 0.235254383971161 0.931707058442793 Amb&Conserved
"ENSMUSG00000022419" 0.0726346683153949 0.693106208493861 -0.122393179329361 0.437947650249007 0.024090965832493 Amb&Conserved
"ENSMUSG00000022425" 0.493061720293877 0.000109186727515044 0.423175014925333 0.446398702575567 0.912101870589853 Amb&Conserved
"ENSMUSG00000022426" -0.381617248264098 0.00405755108550842 -0.0372801100389689 0.931534271303708 0.222989059281263 Amb&Conserved
"ENSMUSG00000022428" 0.216005617761088 0.129031536309277 0.220972609901646 0.673386665151122 0.999664754332255 Amb&Conserved
"ENSMUSG00000022433" -0.0965583673525596 0.669665860167772 -0.150004781409184 0.813516321993008 0.865467112764141 Amb&Conserved
"ENSMUSG00000022434" 0.583484476194757 0.00433094030262931 0.98008026135602 0.224857206228644 1 Amb&Conserved
"ENSMUSG00000022437" -0.497695238834578 0.00105148943858036 -0.114404414748922 0.58836746069389 0.0681513861329046 Amb&Conserved
"ENSMUSG00000022438" -0.0716895779293792 0.745676740052813 0.0671404713392948 0.914989424049444 1 Amb&Conserved
"ENSMUSG00000022443" -0.0058884041118925 0.96528632596584 -0.169664878472854 0.448941120504763 0.233102009429111 Amb&Conserved
"ENSMUSG00000022452" -0.255840981113404 0.0195444191118818 -0.05693678067705 0.789506179215755 0.678527410962018 Amb&Conserved
"ENSMUSG00000022462" 0.238682977844005 0.195895249730215 0.0250187502097724 0.93001213325194 0.0413532055026913 Amb&Conserved
"ENSMUSG00000022463" -0.0230071740777194 0.907542416019629 -0.225122888636878 0.581564343839421 0.456827085090337 Amb&Conserved
"ENSMUSG00000022466" -0.275035686719146 0.0183282042405244 -0.403307877632831 0.292304023803689 0.737481651729404 Amb&Conserved
"ENSMUSG00000022469" -0.148568875914107 0.546953082842992 0.0649401389152124 0.952157815384189 0.981019332543105 Amb&Conserved
"ENSMUSG00000022475" 0.107390345019076 0.580238717956894 -0.0209079963667521 0.982634145960237 0.792098047932219 Amb&Conserved
"ENSMUSG00000022476" 0.715311959807987 6.20424085048921e-06 0.268167208001066 0.454839548433187 0.341363558506728 Amb&Conserved
"ENSMUSG00000022477" -0.301602397980829 0.0157050085553919 -0.078827672864259 0.318943437710516 0.0821262219788415 Amb&Conserved
"ENSMUSG00000022498" -0.0785696852301032 0.705132619100497 0.0298398570684666 0.927400263943605 0.955644114280483 Amb&Conserved
"ENSMUSG00000022500" -0.305090301923173 0.0387101265633563 -0.173696538471325 0.245105622389161 0.780972340379694 Amb&Conserved
"ENSMUSG00000022514" 0.0260494740832798 0.873521417434812 0.0979192086743015 0.442501367167283 1 Amb&Conserved
"ENSMUSG00000022515" -0.181974552469218 0.241378620181756 -0.0365715546036596 0.93409670561852 0.921043515167835 Amb&Conserved
"ENSMUSG00000022517" -0.199755730440846 0.050033560679989 0.0286195035702905 0.942478096630088 0.659790362613493 Amb&Conserved
"ENSMUSG00000022519" -0.276997944224626 0.165954541609701 -0.33005075841677 0.522408658739337 0.945054872668804 Amb&Conserved
"ENSMUSG00000022526" -0.297898152848513 0.216280351008109 -0.0231903888845882 0.983446927328484 1 Amb&Conserved
"ENSMUSG00000022528" -0.315327784727682 0.308126787172931 -0.694979118068626 0.137263804450325 0.687236112124861 Amb&Conserved
"ENSMUSG00000022529" 0.0517886932234085 0.74382620508197 0.323889434436916 0.411393844236228 0.764475152478259 Amb&Conserved
"ENSMUSG00000022536" -0.194536182873792 0.0444511237842853 -0.0189158752194335 0.963974473901848 0.745241086028082 Amb&Conserved
"ENSMUSG00000022538" 0.0329499241274162 0.825804464262911 0.268212664414045 0.689952703493358 0.976612219884817 Amb&Conserved
"ENSMUSG00000022540" -0.201079025821573 0.139344705842923 0.146016292375306 0.835066273194428 0.737383535672612 Amb&Conserved
"ENSMUSG00000022544" -0.425648776590462 0.0076947971926777 -0.348067260530102 0.68038353304865 1 Amb&Conserved
"ENSMUSG00000022545" -0.275319290119914 0.052566044069561 -0.0302821798100144 0.967117240133893 0.862357363135445 Amb&Conserved
"ENSMUSG00000022546" -0.156016358173441 0.428042762823826 0.199888187617412 0.0583681446945767 6.71297056185177e-06 Amb&Conserved
"ENSMUSG00000022552" -0.179262503338474 0.185731141631423 -0.00426069702652724 0.991414760576056 0.900368693745585 Amb&Conserved
"ENSMUSG00000022553" 0.00179591513637597 0.994964446444325 0.337595287452369 0.616809412794182 0.596605055106567 Amb&Conserved
"ENSMUSG00000022554" -0.184678075341772 0.430121479013741 -0.241394062439016 0.731973619446444 1 Amb&Conserved
"ENSMUSG00000022556" 0.262323794578643 0.0983829098692721 -0.157726715157519 0.790945424201832 0.296825084373589 Amb&Conserved
"ENSMUSG00000022557" -0.0992247577903941 0.486595809061117 -0.168045195558516 0.792485077885801 0.919636519866859 Amb&Conserved
"ENSMUSG00000022558" -0.0394185791932906 0.859633423569644 0.30591750586765 0.354090079581115 0.479835108280838 Amb&Conserved
"ENSMUSG00000022559" -0.131447423771252 0.492363998295067 0.41969105835958 0.290143046507767 0.357549949214828 Amb&Conserved
"ENSMUSG00000022565" 0.170938675366476 0.324998575433919 -0.00233869811247482 0.994837831950488 0.194142260444693 Amb&Conserved
"ENSMUSG00000022568" 0.0306345144069312 0.859889135202256 -0.165926776527755 0.782108955940604 0.667059999752961 Amb&Conserved
"ENSMUSG00000022571" -0.0017714418259512 0.994429893220492 0.0200782064905612 0.957354242140213 0.95635188590393 Amb&Conserved
"ENSMUSG00000022575" -0.375734980642929 0.00675762061578344 -0.206857903787576 0.706797950161253 0.99224859511257 Amb&Conserved
"ENSMUSG00000022604" 0.725601363942214 0.00168187537105533 0.374250691701609 0.666706099716011 0.916229005504961 Amb&Conserved
"ENSMUSG00000022607" -0.31017269484422 0.00184497451486322 -0.415027456816447 0.180638050647255 0.864538113426316 Amb&Conserved
"ENSMUSG00000022610" -0.0386630220017928 0.888437955624055 0.0046219618167378 0.996253208072976 1 Amb&Conserved
"ENSMUSG00000022614" 0.0434794878964901 0.815495834172456 0.206309310047598 0.749030444209123 0.902081226191671 Amb&Conserved
"ENSMUSG00000022620" -0.173311034384365 0.396528596795951 0.00246555604005857 0.997211580235913 0.846386004366287 Amb&Conserved
"ENSMUSG00000022623" -0.0588890519792338 0.802428945880285 -0.494818006708621 0.472650951538612 0.462588483812344 Amb&Conserved
"ENSMUSG00000022629" 0.137704079781445 0.21671963152417 0.0552135988416484 0.813516321993008 0.437835472942704 Amb&Conserved
"ENSMUSG00000022635" 0.112610641246885 0.442478791080692 -0.450608561548785 0.472252382532892 0.212386565026366 Amb&Conserved
"ENSMUSG00000022636" 0.198878035900191 0.185351438828762 -0.00376629119963525 0.99059789189856 0.112323314847534 Amb&Conserved
"ENSMUSG00000022637" -0.134265770843109 0.503057094685246 -0.550273136039143 0.141798334076149 0.317141459027484 Amb&Conserved
"ENSMUSG00000022641" 0.105262279008076 0.500687867647823 0.219401849066131 0.498633992796534 0.994766971079122 Amb&Conserved
"ENSMUSG00000022656" -0.244900334711707 0.0235469277852842 -0.190285063143631 0.530935926855644 1 Amb&Conserved
"ENSMUSG00000022664" 0.0909520461368505 0.476147557624575 0.421436200887673 0.479102370466424 0.644057303744088 Amb&Conserved
"ENSMUSG00000022665" 1.11048746284797 3.51777874125796e-15 0.439813241544665 0.238142856348775 0.0713205437755868 Amb&Conserved
"ENSMUSG00000022668" -0.221258450654108 0.0644347478334188 -0.408664991994334 0.236676870093394 0.758974158697585 Amb&Conserved
"ENSMUSG00000022673" 0.812634858400768 0.000101132618607098 0.28188376241511 0.696538889094852 0.514023950208888 Amb&Conserved
"ENSMUSG00000022677" -0.154882670586376 0.224606584182154 -0.392671255623047 0.23338686464331 0.501428594559478 Amb&Conserved
"ENSMUSG00000022679" 0.47910555224978 0.00456769288868642 0.173663239437074 0.654618355642994 0.165254840435716 Amb&Conserved
"ENSMUSG00000022680" -0.0172425871298914 0.860524997245705 -0.0203793548122714 0.95565826880467 0.883781237677949 Amb&Conserved
"ENSMUSG00000022682" 0.470427729005409 0.0213381678821252 0.189875475573471 0.58022613834418 0.390461626954188 Amb&Conserved
"ENSMUSG00000022684" 0.0704099991084656 0.556658618791576 0.0480808309973008 0.844630663943706 0.840691274445354 Amb&Conserved
"ENSMUSG00000022685" -0.244446359895762 0.0232839210130064 -0.0703370819480679 0.916687944696261 0.953164735943633 Amb&Conserved
"ENSMUSG00000022698" 0.163077203505761 0.355476782728524 0.0254730037640435 0.915448627264408 0.262157386679441 Amb&Conserved
"ENSMUSG00000022701" 0.200026670519582 0.286274346786937 -0.127196611073817 0.851739084952147 0.624747420448009 Amb&Conserved
"ENSMUSG00000022702" -0.331839743640205 0.097894883967208 -0.452294436662051 0.480502653376277 0.937487706327532 Amb&Conserved
"ENSMUSG00000022704" 0.0723613209413322 0.736933477861735 0.243702099942425 0.710694094168813 0.917956029450864 Amb&Conserved
"ENSMUSG00000022706" 0.108478346685496 0.319167036876739 1.4792040083865 0.00900659302317913 0.0500816125476305 Amb&Conserved
"ENSMUSG00000022708" 0.34841010745442 0.0147077943321481 0.214723270260694 0.183496821118537 0.155726433221232 Amb&Conserved
"ENSMUSG00000022710" 0.10190258298958 0.276118306250905 -0.0181756313205979 0.951975850239431 0.288098789918372 Amb&Conserved
"ENSMUSG00000022747" 1.08926784469702 0.000118634479255569 0.901578291290524 0.403695689012542 0.862875855121752 Amb&Conserved
"ENSMUSG00000022748" -0.101669491289422 0.605058608247989 0.250950440069155 0.79799020305529 0.987067323387074 Amb&Conserved
"ENSMUSG00000022749" 0.00673367352672612 0.96701062544702 0.243676032820013 0.5432257135878 0.745241086028082 Amb&Conserved
"ENSMUSG00000022751" 0.160016109930926 0.195033935194202 0.296253398724687 0.000329976900792503 0.651785722356006 Amb&Conserved
"ENSMUSG00000022752" -0.00852540662695505 0.955279681041654 0.355416903440994 0.658987453160552 0.502866204090937 Amb&Conserved
"ENSMUSG00000022757" -0.0271236391123122 0.866797172064015 -0.219507086165408 0.157974062935298 0.111028197368172 Amb&Conserved
"ENSMUSG00000022765" 0.192311478513206 0.185834502966563 -0.145400748617798 0.630450977442064 0.109226759962003 Amb&Conserved
"ENSMUSG00000022772" -0.193588961755881 0.102733809911418 0.00783977864024889 0.987542042184007 0.79847837025117 Amb&Conserved
"ENSMUSG00000022779" 0.196459903640938 0.0892952791848093 0.337833107410305 0.142710350644619 0.929493250768953 Amb&Conserved
"ENSMUSG00000022781" 0.000982745463123341 0.995501757768789 -0.0740151436520845 0.778402224222453 0.708673496548218 Amb&Conserved
"ENSMUSG00000022787" -0.155404297615131 0.35398117131183 -0.792941388899133 0.279554471619658 0.519096706335017 Amb&Conserved
"ENSMUSG00000022788" 0.304670940272314 0.061275822373185 0.255777485163415 0.722153038543581 0.946267808607678 Amb&Conserved
"ENSMUSG00000022789" -0.0961621809531508 0.486307558729778 0.366526253411205 0.589377893397648 0.50388693731322 Amb&Conserved
"ENSMUSG00000022791" -0.323603820886948 0.0151852247619601 -0.120233901956735 0.710095886773788 0.64165202179216 Amb&Conserved
"ENSMUSG00000022792" -0.239060687532145 0.15892685299934 -0.268773709275013 0.340101892606559 0.945054872668804 Amb&Conserved
"ENSMUSG00000022797" -0.467920226568099 0.165978018649804 0.206715813641051 0.234337673684906 0.000143294233656942 Amb&Conserved
"ENSMUSG00000022799" 0.129933495753519 0.395701829363886 0.0771698469388374 0.906258763208983 0.941911915716165 Amb&Conserved
"ENSMUSG00000022800" -0.069782970590726 0.667605572364502 0.195754787662376 0.712985725693005 0.662082435408181 Amb&Conserved
"ENSMUSG00000022801" 0.255578443818357 0.133633151216643 1.22356619770332 0.0610278536569563 0.340235207432361 Amb&Conserved
"ENSMUSG00000022808" 0.253294642221609 0.0168397733307019 0.263692499913149 0.413739138250791 0.954878175254871 Amb&Conserved
"ENSMUSG00000022811" 0.184546589241923 0.186287915085856 0.28611198313192 0.607753082834646 1 Amb&Conserved
"ENSMUSG00000022812" 0.387640378177314 5.06879170135532e-05 0.139689781173084 0.505520526927863 0.0835984820528184 Amb&Conserved
"ENSMUSG00000022814" -0.235384100728365 0.101385965776312 -0.44538062894978 0.025740308785988 0.376796707381719 Amb&Conserved
"ENSMUSG00000022820" 0.0334102818111332 0.867080125297624 0.383507348816604 0.0351046581697302 0.254637601189359 Amb&Conserved
"ENSMUSG00000022822" 0.105081929562114 0.597470911943133 -0.944200445495862 0.0703590077941173 0.0925548345353392 Amb&Conserved
"ENSMUSG00000022827" -0.634941936020078 2.20358161919279e-10 -0.481025340471215 0.173552798673508 0.945118950366368 Amb&Conserved
"ENSMUSG00000022828" 0.302111376790725 0.141950354121684 -0.574432207518556 0.418254229156582 0.124551498278225 Amb&Conserved
"ENSMUSG00000022831" -0.185124229248345 0.329848172454039 0.10445911535749 0.880683280944257 0.861497745743296 Amb&Conserved
"ENSMUSG00000022840" 0.0267772849242874 0.914242536817276 -0.0646394368380167 0.953524383368084 0.937508258356148 Amb&Conserved
"ENSMUSG00000022843" -0.0676368147229849 0.760726632431461 0.23093875831681 0.524789256662841 0.502866204090937 Amb&Conserved
"ENSMUSG00000022844" 0.0227233711689868 0.913660186947455 -0.222437542997042 0.376628109868827 0.265400804831883 Amb&Conserved
"ENSMUSG00000022858" 0.0501146816055068 0.699193585086336 0.248428436136333 0.476604490011427 0.713771952786941 Amb&Conserved
"ENSMUSG00000022867" 0.336577766496246 0.000114818281440833 -0.0195223164095279 0.960830508217308 0.0875997801768525 Amb&Conserved
"ENSMUSG00000022871" -0.227834308804038 0.203736878701246 -0.0643300226182744 0.790945424201832 0.482565811678645 Amb&Conserved
"ENSMUSG00000022889" 0.0718595726773877 0.684466177126035 0.338103158612496 4.57341713936235e-06 0.265727260852409 Amb&Conserved
"ENSMUSG00000022892" -0.169371137588493 0.25752299544518 -0.223270515615654 0.252704854238004 0.666313616833012 Amb&Conserved
"ENSMUSG00000022895" -0.055876774626563 0.708707210859608 -0.0916149907941914 0.82760634633338 0.90269572501704 Amb&Conserved
"ENSMUSG00000022897" -0.0232533076963327 0.88383590217639 0.482495968617064 0.251301066396582 0.327038160874242 Amb&Conserved
"ENSMUSG00000022898" -0.242420478136307 0.0642129514584585 -0.336145089900784 0.604119443131794 0.862357363135445 Amb&Conserved
"ENSMUSG00000022905" 0.11439236576895 0.366109691389689 -0.0505217691925068 0.861461166186487 0.260874169806899 Amb&Conserved
"ENSMUSG00000022906" -0.560610463092784 6.28686983836848e-08 -0.269763763668949 0.196354946851036 0.399516093051872 Amb&Conserved
"ENSMUSG00000022912" -0.0331570015895523 0.860112100160827 -0.0149124591646797 0.957133873047051 0.919636519866859 Amb&Conserved
"ENSMUSG00000022914" 0.294659059853534 0.00562812516005735 0.050533477797062 0.937780640132961 0.507440991878643 Amb&Conserved
"ENSMUSG00000022941" -0.432647915164088 0.0769190921408309 0.248342091810959 0.759869510759669 0.822619277572472 Amb&Conserved
"ENSMUSG00000022946" -0.572995246510485 0.018902075155518 -0.191792844702062 0.728026931947726 0.182593436805873 Amb&Conserved
"ENSMUSG00000022951" -0.142519469318502 0.418909663485663 -0.534845936581617 0.0157955646308402 0.195196325693928 Amb&Conserved
"ENSMUSG00000022957" 0.128031258489632 0.354039970178839 -0.0224099941537986 0.948204920343474 0.398802691335863 Amb&Conserved
"ENSMUSG00000022961" 0.168430478694943 0.24739632848701 0.189211325265029 0.236748248658726 0.942615534389297 Amb&Conserved
"ENSMUSG00000022962" 0.148138707965367 0.302024383195438 -0.128459618757104 0.717653237920128 0.371258449027184 Amb&Conserved
"ENSMUSG00000022964" 0.333507267615375 0.0845682231599063 -0.38699495972763 0.390434149999976 0.218745728333785 Amb&Conserved
"ENSMUSG00000022965" -0.647907560645795 2.62981114395152e-06 -0.00503742608482382 0.99121855833644 0.0831489757690449 Amb&Conserved
"ENSMUSG00000022967" -0.225825635849637 0.0218207782092051 -0.173428535912106 0.701924517691554 1 Amb&Conserved
"ENSMUSG00000022969" -0.383432909939835 0.0539048594338213 -0.9832076579623 0.0028296140579175 0.378222792730201 Amb&Conserved
"ENSMUSG00000022971" -0.431705089326769 0.000465483016345546 -0.24825482706133 0.093845358251561 0.774836268597732 Amb&Conserved
"ENSMUSG00000022992" 0.214599769377756 0.0435573493957796 -0.604088194241676 0.231817690157639 0.0938099455249791 Amb&Conserved
"ENSMUSG00000022994" 0.0404379219273064 0.811868266328985 0.290217156213174 0.705258836443136 0.950301408378087 Amb&Conserved
"ENSMUSG00000022995" 0.266233898812457 0.453370158146466 0.230897965656617 0.848357360097295 1 Amb&Conserved
"ENSMUSG00000022999" -0.263286644453425 0.225181642236038 0.424749874367195 0.279255036049535 0.0765531539454724 Amb&Conserved
"ENSMUSG00000023007" -0.23925570530978 0.183712203080202 -0.348862562420532 0.324336017105092 0.849834744507331 Amb&Conserved
"ENSMUSG00000023008" 0.180658303681161 0.319354023541999 0.798376925998243 0.490661407932674 0.95985746914088 Amb&Conserved
"ENSMUSG00000023017" 0.143236708362835 0.608229317690905 -0.786218006926638 0.338879532538376 0.48890809654722 Amb&Conserved
"ENSMUSG00000023020" -0.0740219780797246 0.631721221908659 0.19630181869473 0.749030444209123 0.766822582763723 Amb&Conserved
"ENSMUSG00000023021" 0.174074750600702 0.486965507402087 -0.371614335681863 0.64636434745965 0.606785957150871 Amb&Conserved
"ENSMUSG00000023046" -0.792479506698365 0.0742817741863651 -0.285031744171905 0.825557028115777 0.833079606848243 Amb&Conserved
"ENSMUSG00000023048" 0.514511490425356 1.4262882890834e-05 0.227441676551098 0.414648299232742 0.215466359600424 Amb&Conserved
"ENSMUSG00000023055" 0.0419811478478995 0.821144850182739 0.0934687280820647 0.832277131987881 1 Amb&Conserved
"ENSMUSG00000023067" -1.14133428526101 0.192274849387201 -0.420004911437163 0.161230233205156 0.263343376415822 Amb&Conserved
"ENSMUSG00000023075" 0.0780728264777297 0.659963076325058 -0.118877512611016 0.819422917465825 0.510393751435715 Amb&Conserved
"ENSMUSG00000023079" -0.247467525740817 0.0450657167908211 -0.336731568039723 0.445271178081335 0.933443925254573 Amb&Conserved
"ENSMUSG00000023094" -0.26369476580606 0.204172685141317 0.482387813776479 0.234337673684906 0.151471987317258 Amb&Conserved
"ENSMUSG00000023143" -0.260061339014287 0.072725585598115 -0.476158044972156 0.145744764398458 0.595258284668237 Amb&Conserved
"ENSMUSG00000023150" -0.106387831762274 0.554433419159463 -0.128548671949965 0.874963374883288 1 Amb&Conserved
"ENSMUSG00000023156" 0.487174847972816 0.00197613534307731 0.500588247386262 0.442501367167283 0.995966421393778 Amb&Conserved
"ENSMUSG00000023170" 0.259129796044601 0.0470141922414775 0.162213811550065 0.631789678876132 0.852293347437673 Amb&Conserved
"ENSMUSG00000023176" 0.0448494082224557 0.697533531852903 0.268023103075239 0.0436776552450649 0.115755862874795 Amb&Conserved
"ENSMUSG00000023191" 0.435676750530137 0.024041919633488 0.183799128426641 0.851232957575468 0.92335726326786 Amb&Conserved
"ENSMUSG00000023235" -0.317046702958116 0.177667065040831 -0.26750154814804 0.609403734338976 1 Amb&Conserved
"ENSMUSG00000023243" -0.102854899140345 0.818399755025029 -0.0848569758330196 0.882022153065683 0.982901877036648 Amb&Conserved
"ENSMUSG00000023262" 0.0127230370139074 0.959595785509756 0.0176600420493407 0.96826505533229 0.900056624570325 Amb&Conserved
"ENSMUSG00000023272" -0.189498557851634 0.627478867992837 0.164197430586768 0.673307021340147 0.447469127170279 Amb&Conserved
"ENSMUSG00000023348" 0.147463707842517 0.393456174168334 -0.31540751944505 0.724311587243868 0.774156752493553 Amb&Conserved
"ENSMUSG00000023456" -0.0654085443022559 0.708875757679343 -0.148772647197611 0.0783236925971314 0.0197894065143583 Amb&Conserved
"ENSMUSG00000023460" 0.0382317019906537 0.785237007959263 0.0419902825272121 0.921234263326572 0.952654837633525 Amb&Conserved
"ENSMUSG00000023571" -0.715149991438082 0.034690747878085 -1.08926419014779 0.265962567934435 0.945118950366368 Amb&Conserved
"ENSMUSG00000023572" -0.133036808739343 0.282125795901685 -0.112493178291584 0.832277131987881 1 Amb&Conserved
"ENSMUSG00000023791" 0.291054231361168 0.0675091130250058 0.866958531767213 0.00969577473289925 0.322492323830886 Amb&Conserved
"ENSMUSG00000023800" -0.209143712411801 0.427631995679136 -0.0591194629157068 0.963458319758572 0.971954365836941 Amb&Conserved
"ENSMUSG00000023809" 0.115928948883421 0.67991754928881 0.360703479754906 0.771145933759393 1 Amb&Conserved
"ENSMUSG00000023828" 0.451500025241695 0.0632187005425264 2.26488335079315 0.1140987374173 0.540701064139804 Amb&Conserved
"ENSMUSG00000023845" 0.301794158755335 0.00832625124926894 0.16687719510612 0.392292183157028 0.451543296786199 Amb&Conserved
"ENSMUSG00000023861" -0.192042330123605 0.342819364885285 -0.174746289788851 0.517059780671164 0.980775284836669 Amb&Conserved
"ENSMUSG00000023868" 0.591570566670238 0.056291213178272 -0.393960137048457 0.787074247622999 0.813829716031342 Amb&Conserved
"ENSMUSG00000023883" 0.209153139440422 0.244080047544624 0.122206722918092 0.868333748202123 0.923931521267462 Amb&Conserved
"ENSMUSG00000023886" -0.327012371288708 0.296206606145501 0.602310865659961 0.360130654728757 0.639629768800964 Amb&Conserved
"ENSMUSG00000023905" -0.0200031089826705 0.946409968996431 -0.408205773259263 0.580689597866034 0.689678233751304 Amb&Conserved
"ENSMUSG00000023913" 0.065451527217862 0.77580308198319 -0.469586334179064 0.113302909548283 0.218256495672296 Amb&Conserved
"ENSMUSG00000023915" 0.0501668915148532 0.832376816813485 0.0104317872482872 0.988657363709853 0.964088341502686 Amb&Conserved
"ENSMUSG00000023923" 0.122336682615095 0.353023014729983 0.146685007038661 0.853949402327272 1 Amb&Conserved
"ENSMUSG00000023951" -0.177576233252072 0.172766829025977 -0.0216219029057263 0.900958856477583 0.538717722553935 Amb&Conserved
"ENSMUSG00000023952" 0.0625806177514629 0.735188271907647 -0.00578647229642533 0.988608752057267 0.711533750641488 Amb&Conserved
"ENSMUSG00000023960" 0.098723912469275 0.598636858089921 -0.132457790237818 0.722065302356611 0.246703494192181 Amb&Conserved
"ENSMUSG00000023963" -0.408298127471425 0.38788750049544 -0.0329628148816708 0.935685768612894 0.100000082352665 Amb&Conserved
"ENSMUSG00000023965" 0.0875009712184292 0.478414874651863 -0.129685759777045 0.867941534054552 0.819303666273338 Amb&Conserved
"ENSMUSG00000023971" -0.0267169791704063 0.876653461881586 0.29850604987118 0.190226941026078 0.527129955929427 Amb&Conserved
"ENSMUSG00000023973" -0.23736634124997 0.0273379177768775 -0.406620315593432 0.304184970619458 0.718062153155781 Amb&Conserved
"ENSMUSG00000023977" -0.373275332647508 0.000383335037056825 -0.481702480651374 0.14763952714851 0.661894045217622 Amb&Conserved
"ENSMUSG00000023980" 0.140133571330199 0.352890266074133 -0.0702379274529086 0.884723623054861 0.633431519670264 Amb&Conserved
"ENSMUSG00000023988" -0.135386111131308 0.484986807360997 0.0231737930758759 0.953805069383605 0.923384629296662 Amb&Conserved
"ENSMUSG00000023991" -0.0469026203701447 0.714730954530521 -0.416844793335625 0.527602943988267 0.477608669327037 Amb&Conserved
"ENSMUSG00000024012" -0.298469728390001 0.0188298064047721 -0.289166675876567 0.771076912455531 0.851362851857449 Amb&Conserved
"ENSMUSG00000024013" 0.166132040775365 0.671159492417578 0.58490230336246 0.26071571626906 0.793366911463087 Amb&Conserved
"ENSMUSG00000024014" -0.503245787473373 0.157958796380453 -0.382197384233973 0.190257866288674 0.931764171103532 Amb&Conserved
"ENSMUSG00000024030" -0.201983290174978 0.298778932026233 -0.450080998137405 0.194944018239629 0.706732724843472 Amb&Conserved
"ENSMUSG00000024037" -0.15597606815402 0.4346365541832 -0.247110576825546 0.342886950938933 0.852675771369262 Amb&Conserved
