"" "log2FoldChange" "padj" "log2FoldChange" "padj" "batpvals_coldmale_adj" Amb&Conserved
"ENSMUSG00000001138" 0.0616192644867668 0.602267672261314 -0.276010371618691 0.303269742349539 0.574355310942638 Amb&Conserved
"ENSMUSG00000001143" -0.237490670815656 0.0816216543466776 -0.292402239588088 0.0733178543515851 0.977634494222827 Amb&Conserved
"ENSMUSG00000001150" 0.340887918111706 0.0306948753656201 0.0962091309731496 0.731459207218291 0.674704761904762 Amb&Conserved
"ENSMUSG00000001151" 0.163773770909549 0.217288269664867 -0.258633516223988 0.346541216900745 0.414985814207163 Amb&Conserved
"ENSMUSG00000001175" -0.111909076583015 0.37631321486074 0.122685676045236 0.517375379351232 0.0470951554378835 Amb&Conserved
"ENSMUSG00000001229" -0.3228723287799 0.00117861814805706 -0.384519358734476 0.102079379423495 0.98540258478129 Amb&Conserved
"ENSMUSG00000001240" -0.180440615983533 0.278046426324126 0.179583875081138 0.639307211683126 0.506224262007572 Amb&Conserved
"ENSMUSG00000001280" 0.316171333956682 2.22259629792239e-05 -0.0683389997867102 0.889428399179865 0.221108531056521 Amb&Conserved
"ENSMUSG00000001288" -0.167733613777068 0.328151040566881 0.0349951472397799 0.938864551226787 0.822166731024641 Amb&Conserved
"ENSMUSG00000001323" -0.0421774702780273 0.797935015070179 -0.392614235784954 0.0847670484409921 0.403257831802673 Amb&Conserved
"ENSMUSG00000001366" -0.0096788647229205 0.935453038452989 -0.051124990812287 0.837437180596883 0.94896237670544 Amb&Conserved
"ENSMUSG00000001380" 0.209223856935777 0.0547054729963527 1.01753605379305 0.255344181413537 0.606332823126875 Amb&Conserved
"ENSMUSG00000001415" -0.306571076365981 0.0426523004210857 0.117232250970003 0.920361696885188 0.919451345558139 Amb&Conserved
"ENSMUSG00000001418" 0.0115172276145177 0.939963156009549 -0.226073720235248 0.518313051415999 0.813533568697631 Amb&Conserved
"ENSMUSG00000001419" -0.194507317598234 0.559592374949593 -0.155396348973583 0.765822017436217 1 Amb&Conserved
"ENSMUSG00000001420" -0.273722925644296 0.122623696947741 0.386600151252897 0.344449119611906 0.0484348885520273 Amb&Conserved
"ENSMUSG00000001424" -0.0402757691074753 0.779536704637376 -0.282546109779885 0.282113238407633 0.737470587788903 Amb&Conserved
"ENSMUSG00000001436" 0.149723150640533 0.328904331753108 0.257872163965561 0.327323960431765 0.845215784810156 Amb&Conserved
"ENSMUSG00000001441" -0.103855761505187 0.248322964678644 0.156689482237979 0.689848336959029 0.523121874929718 Amb&Conserved
"ENSMUSG00000001445" -0.367555123664815 0.00437022734876777 0.0936091642128517 0.879546556935088 0.267260073694619 Amb&Conserved
"ENSMUSG00000001472" 0.0126238684253067 0.899970407232567 0.210852720912092 0.225383895622865 0.336341821369879 Amb&Conserved
"ENSMUSG00000001473" 0.250564516163441 0.180382559393419 0.58821965272021 0.0854984280570622 0.549448254928376 Amb&Conserved
"ENSMUSG00000001506" -0.523161558930267 0.278557464072793 0.191631231308972 0.538624213156563 2.56341441143654e-05 Amb&Conserved
"ENSMUSG00000001521" 0.123126509355029 0.637726085046967 0.273028821705687 0.631556395859012 0.992843334641466 Amb&Conserved
"ENSMUSG00000001524" 0.44377987931649 0.009891217212513 0.289119576280823 0.259032888774711 0.976079675624598 Amb&Conserved
"ENSMUSG00000001525" 0.0882651112225332 0.278252926975296 -0.26091787882712 0.622682018415551 0.703242534815594 Amb&Conserved
"ENSMUSG00000001542" 0.149804739984894 0.311625562173408 -0.135163698314756 0.739944491619874 0.635534204651424 Amb&Conserved
"ENSMUSG00000001552" 0.198778692261769 0.096117639170011 -0.299491492710018 0.41043536197813 0.194352526171822 Amb&Conserved
"ENSMUSG00000001630" -0.300220232283484 0.0373696593415481 -0.176400354620417 0.657979412958179 0.879025586428558 Amb&Conserved
"ENSMUSG00000001632" 0.209648685623475 0.0345478266440811 -0.0364127417344754 0.95900294767229 0.852378278422151 Amb&Conserved
"ENSMUSG00000001665" 0.243813140018546 0.444369412114189 0.824401301038396 0.0163185442695461 0.948420795726917 Amb&Conserved
"ENSMUSG00000001700" -0.093081640972391 0.628979120849457 -0.500572537174722 0.0133310558805098 0.69070926549828 Amb&Conserved
"ENSMUSG00000001707" 0.169889727350215 0.420267322519217 -1.03126744176846 0.231260899623467 0.1543158280256 Amb&Conserved
"ENSMUSG00000001751" -0.0464908694035844 0.829538692240576 0.1140484013611 0.859674279171123 0.95225675207807 Amb&Conserved
"ENSMUSG00000001767" 0.223118896701259 0.0311047338941531 -0.251085994422603 0.316939779809402 0.351917081634812 Amb&Conserved
"ENSMUSG00000001768" -0.306203438758789 0.000731316497704355 0.13467506538091 0.690679114172949 0.137650066207899 Amb&Conserved
"ENSMUSG00000001774" -0.162814007966474 0.355586162361424 -0.286603147237806 0.587511156999583 0.871726956112713 Amb&Conserved
"ENSMUSG00000001783" -0.0881400770367213 0.653250364430022 -0.0528856423627082 0.839644874074586 1 Amb&Conserved
"ENSMUSG00000001785" 0.181002084165087 0.181694565924396 -0.142026944502317 0.559699995794716 0.677863001407502 Amb&Conserved
"ENSMUSG00000001786" -0.805326577632731 7.46153906948854e-09 -0.483215012020838 0.338048284089961 0.897638823188292 Amb&Conserved
"ENSMUSG00000001794" -0.296972970268779 0.157197993284464 -0.172352381187517 0.18023156394183 0.105138240660843 Amb&Conserved
"ENSMUSG00000001829" 0.275775152970732 0.00779064681147448 -0.0832176860610828 0.875148303126175 0.311714194294619 Amb&Conserved
"ENSMUSG00000001844" 0.00925726888888384 0.955671747176174 0.252470414852237 0.197252303010304 0.723999296307099 Amb&Conserved
"ENSMUSG00000001847" -0.0746951934211976 0.736907999031037 0.206968601937553 0.313295055275919 0.189214121609626 Amb&Conserved
"ENSMUSG00000001855" 0.110790755391304 0.549055729319195 -0.170026389930478 0.568560182193733 0.640454938737576 Amb&Conserved
"ENSMUSG00000001870" 0.035757091894772 0.902686743722997 -0.544831897677435 0.259134857750316 0.425730610875564 Amb&Conserved
"ENSMUSG00000001891" -0.344383033992477 0.00942718395852079 -0.209568776956657 0.837081160114189 0.922156639115547 Amb&Conserved
"ENSMUSG00000001911" -0.417473155713123 0.159523104119007 -0.254133763364918 0.578989141452704 0.82055684446289 Amb&Conserved
"ENSMUSG00000001930" -0.026471540366435 0.918123609778759 -0.171739411462242 0.653582766474142 0.856516088507877 Amb&Conserved
"ENSMUSG00000001942" -0.0227139111622576 0.876166452644855 -0.0537407950128229 0.884136865838119 1 Amb&Conserved
"ENSMUSG00000001943" 0.267435299790092 0.181114063024231 -0.179128129313079 0.750619047895465 0.523121874929718 Amb&Conserved
"ENSMUSG00000001946" -0.0354025293944708 0.888605681235481 -0.141932553057537 0.792257876233323 0.976212709662571 Amb&Conserved
"ENSMUSG00000001995" -0.0584104996443409 0.724450359764817 -0.370227549766325 0.303269742349539 0.824572139852766 Amb&Conserved
"ENSMUSG00000001998" 0.365778877492037 0.0053663139876607 0.164913715497834 0.688123919322022 0.917502813440274 Amb&Conserved
"ENSMUSG00000001999" -0.381956619181698 0.198256789302168 -0.475624386847495 0.00179132905707001 0.934304047639014 Amb&Conserved
"ENSMUSG00000002020" 0.141089999777773 0.333271269583749 0.248611366388099 0.0824950820642853 0.818841701132713 Amb&Conserved
"ENSMUSG00000002028" -0.14461062768964 0.483280946395058 -0.02041148100834 0.939068921547595 0.773372133253886 Amb&Conserved
"ENSMUSG00000002032" -0.221149275197524 0.606101493108471 -0.611958815443216 0.0990375551799691 0.899154250014703 Amb&Conserved
"ENSMUSG00000002052" 0.13487155759829 0.514568361817677 -0.253607148423407 0.0889123884933021 0.00505524608644243 Amb&Conserved
"ENSMUSG00000002103" -0.100890447844177 0.27916127331395 -0.21779243457551 0.824741506658031 1 Amb&Conserved
"ENSMUSG00000002107" -0.0170991489210037 0.922569028381448 -0.20576682478402 0.166658104512073 0.287603298471531 Amb&Conserved
"ENSMUSG00000002108" 0.122510570802033 0.363739535964432 -0.233502261793333 0.426380764636162 0.339703539504724 Amb&Conserved
"ENSMUSG00000002111" -0.724730204669323 0.0121456850320993 0.633383979157479 0.481881230369604 0.533579836144642 Amb&Conserved
"ENSMUSG00000002129" 0.285933855441626 0.0304241802892778 -0.455586197227921 0.61219031642528 0.486135660895736 Amb&Conserved
"ENSMUSG00000002147" 0.102863486314589 0.426372243492997 0.0501977979253413 0.889428399179865 0.952554183876815 Amb&Conserved
"ENSMUSG00000002205" -0.061821055541305 0.628979120849457 0.415448962840187 0.0721159278197446 0.221845796498068 Amb&Conserved
"ENSMUSG00000002210" -0.197641553184733 0.0665017634999679 -0.0443082637679123 0.947332954163552 0.976212709662571 Amb&Conserved
"ENSMUSG00000002221" 0.00315992490990281 0.991534735946015 -0.0708561355991239 0.847286550438729 0.976961184629477 Amb&Conserved
"ENSMUSG00000002280" -0.00886254568589396 0.963399713258246 0.0338540141257538 0.900800472157372 0.990989915572203 Amb&Conserved
"ENSMUSG00000002307" 0.0688755757448124 0.587142833210559 0.148318621280756 0.778864242861373 1 Amb&Conserved
"ENSMUSG00000002308" -0.400780855573294 0.097214555214555 -0.270578295022363 0.647691399855298 0.992843334641466 Amb&Conserved
"ENSMUSG00000002319" 0.0205587309200854 0.925653223848019 -0.635409996350396 0.149005738552593 0.321794274416165 Amb&Conserved
"ENSMUSG00000002325" -0.140918122423918 0.578278102029533 0.151140089825043 0.766445697112886 0.885568817307342 Amb&Conserved
"ENSMUSG00000002326" -0.180349097715902 0.499097739240486 -0.683712470323342 0.20240404272865 0.910645217504493 Amb&Conserved
"ENSMUSG00000002346" 0.151439450183145 0.385885328215647 -0.0468555441003176 0.834075857681368 0.282014619952753 Amb&Conserved
"ENSMUSG00000002413" -0.305263608246882 0.0170397139210899 -0.0706861679810435 0.873642009137323 0.766170883432039 Amb&Conserved
"ENSMUSG00000002428" 0.0248382750960578 0.900797213126131 0.0468693810470151 0.926203814549745 1 Amb&Conserved
"ENSMUSG00000002455" 0.151273359927247 0.0779951358021367 -0.237804981766549 0.572677508079988 0.49485351854096 Amb&Conserved
"ENSMUSG00000002458" 0.0974153196450395 0.657741085391699 -0.542887200023241 0.19260006963371 0.486685339828814 Amb&Conserved
"ENSMUSG00000002504" -0.406477301211586 0.00402790316811858 -0.0798993607236064 0.787479106184197 0.177964179298434 Amb&Conserved
"ENSMUSG00000002524" -0.216661431384025 0.0588130493006282 -0.225479800159867 0.523737985783283 1 Amb&Conserved
"ENSMUSG00000002588" 0.439543842881497 0.197895286644556 0.276268761641866 0.764484612624063 1 Amb&Conserved
"ENSMUSG00000002602" -0.0279047429266877 0.890758067124033 -0.132384654844689 0.855240745451245 0.935689023917377 Amb&Conserved
"ENSMUSG00000002625" 0.109667152288798 0.318758181186763 0.268983443497528 0.290060055480685 0.895817657508855 Amb&Conserved
"ENSMUSG00000002635" 0.143288355202398 0.569809335279407 0.588635849396736 0.325381473872855 0.843164488758761 Amb&Conserved
"ENSMUSG00000002668" -0.441497797236418 0.117404337710572 -0.649798064386145 0.314304010425999 0.92390491920372 Amb&Conserved
"ENSMUSG00000002728" 0.110366460884115 0.325616826739485 0.153133231452116 0.685337984044391 1 Amb&Conserved
"ENSMUSG00000002741" 0.0631775673728604 0.622730507599123 0.272156924247193 0.337676015077573 0.763536435799145 Amb&Conserved
"ENSMUSG00000002748" 0.122573097384532 0.286173315609984 0.070424606264518 0.828304699071385 0.947304063766258 Amb&Conserved
"ENSMUSG00000002763" -0.384107676614218 0.0962604178107698 -0.539369425445746 9.3636145070794e-11 0.390657089765005 Amb&Conserved
"ENSMUSG00000002797" 0.278458076508943 0.213615374981985 0.298205916491245 0.57618640407806 1 Amb&Conserved
"ENSMUSG00000002803" -0.337128263420168 0.00208795725253628 -0.171839647495664 0.848866347211856 1 Amb&Conserved
"ENSMUSG00000002812" 0.151664961438854 0.00594736847796843 0.314546365050285 0.201819682973936 0.621368990054944 Amb&Conserved
"ENSMUSG00000002814" -0.126189020760377 0.611086944200513 -0.118294018392596 0.904177821804731 1 Amb&Conserved
"ENSMUSG00000002820" 0.0928624842910546 0.655196711681331 -0.162254372541856 0.39169929390133 0.45044620172545 Amb&Conserved
"ENSMUSG00000002844" -0.304048576699453 0.0160343893841169 -0.380908776765976 0.404369630703446 1 Amb&Conserved
"ENSMUSG00000002847" 0.226663752768185 0.413744066888191 -0.164744886003232 0.739806214740418 0.778188477410555 Amb&Conserved
"ENSMUSG00000002870" -0.0509794447658398 0.895168739652045 -0.941032195544544 0.0752189915140853 0.791540495417148 Amb&Conserved
"ENSMUSG00000002871" -0.188022884425148 0.336964876672371 -0.577526610355724 0.0980802243740883 0.519159151596394 Amb&Conserved
"ENSMUSG00000002897" 0.0378716783506227 0.910482663933117 0.465240227600438 0.619772410860658 0.928437168634045 Amb&Conserved
"ENSMUSG00000002900" -0.142066685306977 0.350177416935209 -0.333102299815201 0.0509535657996153 0.452850820945306 Amb&Conserved
"ENSMUSG00000002949" 0.00444773851586487 0.980239679875918 0.132316492363029 0.157706436306329 0.480876598421978 Amb&Conserved
"ENSMUSG00000002957" -0.255064686861062 0.00733148919721551 -0.295280530386847 0.0740528589050242 1 Amb&Conserved
"ENSMUSG00000002981" 0.024441290272819 0.886760763244153 0.125399576187754 0.148630757662324 0.667727999856121 Amb&Conserved
"ENSMUSG00000002996" 0.190251228169416 0.165753313330828 0.178229898312681 0.80647282897988 1 Amb&Conserved
"ENSMUSG00000003031" -0.0244452475348944 0.859078211750391 -0.0664981781799253 0.913652600216951 0.986514878561677 Amb&Conserved
"ENSMUSG00000003033" -0.0792440630404045 0.661848565703929 -0.0895941344342841 0.668187456708433 0.999840167844462 Amb&Conserved
"ENSMUSG00000003062" -0.25907390350297 0.245893102687622 -0.232591610406441 0.647691399855298 1 Amb&Conserved
"ENSMUSG00000003068" 0.189820552666364 0.0721867767393131 0.080630930010884 0.641440219677886 0.742906939423602 Amb&Conserved
"ENSMUSG00000003119" 0.275042570022879 0.178223657134187 0.0955375836132109 0.876382551787618 0.904093781423121 Amb&Conserved
"ENSMUSG00000003131" 0.0240905659161401 0.840634549816859 -0.213963137038382 0.268879915802366 0.572426163999843 Amb&Conserved
"ENSMUSG00000003134" 0.033645040032987 0.854970097534025 0.329245581614964 0.334319480640032 0.790547214863703 Amb&Conserved
"ENSMUSG00000003154" -0.143544251658675 0.642449840664983 -0.0966307890036248 0.760630811925987 1 Amb&Conserved
"ENSMUSG00000003226" -0.196560446660741 0.32358694454337 0.521729617570557 0.410952694559061 0.541338887328059 Amb&Conserved
"ENSMUSG00000003228" -0.165195753564252 0.167592639715617 -0.278671138416974 0.470907031084634 0.901484438439148 Amb&Conserved
"ENSMUSG00000003269" 0.386008444390022 0.000248984311553213 0.172278180786846 0.361046200971551 0.703300051295624 Amb&Conserved
"ENSMUSG00000003273" -0.525227873212161 0.0111348229827747 -0.229878097805299 0.504617778231602 0.787365469362563 Amb&Conserved
"ENSMUSG00000003299" 0.056380592080921 0.588790115349496 0.568204520145043 0.358694353344526 0.600232320485958 Amb&Conserved
"ENSMUSG00000003308" -0.0694985405279004 0.526805837463705 -0.265145037499513 0.311012330749989 0.681020787049093 Amb&Conserved
"ENSMUSG00000003363" 0.0305495703830189 0.893906595759866 -0.10680803963438 0.811820271316876 0.896300855443147 Amb&Conserved
"ENSMUSG00000003382" 0.203781994022896 0.0220296539857524 -0.020812990930009 0.949975155905447 0.50541589890357 Amb&Conserved
"ENSMUSG00000003420" 0.0368814082114595 0.87029332031224 -0.144494828602211 0.536035327963892 0.400545135375756 Amb&Conserved
"ENSMUSG00000003435" 0.213886535003586 0.379725941465162 -0.174246464049522 0.435357035200606 0.0620161751134446 Amb&Conserved
"ENSMUSG00000003438" -0.156194349287198 0.20795181786643 -0.530313276948785 0.0176323355524202 0.270245557811658 Amb&Conserved
"ENSMUSG00000003458" 0.0601070134033362 0.559592374949593 0.688475151318507 0.030786609670513 0.100748474096503 Amb&Conserved
"ENSMUSG00000003477" 0.58631987839841 0.269257486465847 0.822508719654058 0.0713749698346639 0.994219633352775 Amb&Conserved
"ENSMUSG00000003518" -0.192949202867023 0.0896183058133212 -0.325124995161235 5.6237866542754e-05 0.552344335093973 Amb&Conserved
"ENSMUSG00000003534" -0.0282451535147779 0.89203173489434 -0.0121218361693146 0.990748791680132 1 Amb&Conserved
"ENSMUSG00000003546" 0.375331881491543 0.00522845641937462 0.284194809330257 0.298745800730743 0.953438227894435 Amb&Conserved
"ENSMUSG00000003559" 0.367449209224393 0.146038880072564 0.705898279996118 0.0510003103598969 0.850971199920414 Amb&Conserved
"ENSMUSG00000003581" -0.248671109377709 0.235162799081388 -0.0795749580334692 0.899725383051945 0.965106655236182 Amb&Conserved
"ENSMUSG00000003604" -0.184499219948668 0.189856990608139 -0.154457998319313 0.658026182630959 1 Amb&Conserved
"ENSMUSG00000003617" 0.260487341538659 0.331709148244722 0.612146249042545 0.0122075639261801 0.574355310942638 Amb&Conserved
"ENSMUSG00000003644" 0.360801015202137 0.00509250060657301 0.255240805774996 0.376888931021427 0.964235504117413 Amb&Conserved
"ENSMUSG00000003660" 0.0494934006110948 0.478510556947067 -0.186257477445121 0.259032888774711 0.170269818810597 Amb&Conserved
"ENSMUSG00000003662" 0.251868675468676 0.00133179187320155 0.230886131712689 0.229417538616565 1 Amb&Conserved
"ENSMUSG00000003721" -0.140151665986249 0.398907059661425 -0.351261108470424 0.0151255868027536 0.818841701132713 Amb&Conserved
"ENSMUSG00000003731" 0.0196139379332169 0.844070997409099 -0.310256372747091 0.181385257850238 0.140005814201446 Amb&Conserved
"ENSMUSG00000003778" 0.0368310074436637 0.821362706710711 -0.512391162129032 0.238659305482776 0.374096784711463 Amb&Conserved
"ENSMUSG00000003808" 0.0829042678517663 0.534487548228667 0.018015948009663 0.980688491776586 1 Amb&Conserved
"ENSMUSG00000003813" 0.149495802388554 0.10647590472312 -0.14914179422212 0.806853707384704 0.621253166754457 Amb&Conserved
"ENSMUSG00000003847" -0.284764909665973 0.180916301832419 -0.0884336758298889 0.758551414745783 0.629273262556643 Amb&Conserved
"ENSMUSG00000003848" 0.00313391375376618 0.991392645300097 -0.140911498668993 0.670476492605213 0.953438227894435 Amb&Conserved
"ENSMUSG00000003929" 0.356818122107028 0.0442951274171114 -0.477933235959987 0.504007489706992 0.298090278236945 Amb&Conserved
"ENSMUSG00000003970" 0.00559492060034726 0.983433826579651 -0.0752249467202054 0.61322057837025 0.869972119365246 Amb&Conserved
"ENSMUSG00000004018" 0.398646114750093 0.0659569396459235 0.197292562221172 0.772789902794482 1 Amb&Conserved
"ENSMUSG00000004032" 0.0491252718013668 0.879314675028199 0.293952488179302 0.450767237776707 0.862579392695081 Amb&Conserved
"ENSMUSG00000004040" 0.0609359472598236 0.611086944200513 -0.208292731946591 0.145777242535503 0.270809800133605 Amb&Conserved
"ENSMUSG00000004043" 0.286025893759877 0.0145460584524521 -0.0207999764097689 0.968823596457365 0.42063535856871 Amb&Conserved
"ENSMUSG00000004044" 0.511314496255506 5.52736313884439e-10 -0.0183213591216912 0.985637299457552 0.328149948407452 Amb&Conserved
"ENSMUSG00000004069" -0.078193282390617 0.507460243149659 -0.0511665991799656 0.60903127901273 0.961940962400683 Amb&Conserved
"ENSMUSG00000004070" -0.177045737347676 0.0540780859139957 0.470655700325566 0.532815868344263 0.557797586823915 Amb&Conserved
"ENSMUSG00000004071" -0.107440375167743 0.390321012627754 0.0711716626516623 0.698485293297482 0.483643815562616 Amb&Conserved
"ENSMUSG00000004085" -0.362159272640217 0.0133491349581621 -0.308803750655506 0.19615260201142 0.972026694089432 Amb&Conserved
"ENSMUSG00000004098" -0.0654117800864618 0.799293061080042 -0.120669107610029 0.698485293297482 0.96343649452629 Amb&Conserved
"ENSMUSG00000004099" 0.0667636688271661 0.553368311640053 0.0118191068548498 0.981741498132974 0.994219633352775 Amb&Conserved
"ENSMUSG00000004105" 0.198959868111026 0.198256789302168 0.431900442442237 0.16989006597641 0.682244054259445 Amb&Conserved
"ENSMUSG00000004127" -0.408255141065024 0.00806411611693276 -0.449038413893168 0.474579536325254 1 Amb&Conserved
"ENSMUSG00000004264" 0.0472516293106034 0.728117433475503 -0.044763566472933 0.680061766455418 0.714066894905434 Amb&Conserved
"ENSMUSG00000004266" -0.230519449268299 0.467036536883614 0.0628014020246741 0.966000032373055 1 Amb&Conserved
"ENSMUSG00000004268" 0.0440468431804987 0.804253118351833 0.15824381481957 0.696015425874578 0.925497919202352 Amb&Conserved
"ENSMUSG00000004270" 0.127386184444305 0.269918329499953 0.168389010504866 0.265230063190919 1 Amb&Conserved
"ENSMUSG00000004319" 0.157891761512747 0.0202226455179007 0.105333768401868 0.550152130192534 0.950864246366669 Amb&Conserved
"ENSMUSG00000004356" 0.22367564261841 0.171247711436365 0.020994441057776 0.962675261257712 0.77465427010639 Amb&Conserved
"ENSMUSG00000004364" 0.0330695772263395 0.822618254621637 -0.243510807936172 0.32444657082585 0.16961713407708 Amb&Conserved
"ENSMUSG00000004393" 0.331568858141414 0.0492918431111666 0.0948200141640413 0.88701505085283 0.925052954106046 Amb&Conserved
"ENSMUSG00000004446" -0.370395090215091 0.331336709387891 0.281462786778118 0.774839464601584 1 Amb&Conserved
"ENSMUSG00000004451" -0.22565498072529 0.0058286104977672 -0.343812594654381 0.0509237358443347 0.87400978744028 Amb&Conserved
"ENSMUSG00000004460" 0.186580088290631 0.14325489396904 0.308501528202365 0.0280910143267614 0.897638823188292 Amb&Conserved
"ENSMUSG00000004535" 0.169102957467619 0.153361027232412 -0.0786216508335219 0.744093646098321 0.203184460318622 Amb&Conserved
