"" "log2FoldChange" "padj" "log2FoldChange" "padj" "batpvals_coldmale_adj" Amb&Conserved
"ENSMUSG00000020069" 0.270133386802429 0.0791683991012559 0.64948047757264 0.314304010425999 0.731698695346393 Amb&Conserved
"ENSMUSG00000020070" 0.0364796950307477 0.880550589950422 0.479121613684639 0.409930312199812 0.710432105673841 Amb&Conserved
"ENSMUSG00000020076" -0.0564168274490408 0.66236467153048 0.0502616360675433 0.892836556077596 0.923691019741727 Amb&Conserved
"ENSMUSG00000020087" 0.262958678856114 0.154845283748039 -0.105127506168119 0.556381793865457 0.00213889340654861 Amb&Conserved
"ENSMUSG00000020088" -0.0353083153291658 0.810727019425845 0.248428024324877 0.346948341766712 0.401014394606732 Amb&Conserved
"ENSMUSG00000020089" -0.209453614369139 0.252449061103096 0.00617126431451842 0.977198522376551 0.135691759685558 Amb&Conserved
"ENSMUSG00000020092" -0.321852998838313 0.0940710942455295 -0.11288742275479 0.655938421459186 0.465726735901599 Amb&Conserved
"ENSMUSG00000020099" 0.165004692709438 0.380348367363688 -0.159900422058449 0.855339654407764 0.84716182527028 Amb&Conserved
"ENSMUSG00000020101" 0.192480302604631 0.358318325720616 0.501205000893924 0.276084550627153 0.788104620677761 Amb&Conserved
"ENSMUSG00000020105" 0.160624997974727 0.374273501146024 -0.064056486780023 0.931122855709638 0.976212709662571 Amb&Conserved
"ENSMUSG00000020107" 0.0853013447553486 0.605723511865847 0.0316728506081387 0.943198249051739 1 Amb&Conserved
"ENSMUSG00000020111" -0.446970368322677 5.24111198310703e-06 -0.144183024460027 0.263195079968658 0.129459795002176 Amb&Conserved
"ENSMUSG00000020114" 0.08722577734416 0.407253273286201 0.259192422676221 0.388917072476205 0.82871228481523 Amb&Conserved
"ENSMUSG00000020120" -0.508658337316207 0.0916791841389786 -0.18300448367885 0.791189964809233 0.947304063766258 Amb&Conserved
"ENSMUSG00000020122" -0.269641893882789 0.467065168428013 -0.134987427660251 0.877104391308175 1 Amb&Conserved
"ENSMUSG00000020123" -0.0825515912667934 0.807672536859612 0.697124161820138 0.132238251164119 0.925052954106046 Amb&Conserved
"ENSMUSG00000020128" 0.0714453386975173 0.60574988225288 0.367419500738157 0.0259640914151309 0.255584767459746 Amb&Conserved
"ENSMUSG00000020130" -0.0921980059528591 0.513656723127259 -0.423106771138876 0.119987889991819 0.468050888428775 Amb&Conserved
"ENSMUSG00000020132" 0.0274505166090868 0.88366323673483 -0.18229296797739 0.106994294645634 0.268586396566967 Amb&Conserved
"ENSMUSG00000020134" 0.0889815091086751 0.476966319078546 -0.108501521540874 0.891765540672238 0.949826800168154 Amb&Conserved
"ENSMUSG00000020137" -0.268125171078897 0.132632016332349 0.308602862108054 0.73892045264868 0.592469181055166 Amb&Conserved
"ENSMUSG00000020142" -0.213792671217256 0.494918509468843 0.756314273732844 0.129298118679944 0.425730610875564 Amb&Conserved
"ENSMUSG00000020143" -0.18904150111848 0.523556024750263 0.294398031787708 0.745886080881446 0.996029996254776 Amb&Conserved
"ENSMUSG00000020149" 0.0458743728518491 0.630468535575907 -0.0474347889924788 0.83495448973659 0.844279708220629 Amb&Conserved
"ENSMUSG00000020156" -0.13011944764572 0.557506072787574 -0.826673687208043 0.100028167759705 0.268189157977129 Amb&Conserved
"ENSMUSG00000020166" 0.0374625078189936 0.879095242816236 -0.240276182440067 0.501072914654539 0.54147206132092 Amb&Conserved
"ENSMUSG00000020167" 0.00168109663663612 0.994200927430437 0.0703948237075062 0.916271236756465 1 Amb&Conserved
"ENSMUSG00000020170" -0.189493777040716 0.191898964967247 -0.0528603131954595 0.884602828996275 0.779794915761275 Amb&Conserved
"ENSMUSG00000020171" -0.134287324437125 0.297492230815749 -0.332900786918086 0.246630414133351 0.836096747428281 Amb&Conserved
"ENSMUSG00000020180" 0.256116363520759 0.151102496015148 0.181374159471067 0.760808198391331 0.983112533136489 Amb&Conserved
"ENSMUSG00000020196" 0.15691748304687 0.147952883215575 0.0347789080550405 0.937976068278425 0.823144488972213 Amb&Conserved
"ENSMUSG00000020198" 0.0284936444535533 0.698761884049192 -0.0410000484302355 0.928331738617956 0.915977088368247 Amb&Conserved
"ENSMUSG00000020220" -0.153292882849258 0.233195832097549 0.0762971854462046 0.655938421459186 0.118434481162581 Amb&Conserved
"ENSMUSG00000020231" -0.373602855085971 0.000686298036139751 -0.0825658246414984 0.803314971465851 0.168169103801409 Amb&Conserved
"ENSMUSG00000020241" 0.0335166232846962 0.918123609778759 0.0458205300183637 0.852530075715036 1 Amb&Conserved
"ENSMUSG00000020246" 0.22422155612934 0.0175423353141543 -0.221051738239031 0.700997231400726 0.656410217898952 Amb&Conserved
"ENSMUSG00000020248" -0.0056213471307464 0.981128537716978 0.229084642642717 0.650554750454607 0.957335445537409 Amb&Conserved
"ENSMUSG00000020253" 0.318812952079859 0.0886697165794344 0.598554094012311 0.162422743157388 0.796645783790961 Amb&Conserved
"ENSMUSG00000020255" 0.151630538006165 0.131410138011067 0.751018479761534 0.254487993474471 0.82428493627822 Amb&Conserved
"ENSMUSG00000020257" -0.0198406125593522 0.900797213126131 0.336184202535973 0.354602080229001 0.653327148729497 Amb&Conserved
"ENSMUSG00000020258" 0.15678707126394 0.679366465025671 0.298699999106592 0.835277870774177 1 Amb&Conserved
"ENSMUSG00000020261" -0.40428118271781 0.00118238064935585 -0.224906060966446 0.514258806629076 0.82143701332298 Amb&Conserved
"ENSMUSG00000020263" -0.0218306763230338 0.908235218397433 -0.0746583830410861 0.880162728700207 0.992843334641466 Amb&Conserved
"ENSMUSG00000020280" 0.117670400450993 0.396769849663304 0.166402137888282 0.739944491619874 1 Amb&Conserved
"ENSMUSG00000020283" -0.0174083530232688 0.928275312301828 0.501788372371067 0.361046200971551 0.587420617751772 Amb&Conserved
"ENSMUSG00000020284" 0.174732298671696 0.167230543742552 0.322895906218456 0.0662048434968455 0.824734430674131 Amb&Conserved
"ENSMUSG00000020288" -0.0459867235373157 0.839386295957655 0.402330301822684 0.652695886495019 0.594057426629345 Amb&Conserved
"ENSMUSG00000020300" 0.232221444144199 0.0868576825130323 0.283351496504861 0.56122592126373 1 Amb&Conserved
"ENSMUSG00000020305" -0.107274922327725 0.687846123949232 -0.531944339733483 0.52161628861803 0.868913894993081 Amb&Conserved
"ENSMUSG00000020308" -0.315041826108412 0.128786985667149 -0.00980978430646192 0.988208233546922 0.800688724814331 Amb&Conserved
"ENSMUSG00000020315" 0.173966792201424 0.133242871544152 0.0599843859778417 0.736181627901626 0.313649425078327 Amb&Conserved
"ENSMUSG00000020328" -0.259517396615746 0.0747812598871513 -0.367562360922713 0.432236585874792 0.991154073418619 Amb&Conserved
"ENSMUSG00000020334" 0.125618738177412 0.746801934577613 -0.0575994080825667 0.975621178000366 1 Amb&Conserved
"ENSMUSG00000020346" -0.0852605504468914 0.736907999031037 0.148199976321192 0.731401496999419 0.812701490919401 Amb&Conserved
"ENSMUSG00000020349" 0.0574560507534204 0.71963267129282 -0.0867887171892433 0.732929077320602 0.630522083320548 Amb&Conserved
"ENSMUSG00000020357" 0.107538637788191 0.575243289483413 -0.469393970686543 0.505166550965046 0.712818326024274 Amb&Conserved
"ENSMUSG00000020358" -0.0981584515859984 0.591019502733327 -0.148673274131047 0.660813747109673 0.922156639115547 Amb&Conserved
"ENSMUSG00000020359" 0.316008982353534 0.00366861736513215 0.461196794858685 0.194393227812877 0.90319503882662 Amb&Conserved
"ENSMUSG00000020361" 0.137337401318006 0.0554014067377183 0.0719066275070655 0.824875142354851 0.962774756099267 Amb&Conserved
"ENSMUSG00000020366" 0.0654644286962444 0.537809399291659 0.160521603954984 0.81803798360304 0.95225675207807 Amb&Conserved
"ENSMUSG00000020376" -0.0892867330187771 0.415724533599307 0.0717787338612763 0.834075857681368 0.779122487330874 Amb&Conserved
"ENSMUSG00000020380" 0.0894921601743338 0.73145175852948 0.0721265589289083 0.899720998325415 1 Amb&Conserved
"ENSMUSG00000020385" 0.15278261351111 0.208416965376227 0.10849115531355 0.717828116025065 1 Amb&Conserved
"ENSMUSG00000020387" -0.496614283406909 0.00051786712701356 -0.000988551477220912 0.999262384896355 0.478528089225976 Amb&Conserved
"ENSMUSG00000020392" -0.0968874601411154 0.563564176724493 -0.0667944642342096 0.892690164161111 1 Amb&Conserved
"ENSMUSG00000020393" 0.207744032651605 0.150723318826984 0.0951299832750256 0.924845640778807 1 Amb&Conserved
"ENSMUSG00000020400" -0.358794021590816 0.0461029244844804 -0.155313214392061 0.506424711045418 0.546855605075926 Amb&Conserved
"ENSMUSG00000020412" 0.578802851297728 2.56147602784982e-10 0.622801900044638 0.2097593185136 0.997648146469987 Amb&Conserved
"ENSMUSG00000020413" -0.134551648009612 0.344987887698228 -0.743679764166267 0.00579120068226281 0.425213439639363 Amb&Conserved
"ENSMUSG00000020422" -0.387298861709372 0.0157990838710657 -0.107988041006293 0.818158509270488 0.86142171147138 Amb&Conserved
"ENSMUSG00000020427" -0.145577946394964 0.549381462004012 0.161444828121472 0.66415470536045 0.614050752038841 Amb&Conserved
"ENSMUSG00000020439" 0.38907059057238 0.00417190065149684 -0.137394979389962 0.842856118655294 0.403257831802673 Amb&Conserved
"ENSMUSG00000020455" -0.0708798534750551 0.648035949147609 0.210037985252921 0.822811247325538 0.92390491920372 Amb&Conserved
"ENSMUSG00000020462" -0.761108963442112 1.41223725743578e-08 -0.929773434242248 0.112244912915997 1 Amb&Conserved
"ENSMUSG00000020463" -0.176233383081825 0.158211202986766 -0.274688884104624 0.126935564902412 0.890673572993764 Amb&Conserved
"ENSMUSG00000020467" -0.736309735569686 0.122509658682237 0.234729091609575 0.827152620492717 0.105420823195707 Amb&Conserved
"ENSMUSG00000020472" 0.0805799830077076 0.656269953826239 -0.625639126605902 0.320418703648683 0.326894423172023 Amb&Conserved
"ENSMUSG00000020476" 0.0778853830365294 0.621466093574986 0.0152725292362057 0.951180861938712 0.961940962400683 Amb&Conserved
"ENSMUSG00000020477" -0.014660239190832 0.953525163847171 0.0421975048124196 0.835277870774177 0.974654992166348 Amb&Conserved
"ENSMUSG00000020483" 0.0143952661420533 0.943395917553757 -0.100485522925508 0.322834965993226 0.574767106218637 Amb&Conserved
"ENSMUSG00000020484" 0.1878039981595 0.302804129439671 0.069803764105253 0.835277870774177 0.946389057794633 Amb&Conserved
"ENSMUSG00000020485" -0.123950066318605 0.47119075937568 -0.329764153291523 0.388074205531464 0.919451345558139 Amb&Conserved
"ENSMUSG00000020495" 0.0847315046117525 0.606806885292001 -0.687892825740078 0.323021999524866 0.393383996263768 Amb&Conserved
"ENSMUSG00000020496" -0.179169423641135 0.426372243492997 -0.386248132488451 0.364531645218864 0.844279708220629 Amb&Conserved
"ENSMUSG00000020521" -0.0256178510305953 0.879954301742262 -0.019577484570487 0.968764770144986 1 Amb&Conserved
"ENSMUSG00000020527" -0.114942261278021 0.47510776094617 0.0408640877553703 0.949975155905447 0.962721337138275 Amb&Conserved
"ENSMUSG00000020537" 0.0800383256179028 0.502134736720143 -0.0969468570850367 0.76563850203826 0.742906939423602 Amb&Conserved
"ENSMUSG00000020541" -0.232875202831807 0.0623491522586357 -0.086388474298367 0.795389364049847 0.925052954106046 Amb&Conserved
"ENSMUSG00000020553" 0.235282141299449 0.0898311554191429 0.547630592574958 0.0150501054205412 0.707378710909774 Amb&Conserved
"ENSMUSG00000020570" -0.274920214730996 0.0490643081467979 -0.255644788107439 0.175958461997998 1 Amb&Conserved
"ENSMUSG00000020576" 0.318916003013441 0.00598114969466445 0.050127275890088 0.858081687946295 0.528294916843056 Amb&Conserved
"ENSMUSG00000020577" 0.212455134447509 0.175734590480581 -0.00892853567522508 0.984480128570157 0.666578349896575 Amb&Conserved
"ENSMUSG00000020580" -0.168245133403184 0.333966775622497 -0.059570821859015 0.839065286350784 0.789977452674217 Amb&Conserved
"ENSMUSG00000020590" 0.00785910283215285 0.963876647105038 -0.146626138209997 0.835277870774177 0.945673844044623 Amb&Conserved
"ENSMUSG00000020593" 0.141558588158438 0.165167249148367 -0.115153440996154 0.249790092093922 4.98894990886523e-05 Amb&Conserved
"ENSMUSG00000020604" -0.278319851069066 0.467550311198055 -0.201026420547837 0.783454267469668 0.998684667016705 Amb&Conserved
"ENSMUSG00000020605" -0.181252971859895 0.227152077381749 0.21324460811593 0.809434651529332 0.757459611955245 Amb&Conserved
"ENSMUSG00000020608" -0.293293574902362 0.0956148892094635 -0.268629137043759 0.0999838667768086 0.994219633352775 Amb&Conserved
"ENSMUSG00000020611" -0.177426264755956 0.0702293877952113 -0.0660027466647639 0.756397076297952 0.804253189883773 Amb&Conserved
"ENSMUSG00000020621" -0.111545229655258 0.508316370903951 0.52845892864006 0.397627540780564 0.290601599835223 Amb&Conserved
"ENSMUSG00000020628" 0.0487408805923464 0.671087389575568 -0.281130974850702 0.703710678623517 0.243244143469256 Amb&Conserved
"ENSMUSG00000020629" 0.15970760651432 0.265246774907665 -0.488229171273827 0.784765410879599 0.0760149816882622 Amb&Conserved
"ENSMUSG00000020640" 0.185850180697484 0.0686120303843108 0.49813110273947 0.0591012540770211 0.634931037152973 Amb&Conserved
"ENSMUSG00000020642" 0.130771498984699 0.403298802279549 0.659600441877491 0.0146981185126101 0.0505382235310433 Amb&Conserved
"ENSMUSG00000020647" -0.187543715455496 0.094442242139295 -0.322960853019065 0.40567869735486 0.94896237670544 Amb&Conserved
"ENSMUSG00000020648" -0.0209941484547379 0.935453038452989 -0.72901807420527 0.115022258077968 0.252797482260077 Amb&Conserved
"ENSMUSG00000020650" -0.0412439066230495 0.88091107544761 -0.10362220838057 0.678062322373127 1 Amb&Conserved
"ENSMUSG00000020658" -0.156489837403796 0.358627659189999 0.15924403171467 0.606088426134315 0.640454938737576 Amb&Conserved
"ENSMUSG00000020659" 0.137875328523058 0.52504062438965 -0.0854431807933343 0.899725383051945 0.945673844044623 Amb&Conserved
"ENSMUSG00000020661" -0.179672401946099 0.105531968730568 -0.0845959221007275 0.880162728700207 0.930365220740365 Amb&Conserved
"ENSMUSG00000020671" 0.0685832161935994 0.695765738047246 -0.167968202076424 0.688123919322022 0.641484611323461 Amb&Conserved
"ENSMUSG00000020677" 0.232950814278803 0.0390393198753472 0.0734040073078112 0.875324220662281 0.863984012855014 Amb&Conserved
"ENSMUSG00000020680" 0.424224003564217 0.00512824876955046 0.00678773139439469 0.988579436048694 0.192061083586 Amb&Conserved
"ENSMUSG00000020687" 0.230972336339325 0.0808785213104171 0.161366430607055 0.437165109132188 0.918731211212294 Amb&Conserved
"ENSMUSG00000020689" -0.272016721636835 0.499097739240486 -0.343338734360049 0.828888188094296 1 Amb&Conserved
"ENSMUSG00000020696" 0.147943807658853 0.328904331753108 -0.229587351547431 0.373218194414457 0.467470404556318 Amb&Conserved
"ENSMUSG00000020697" 0.228696514757409 0.0481929008974614 -0.197706474587459 0.514020047108104 0.551243089949412 Amb&Conserved
"ENSMUSG00000020700" 0.0936360658970726 0.318636094372562 0.63071341263549 0.229303325496188 0.560847331287858 Amb&Conserved
"ENSMUSG00000020705" 0.0778004570261804 0.578629833611916 0.442384665074879 0.14227214935534 0.329480421619088 Amb&Conserved
"ENSMUSG00000020709" -0.0870271911119875 0.812932377531079 0.0670585518032655 0.959262394747065 0.996029996254776 Amb&Conserved
"ENSMUSG00000020715" 0.0997930990579598 0.427583676497717 0.210381752171874 0.347129482636436 0.994219633352775 Amb&Conserved
"ENSMUSG00000020716" -0.237920753184507 0.18522387663983 -0.213745913747554 0.535636369585332 1 Amb&Conserved
"ENSMUSG00000020717" -0.0989502562571399 0.398274375628211 -0.00935226793628924 0.975665033210767 0.832547287104942 Amb&Conserved
"ENSMUSG00000020720" 0.0636653180493 0.676580787985787 -0.0422960367445881 0.816883233985872 0.854367962256235 Amb&Conserved
"ENSMUSG00000020721" 0.01996421851429 0.945453126773032 0.170558348012016 0.675716302278326 0.79868375208794 Amb&Conserved
"ENSMUSG00000020736" 0.0773130149112595 0.743833807751656 -1.19772533782417 0.605111816045775 0.472058070388063 Amb&Conserved
"ENSMUSG00000020738" -0.136973653480229 0.460711001297907 -1.65952056330604 0.436828185857526 0.00107044362624719 Amb&Conserved
"ENSMUSG00000020740" 0.375310505800473 0.0441888630797665 0.342705857721517 0.182453647884333 1 Amb&Conserved
"ENSMUSG00000020741" -0.0623163411768373 0.613951955041367 -0.0698253104071837 0.442882016601185 1 Amb&Conserved
"ENSMUSG00000020745" -0.0172577721584941 0.91585565642917 -0.17158771402877 0.181326508236965 0.505759477739093 Amb&Conserved
"ENSMUSG00000020747" -0.306050456059961 0.0667558242106305 -0.609149371284208 0.285996057442717 0.922307421266159 Amb&Conserved
"ENSMUSG00000020752" 0.186835194076131 0.0527009518428887 0.352620683482988 0.600805996733417 0.956308604980467 Amb&Conserved
"ENSMUSG00000020774" 0.272444236114085 0.129018989468329 -0.168410990755083 0.856114777741358 0.622378921831449 Amb&Conserved
"ENSMUSG00000020775" 0.148579544743093 0.247037866872679 0.429495795296794 0.338472649852147 0.721248986484761 Amb&Conserved
"ENSMUSG00000020776" 0.0869777990682428 0.558686130904609 -0.0792174325121133 0.899725383051945 0.953438227894435 Amb&Conserved
"ENSMUSG00000020780" 0.120971995503186 0.28771957170916 -0.0972596978407293 0.787479106184197 0.714063056033166 Amb&Conserved
"ENSMUSG00000020782" 0.161236746318273 0.358437746126535 -0.235349998803983 0.858624287067651 0.844279708220629 Amb&Conserved
"ENSMUSG00000020783" -0.0995700577443692 0.470244841904743 -0.517036805123202 0.127244640522079 0.508733723173285 Amb&Conserved
"ENSMUSG00000020788" 0.169356021294949 0.282497681655425 0.327575815983201 0.469118036439251 0.921188358847354 Amb&Conserved
"ENSMUSG00000020790" 0.0835576994559746 0.362309120184184 -0.0096160411721458 0.980907552076071 0.948420795726917 Amb&Conserved
"ENSMUSG00000020792" -0.118934626783169 0.220662190195313 -0.200627397118028 0.173952023459659 0.9528905840425 Amb&Conserved
"ENSMUSG00000020802" -0.0816706229143137 0.599471832244303 -0.43099361312376 0.0159454961814031 0.317227652689046 Amb&Conserved
"ENSMUSG00000020814" -0.41615771105484 0.116613671387165 -0.599446831598374 0.326387978738378 0.928432829075933 Amb&Conserved
"ENSMUSG00000020817" -0.278220678187046 0.00151083856993642 -0.174478820938327 0.606356971575859 0.96954234854516 Amb&Conserved
"ENSMUSG00000020818" -0.0453777019116258 0.741973056041411 -1.12974521586653 0.469774601497019 0.0360194878498082 Amb&Conserved
"ENSMUSG00000020823" -0.0901656903822215 0.549514444479126 0.172267693430436 0.388293112439733 0.0800567333139578 Amb&Conserved
"ENSMUSG00000020827" -0.0457806102392202 0.766185067210406 -0.0331603792971088 0.928389224966066 1 Amb&Conserved
"ENSMUSG00000020832" 0.0636685519392506 0.629576929892362 -0.146338003125483 0.617045329683913 0.718859583726642 Amb&Conserved
"ENSMUSG00000020840" 0.456361090994082 1.08194630644377e-09 0.299536621607512 0.358318101302707 0.851870899358219 Amb&Conserved
"ENSMUSG00000020841" 0.0471505196521303 0.602000658946283 0.190677741913326 0.25821401396228 0.613505433184147 Amb&Conserved
"ENSMUSG00000020843" -0.483682301705219 1.91738816992873e-05 -0.256544159056093 0.549030470250529 0.889963750001604 Amb&Conserved
"ENSMUSG00000020844" -0.527614328546129 0.00303550755972265 -0.130727324231188 0.848866347211856 0.740232990945596 Amb&Conserved
"ENSMUSG00000020849" 0.0680079695570946 0.747415384159696 -0.183796714259334 0.129495405397382 0.0288288860169066 Amb&Conserved
"ENSMUSG00000020859" -0.116327606423331 0.306797932176598 -0.105316664789276 0.483258799618226 1 Amb&Conserved
"ENSMUSG00000020863" -0.246871356036174 0.470637815177461 -0.421722127467497 0.772435664503802 1 Amb&Conserved
"ENSMUSG00000020865" -0.391563818183501 0.345703158678289 0.346946304053656 0.772435664503802 0.957219292164629 Amb&Conserved
"ENSMUSG00000020868" 0.179256274478618 0.117411907727053 0.271329595813636 0.418981321415119 0.928335419640151 Amb&Conserved
"ENSMUSG00000020869" 0.180742026263613 0.0257197618661892 -0.00018325509660078 0.99994860495779 0.737597301029362 Amb&Conserved
"ENSMUSG00000020873" -0.00631515263302317 0.984466572495013 -0.056517353455869 0.789954552242154 1 Amb&Conserved
"ENSMUSG00000020883" 0.0572302234178752 0.732830826702617 -0.0682931635304439 0.859171790061318 0.88212915853977 Amb&Conserved
"ENSMUSG00000020889" -0.0165505434933518 0.971938134005223 -0.10056798678058 0.758551414745783 1 Amb&Conserved
"ENSMUSG00000020893" -0.780956618191831 0.281452148493591 0.238030579982757 0.618042727934243 0.000616061102540023 Amb&Conserved
"ENSMUSG00000020894" -0.155509345279587 0.522654896908303 0.133849331444035 0.538465241899888 0.302272647944631 Amb&Conserved
"ENSMUSG00000020895" -0.0940780765620603 0.82462315474801 0.151140091754926 0.869572403524516 0.994219633352775 Amb&Conserved
"ENSMUSG00000020898" 0.0194661484161337 0.909840890483394 -0.0843002111211176 0.918925692487974 0.889251705589672 Amb&Conserved
"ENSMUSG00000020902" -1.36786707813427 8.90161472220781e-16 -0.683606026187812 0.164698310135475 0.231965065018607 Amb&Conserved
"ENSMUSG00000020918" 0.300191266664911 0.0234695467151735 0.18540983516194 0.695808890333933 0.978452215636668 Amb&Conserved
"ENSMUSG00000020919" -0.129985996196059 0.0718217207938388 0.306496674615492 0.0835627318683603 0.022107584428857 Amb&Conserved
"ENSMUSG00000020923" 0.335011311072324 0.0049486324323174 0.0945777537202055 0.626678707887778 0.250954492227856 Amb&Conserved
"ENSMUSG00000020926" 0.808051425860826 2.10757289915092e-05 0.290215063102298 0.620008632105467 0.779659571253863 Amb&Conserved
"ENSMUSG00000020929" 0.272293835556015 0.000119855583879822 0.02435422834406 0.937321958220116 0.572706394528408 Amb&Conserved
"ENSMUSG00000020935" -0.133173708675596 0.483817247908839 0.196899132972313 0.632138514097762 0.725409149375055 Amb&Conserved
"ENSMUSG00000020941" -0.165655662623122 0.524131787433679 1.24803559700273 0.0524726262720672 0.156760115332324 Amb&Conserved
"ENSMUSG00000020946" -0.0565485773040939 0.733037860857056 -0.0890534416751497 0.547665104637798 0.994658728576864 Amb&Conserved
"ENSMUSG00000020948" -0.0438442030832207 0.854979349337797 0.649265772304149 0.030932955477129 0.276193109960373 Amb&Conserved
"ENSMUSG00000020949" -0.0739611715318815 0.759011630233389 -0.0426587639600217 0.939068921547595 1 Amb&Conserved
"ENSMUSG00000020952" 0.150799227285081 0.269918329499953 0.131602703653507 0.528389287984612 1 Amb&Conserved
"ENSMUSG00000020955" 0.455462518603238 3.57611529577327e-05 0.507289427706239 0.180911918607266 1 Amb&Conserved
"ENSMUSG00000020956" -0.561454864048366 3.26374515198179e-05 -0.362065256421667 0.278475622420478 0.940636972605224 Amb&Conserved
"ENSMUSG00000020978" 0.252507871156464 0.00752535963268235 0.248745366406395 0.303269742349539 1 Amb&Conserved
"ENSMUSG00000020982" -0.183810828207692 0.220015507763618 -0.122949599672072 0.699058139321347 0.976212709662571 Amb&Conserved
"ENSMUSG00000020986" -0.130465944345709 0.21756374582519 -0.233366692794985 0.0941599609807901 0.935689023917377 Amb&Conserved
"ENSMUSG00000020994" 0.0352218492802421 0.913160280632232 0.182916672545514 0.729536092353797 0.741670975321232 Amb&Conserved
"ENSMUSG00000021000" -0.0660482882670626 0.766384684661064 -1.03467213260249 0.0466183905289543 0.194719535114688 Amb&Conserved
"ENSMUSG00000021003" -0.243253580096421 0.0147984795219278 -0.141129371440629 0.446160770324655 0.896300855443147 Amb&Conserved
"ENSMUSG00000021009" -0.181818048198248 0.323863733319976 -0.194577151562417 0.208549576859456 1 Amb&Conserved
"ENSMUSG00000021023" 0.46701785671548 1.64432563089671e-05 0.00805664850678573 0.993937293768986 0.794433628725287 Amb&Conserved
"ENSMUSG00000021025" -0.115254890863025 0.572064232087661 -0.325686641777093 0.65752598023562 0.92390491920372 Amb&Conserved
"ENSMUSG00000021027" -0.27591541882605 0.0267100148650014 -0.121541111409489 0.720173541333537 0.842014706849829 Amb&Conserved
"ENSMUSG00000021028" 0.0529234101717858 0.860979388940195 -0.0349648098507238 0.970644456952383 1 Amb&Conserved
"ENSMUSG00000021038" 0.345876041448016 5.34599674718293e-05 0.0500428929019018 0.808804847923869 0.25366623189258 Amb&Conserved
"ENSMUSG00000021044" 0.0339835018021956 0.899970407232567 -0.233269013774201 0.453740317954595 0.712818326024274 Amb&Conserved
"ENSMUSG00000021051" 0.0579529753697995 0.70227499682205 -0.00501604364476291 0.997228505195487 1 Amb&Conserved
"ENSMUSG00000021054" 0.0784711806325186 0.843360407101197 -1.34341788266805 0.00555851894956829 0.0840590640241545 Amb&Conserved
"ENSMUSG00000021061" 0.474052383736784 0.258463525748701 1.18901080018331 0.0416792532425305 0.856572102330737 Amb&Conserved
"ENSMUSG00000021067" 0.326461440601009 0.00507385895153795 -0.0197972230897594 0.962835037043657 0.35452939952375 Amb&Conserved
"ENSMUSG00000021068" -0.673251223425874 1.6340564381248e-10 -0.667738793739562 0.103244448494544 1 Amb&Conserved
"ENSMUSG00000021069" 0.129098796978974 0.182857021003965 0.0941421677088467 0.209335026540906 0.892995502155028 Amb&Conserved
"ENSMUSG00000021076" -0.0574141488785647 0.81203084165355 0.279500559462805 0.700637646692814 0.836438124417727 Amb&Conserved
"ENSMUSG00000021079" 0.172733597729142 0.0842018748150726 0.204399399156362 0.579348852633599 1 Amb&Conserved
"ENSMUSG00000021096" -0.245587815786417 0.0206759852528162 -0.0598549932742165 0.623865704381683 0.148288159784847 Amb&Conserved
"ENSMUSG00000021108" -0.154227165629897 0.338393329468023 -0.0449995193442166 0.94490480270651 0.851545473663818 Amb&Conserved
"ENSMUSG00000021109" -0.0102135436164838 0.944877407003094 0.0528209434714825 0.737778336574213 0.929769950492683 Amb&Conserved
"ENSMUSG00000021111" -0.250732964499632 0.00568449645803405 -0.091537907516325 0.625855672462426 0.427659127594778 Amb&Conserved
"ENSMUSG00000021112" 0.0967664191286609 0.508449615012685 -0.260974471139138 0.358318101302707 0.396567542234534 Amb&Conserved
"ENSMUSG00000021114" 0.201625448569995 0.238973747061839 0.137220907818245 0.516233849670289 0.861371466586118 Amb&Conserved
"ENSMUSG00000021120" 0.352737452964391 0.0410922511643639 -0.0956450861876169 0.913762171952555 0.66873508988791 Amb&Conserved
"ENSMUSG00000021124" -0.287546493931462 0.00398510617004868 -0.0772211954437531 0.732405351722951 0.463075540598699 Amb&Conserved
"ENSMUSG00000021133" -0.193494010600393 0.00735410558779389 0.201143582763074 0.655918369061485 0.368323799227387 Amb&Conserved
"ENSMUSG00000021140" -0.289135278325484 0.00356713398289115 -0.179177196653312 0.211841111344936 0.681568159867141 Amb&Conserved
"ENSMUSG00000021143" -0.20716182753853 0.0329256657572312 -0.422651659294665 0.15464261007311 0.646117542035625 Amb&Conserved
"ENSMUSG00000021147" 0.231105278535026 0.0723096465424379 0.183000733843613 0.581774590364533 1 Amb&Conserved
"ENSMUSG00000021171" 0.0490280318490288 0.661983303674405 0.324861566233085 0.483026267752061 0.713336124861449 Amb&Conserved
"ENSMUSG00000021178" 0.0279566600277063 0.893906595759866 -0.338706814578188 0.0196659073716123 0.138737805287819 Amb&Conserved
"ENSMUSG00000021179" -0.314600428084732 0.0230388765312481 -0.306718582025048 0.238758087832601 1 Amb&Conserved
"ENSMUSG00000021182" -0.16088982353764 0.314014606724705 0.391838097726124 0.443414669395191 0.257615974072847 Amb&Conserved
"ENSMUSG00000021188" -0.504185445976297 0.0059289678859413 -0.231564410061229 0.41592241678305 0.384328332447432 Amb&Conserved
"ENSMUSG00000021189" -0.143588097732881 0.265246774907665 -0.307903317468558 0.122080411154792 0.903044438859951 Amb&Conserved
"ENSMUSG00000021190" 0.155554776129302 0.177348060038132 -0.104374590961796 0.574397621376857 0.31369457095442 Amb&Conserved
