"" "log2FoldChange" "padj" "log2FoldChange" "padj" "liverpvals_coldmale_adj" Amb&Conserved
"ENSMUSG00000024790" -0.185333037945165 0.450352852490135 -0.645165321246324 0.382968569108251 0.683311027396561 Amb&Conserved
"ENSMUSG00000024793" 0.406431278962269 0.618827828516334 2.23169507164299 0.0971648614543027 0.841311485240544 Amb&Conserved
"ENSMUSG00000024797" -0.05840334279738 0.748169440083204 -0.045599774960416 0.923474978089912 1 Amb&Conserved
"ENSMUSG00000024805" 0.163519397709442 0.177698067720743 -0.0172288136119524 0.971633112297835 0.703192696647758 Amb&Conserved
"ENSMUSG00000024811" 0.114685020967755 0.25242513046884 0.0548223037488616 0.754789098291707 0.68152951863469 Amb&Conserved
"ENSMUSG00000024812" -0.0488280859384545 0.732025572306187 0.207500175314367 0.694083135965991 0.750167925574136 Amb&Conserved
"ENSMUSG00000024816" -0.83424292922733 7.34129313081549e-08 -0.318579803005278 0.153398678033008 0.152459483055402 Amb&Conserved
"ENSMUSG00000024817" 0.0716104177672208 0.533627835104709 -0.0144079442906869 0.984282693705922 0.85935207741772 Amb&Conserved
"ENSMUSG00000024829" -0.104341962400539 0.538037736497342 -0.279680723167842 0.460735588754434 0.708692968260871 Amb&Conserved
"ENSMUSG00000024833" -0.0143676562172691 0.949387237635585 -0.107937072083232 0.89921257509981 1 Amb&Conserved
"ENSMUSG00000024843" -0.269055938185447 0.280707114810246 -0.0653195418637785 0.881780956214738 0.582526635486926 Amb&Conserved
"ENSMUSG00000024853" 0.0797939842418946 0.30551372338735 0.0393342291555482 0.89921257509981 0.848229624805852 Amb&Conserved
"ENSMUSG00000024858" -0.0932655029075271 0.346550955836227 -0.472413209024083 0.234461774665694 0.382616747179338 Amb&Conserved
"ENSMUSG00000024870" 0.105399429587398 0.389038259637312 -0.162038108724453 0.124661620930492 0.000985066387111834 Amb&Conserved
"ENSMUSG00000024891" 0.28768394893512 0.442532329140898 0.366097560913445 0.696030230223797 1 Amb&Conserved
"ENSMUSG00000024892" -0.0177135988757598 0.894493643047787 -0.0636994775560512 0.650436516429594 0.353380459670711 Amb&Conserved
"ENSMUSG00000024896" -0.0818717969084083 0.576300156389531 0.155299343674398 0.744940139321773 0.740578204396113 Amb&Conserved
"ENSMUSG00000024906" 0.254148220741172 0.152933352299383 -0.0483388359552554 0.953704102793721 0.664243484483075 Amb&Conserved
"ENSMUSG00000024908" 0.109228751912157 0.0722513541788992 -0.0332518878990612 0.928456825192377 0.616173527099836 Amb&Conserved
"ENSMUSG00000024913" -0.0974058254961816 0.459991311250129 0.0657279112386379 0.793707903577669 0.626095998412089 Amb&Conserved
"ENSMUSG00000024914" -0.0309663368764404 0.813497840598619 -0.316696871502071 0.0153158683808219 0.127243252757533 Amb&Conserved
"ENSMUSG00000024921" -0.0282363163447907 0.858648250866421 -0.0565919360567089 0.816592938021476 0.792266609445268 Amb&Conserved
"ENSMUSG00000024927" 0.204417362798474 0.194666344900936 -0.0383764336268514 0.89803826534189 0.19722136095645 Amb&Conserved
"ENSMUSG00000024937" 0.685161864804687 0.000143785083700768 0.37764403927302 0.201260807863754 0.603777444152985 Amb&Conserved
"ENSMUSG00000024940" 0.284448349301487 0.246242168440656 -0.0024549040513786 0.99851766409519 0.927393651662392 Amb&Conserved
"ENSMUSG00000024941" 0.0273841150523667 0.843114184482578 0.218820639185942 0.402254757345606 0.902006447710287 Amb&Conserved
"ENSMUSG00000024942" -0.0872365721269959 0.532880169584176 0.151970406940857 0.773499414794412 0.820130796956564 Amb&Conserved
"ENSMUSG00000024943" -0.165377024828335 0.336809542967779 0.0913333953187134 0.862211248824303 0.637573591066032 Amb&Conserved
"ENSMUSG00000024952" 0.385170198820203 0.0463716469381501 -0.0186441302230478 0.986620046033598 0.620775429545645 Amb&Conserved
"ENSMUSG00000024953" -0.251711470283272 0.0937505980406294 -0.254636758709661 2.65667495981236e-06 0.747066768170118 Amb&Conserved
"ENSMUSG00000024955" -0.332814779993136 0.010815694090238 0.00189358690408109 0.996026425793245 0.318266978125179 Amb&Conserved
"ENSMUSG00000024962" -0.251881969548001 0.178791080739303 -0.23016886258168 0.53727008378484 1 Amb&Conserved
"ENSMUSG00000024965" -0.470487720830045 0.0232559918084633 -0.216353946578982 0.755413415314136 0.925303260871395 Amb&Conserved
"ENSMUSG00000024974" 0.314545294400176 0.0199737390822283 -0.181528340918505 0.637038030415766 0.079306353923942 Amb&Conserved
"ENSMUSG00000024982" 0.0399707272892056 0.719805683554109 0.326697860474113 0.783435248145649 0.821206533867606 Amb&Conserved
"ENSMUSG00000024997" 0.0595661922802558 0.736780955834884 -0.0893776414015669 0.6859704451571 0.33150715501935 Amb&Conserved
"ENSMUSG00000024998" 0.152438298314147 0.419059690406372 0.161800843211701 0.664674074264127 1 Amb&Conserved
"ENSMUSG00000024999" -0.0604554180697262 0.730351867934475 0.978335506027922 0.0667142939658141 0.0765185264621294 Amb&Conserved
"ENSMUSG00000025006" -0.0653476629144709 0.723504514525129 -0.44115046358382 0.0387433836900069 0.312517525876169 Amb&Conserved
"ENSMUSG00000025010" -0.258224773455497 0.185691197560023 -0.676333336753237 0.183742531439531 0.777074321273953 Amb&Conserved
"ENSMUSG00000025016" 0.197316957750031 0.0462229607314198 -0.121319191151762 0.83667979607022 0.338948623303934 Amb&Conserved
"ENSMUSG00000025019" 0.0277648344629403 0.86780140600176 0.193245260027577 0.344286983721271 0.844479488946393 Amb&Conserved
"ENSMUSG00000025025" -0.255058614201879 0.0266902125203222 0.185246473713021 0.890725168511362 0.94748582826969 Amb&Conserved
"ENSMUSG00000025026" 0.573309541958353 7.32276293727995e-10 0.422656156225814 0.123389538150808 0.67736400664436 Amb&Conserved
"ENSMUSG00000025027" -0.0841240715258363 0.518228650193206 0.267968518791068 0.234960498600292 0.202503428432316 Amb&Conserved
"ENSMUSG00000025034" 0.345059843543343 0.00873243710408111 0.253011728186826 0.380164907864014 0.836262517602181 Amb&Conserved
"ENSMUSG00000025035" 0.0113469914378975 0.959529799258932 0.237530367250007 0.522092254048857 0.901921979005461 Amb&Conserved
"ENSMUSG00000025036" -0.340797164727966 0.00393687780403895 -0.126972436946599 0.696272775030886 0.665240332448519 Amb&Conserved
"ENSMUSG00000025041" -0.208622887442978 0.0612847917925536 -0.61258121776313 0.0418519524448201 0.0879822894705917 Amb&Conserved
"ENSMUSG00000025047" 0.012126594015535 0.921691468791405 -0.109975975066246 0.708327347174876 0.655694010763592 Amb&Conserved
"ENSMUSG00000025050" -0.218102639567656 0.244480755934543 0.176859563290226 0.754898416210919 0.563882268091234 Amb&Conserved
"ENSMUSG00000025060" 0.0404131992969828 0.800305726583566 -0.130809895933354 0.514382225091863 0.348983566073642 Amb&Conserved
"ENSMUSG00000025066" 0.434090522640834 0.0164708084294788 0.299223658325872 0.683056372613808 0.929453856300881 Amb&Conserved
"ENSMUSG00000025076" -0.183091160618831 0.235998959081302 0.536611633473497 0.227589264351969 0.0149451678033837 Amb&Conserved
"ENSMUSG00000025077" -0.0971338384200414 0.478511598668536 -0.332806862434065 0.316874952143925 0.664243484483075 Amb&Conserved
"ENSMUSG00000025078" -0.177568153410046 0.145215950954699 0.0767080806864097 0.870377309023295 0.735044734971691 Amb&Conserved
"ENSMUSG00000025083" 0.199952661519318 0.464222455941461 -0.134405023717642 0.90030308514803 0.938759918777056 Amb&Conserved
"ENSMUSG00000025086" -0.117436929343325 0.409556873766569 -0.398258967503359 0.078481760955239 0.474623442280622 Amb&Conserved
"ENSMUSG00000025102" -0.363468580636061 0.0942694440747968 -0.117855610930461 0.879643471544171 0.989118018827865 Amb&Conserved
"ENSMUSG00000025103" 0.342019721210964 8.21828925013608e-05 0.320939253860893 0.180157751125797 0.985082094261942 Amb&Conserved
"ENSMUSG00000025104" -0.408316520066831 0.171386687281983 -0.515903350093113 0.676082107219873 1 Amb&Conserved
"ENSMUSG00000025132" -0.197360310314695 0.0519897134372011 -0.207910212178555 0.461496028577847 0.925303260871395 Amb&Conserved
"ENSMUSG00000025135" 0.0927570211634287 0.501292108457143 0.295858335025193 0.755412658202303 1 Amb&Conserved
"ENSMUSG00000025137" -0.102793662342247 0.241339812520703 0.0839094330360688 0.262067731916668 0.0317421649374047 Amb&Conserved
"ENSMUSG00000025138" -0.0991608831163565 0.36626112769347 0.0809538235979553 0.755413415314136 0.669804389741232 Amb&Conserved
"ENSMUSG00000025139" 0.235437672979275 0.00675307691813524 0.00227077579085926 0.996303147467794 0.320571999722004 Amb&Conserved
"ENSMUSG00000025142" 0.0173654392412314 0.903687429828803 -0.0761800076699987 0.775216955857274 0.624631360720312 Amb&Conserved
"ENSMUSG00000025145" 0.143171882419499 0.334880924988486 0.359479919138865 0.316325205897175 0.914377390278059 Amb&Conserved
"ENSMUSG00000025153" -1.22315296934111 5.02016122817766e-06 -0.302427507583528 0.884513902019251 0.703192696647758 Amb&Conserved
"ENSMUSG00000025159" 0.0151175206987626 0.953173906628999 -0.254234688388399 0.585303429618746 0.549962020465666 Amb&Conserved
"ENSMUSG00000025175" -0.00769838900303859 0.965259821801131 0.09036490624602 0.826799951520264 1 Amb&Conserved
"ENSMUSG00000025178" 0.0719987169675095 0.455406082505439 0.0480334484170174 0.826799951520264 0.729166929230441 Amb&Conserved
"ENSMUSG00000025184" 0.234622548823105 0.0547208729304638 0.274623589030135 0.377070350632714 1 Amb&Conserved
"ENSMUSG00000025188" 0.123425781952548 0.38089842692965 0.217895179210516 0.562566879555404 0.971502790002113 Amb&Conserved
"ENSMUSG00000025190" -0.0887177609587187 0.666723495983441 -0.023086568629047 0.863888901302986 0.973577071442304 Amb&Conserved
"ENSMUSG00000025192" 0.537343681618592 0.0010189114061452 0.150667552629303 0.883365659470235 0.79011362678353 Amb&Conserved
"ENSMUSG00000025193" 0.0480489937553845 0.813497840598619 0.0293552427852631 0.953512287933021 1 Amb&Conserved
"ENSMUSG00000025195" 0.130760956272665 0.275528620278953 0.0255038801553217 0.974589987577233 0.923879598506311 Amb&Conserved
"ENSMUSG00000025198" -0.531851502197882 0.000112735155070248 -0.408700267901256 0.516466747482414 1 Amb&Conserved
"ENSMUSG00000025199" 0.0869054889464306 0.383804434940976 0.0373889051103777 0.884050033274529 0.67736400664436 Amb&Conserved
"ENSMUSG00000025200" 0.174913588419176 0.152360449836767 0.440291171302848 0.102893432093365 0.75837039163377 Amb&Conserved
"ENSMUSG00000025203" 0.496119858487954 2.18944349234064e-05 0.444260675191589 0.0789163700357797 0.975348614491974 Amb&Conserved
"ENSMUSG00000025204" -0.25652321526267 0.0763420504678912 -0.11649035659191 0.407853105530104 0.722034876617126 Amb&Conserved
"ENSMUSG00000025207" -0.132161776498937 0.392428625633139 -0.109583981907749 0.344501070272264 0.909326219154363 Amb&Conserved
"ENSMUSG00000025209" 0.00737460362731715 0.964536464103552 -0.222315183739539 0.40561278724075 0.4045946782773 Amb&Conserved
"ENSMUSG00000025212" 0.0252558898853616 0.941359289604283 -0.0344877704012357 0.984737657625883 1 Amb&Conserved
"ENSMUSG00000025217" -0.0174926782900371 0.906177293159842 0.247555397115778 0.495349530686134 0.747515459076157 Amb&Conserved
"ENSMUSG00000025218" -0.0331881912186217 0.866287646105124 -0.033062816138539 0.964707139495179 1 Amb&Conserved
"ENSMUSG00000025223" 0.0593707816834222 0.737115301924981 0.537851022447818 0.521987373458249 0.925303260871395 Amb&Conserved
"ENSMUSG00000025224" 0.093856971648191 0.364671317045552 0.0883355856096273 0.711887010928355 0.931336542229574 Amb&Conserved
"ENSMUSG00000025225" -0.151312521424137 0.477534375311339 -0.290804709553098 0.570452178062115 0.852184753195067 Amb&Conserved
"ENSMUSG00000025227" -0.686955829905219 8.44694711526232e-09 0.157808273381505 0.864329060851087 0.14394180654524 Amb&Conserved
"ENSMUSG00000025228" -0.13380131060148 0.266960309392085 -0.103666148700538 0.646274545961016 0.969257974283461 Amb&Conserved
"ENSMUSG00000025231" 0.183588959421205 0.175106008275661 0.274593282941754 0.530729984469005 1 Amb&Conserved
"ENSMUSG00000025232" -0.404451386712944 4.12210369249975e-08 -0.0637004276480739 0.796037489351533 0.172516527546814 Amb&Conserved
"ENSMUSG00000025234" 0.0283283676577293 0.769413484827464 -0.0627283805690558 0.923474978089912 0.777074321273953 Amb&Conserved
"ENSMUSG00000025235" -0.227937306386452 0.349882645043622 0.443350451470288 0.57941868842505 0.672191826606641 Amb&Conserved
"ENSMUSG00000025236" -0.152073862559808 0.118550922174978 -0.0837363471172697 0.743210409189541 1 Amb&Conserved
"ENSMUSG00000025237" -0.138069399017802 0.308154602902501 0.228568110252665 0.579903144740971 0.609217191971879 Amb&Conserved
"ENSMUSG00000025239" 0.089081957963318 0.566917088587478 -0.247490539592433 0.423439235210036 0.154394581065089 Amb&Conserved
"ENSMUSG00000025240" -0.226968356412922 0.0349964361719347 -0.0844044340990463 0.611375429856764 0.792921299850528 Amb&Conserved
"ENSMUSG00000025241" 0.0707874880889692 0.600459381694524 0.166458715878012 0.208276472779403 0.928657969110089 Amb&Conserved
"ENSMUSG00000025278" -0.453083111776444 1.62439653855172e-06 -0.176882760093823 0.176331842100712 0.115757277801468 Amb&Conserved
"ENSMUSG00000025280" -0.0754568808510282 0.632121628866741 -0.155048141382002 0.847571417251998 0.986037213261043 Amb&Conserved
"ENSMUSG00000025290" -0.0412767736605874 0.816304131835592 -0.173987363933806 0.832304802330075 0.990395681384669 Amb&Conserved
"ENSMUSG00000025314" -0.0516369593256265 0.758087341437746 -0.351901889539832 0.296733145920087 0.221547763065065 Amb&Conserved
"ENSMUSG00000025316" 0.0758858043518614 0.836950954749821 0.287214670325415 0.656129221311966 0.931717944974773 Amb&Conserved
"ENSMUSG00000025323" -0.598728902871104 0.000340294824519739 -0.0427107750699606 0.943382750770314 0.286622075858401 Amb&Conserved
"ENSMUSG00000025337" -0.0959349364024943 0.515201638608982 -0.0286744206217003 0.937847797230889 1 Amb&Conserved
"ENSMUSG00000025340" 0.0553602626077698 0.723504514525129 -0.39039218083756 0.203068088214448 0.291403860801224 Amb&Conserved
"ENSMUSG00000025355" -0.179562361415954 0.112321122075615 -0.194554500512991 0.409501121741407 0.930079667104842 Amb&Conserved
"ENSMUSG00000025357" 0.332313602771016 0.0311557618767763 0.369008789335665 0.346279783715216 1 Amb&Conserved
"ENSMUSG00000025358" -0.0801066604768862 0.672190795685497 -0.361630619424513 0.443739817032829 0.697039391550706 Amb&Conserved
"ENSMUSG00000025364" 0.0766139341406468 0.607537144989039 0.116963520815962 0.73962346783703 1 Amb&Conserved
"ENSMUSG00000025366" -0.0418867196111214 0.746395557177482 -0.205730874920655 0.596588350550579 0.666404639542108 Amb&Conserved
"ENSMUSG00000025369" 0.203966277604722 0.186294049693535 0.153541144598001 0.396454307119199 0.655694010763592 Amb&Conserved
"ENSMUSG00000025372" 0.105569764476189 0.619258239225363 -0.183524996596028 0.521673659352152 0.150284720644719 Amb&Conserved
"ENSMUSG00000025373" -0.0467820256573056 0.823703873105133 -0.27958615414833 0.69646295851664 0.710876622035252 Amb&Conserved
"ENSMUSG00000025374" -0.16962508831181 0.337987503664523 -0.0359648067392385 0.923474978089912 0.93371630684164 Amb&Conserved
"ENSMUSG00000025375" -0.00234421038436438 0.994381698238624 0.00690675591169407 0.994276086070516 1 Amb&Conserved
"ENSMUSG00000025377" -0.0483746521070071 0.810977423274698 -0.947356396385983 0.581209976829811 0.714176672901622 Amb&Conserved
"ENSMUSG00000025384" -0.180907123796663 0.357034594284815 -1.52421745345804 0.403256766474896 0.233735390708024 Amb&Conserved
"ENSMUSG00000025404" 0.17391825801213 0.118712812423258 0.0859311089880123 0.483296495111971 0.450909833892908 Amb&Conserved
"ENSMUSG00000025408" -0.177780365135048 0.433741182861737 0.151309833400154 0.763539333783843 0.975176775875538 Amb&Conserved
"ENSMUSG00000025409" 0.00274173744717884 0.992002672866165 0.102874142144673 0.772420435124372 0.979289427106887 Amb&Conserved
"ENSMUSG00000025410" -0.0364533384913499 0.73593125474223 -0.0886088022065102 0.452771177518079 0.627142584734097 Amb&Conserved
"ENSMUSG00000025413" -0.049639027263659 0.697099284133048 0.0107511285737373 0.976561914976964 1 Amb&Conserved
"ENSMUSG00000025417" -0.0822674474111302 0.508737265465225 -0.29598663543534 0.351009406283095 0.631632579107412 Amb&Conserved
"ENSMUSG00000025423" 0.128669710263194 0.306811378943 0.255471644296538 0.572694657236734 0.98696472606367 Amb&Conserved
"ENSMUSG00000025436" -1.04392199652391 4.55901464264096e-07 0.555888217920382 0.388369321855872 0.0940704704274287 Amb&Conserved
"ENSMUSG00000025437" 0.0401186776901133 0.717862892245274 -0.0879700820969855 0.707834348695488 0.615295449185805 Amb&Conserved
"ENSMUSG00000025451" 0.188344228478641 0.0905579204018336 -0.731452995681293 0.227074735892631 0.0485614773016347 Amb&Conserved
"ENSMUSG00000025465" -0.214104735663529 0.167047668303207 -0.198234061688803 0.0403829017155792 0.89567399455588 Amb&Conserved
"ENSMUSG00000025474" 0.236296802035985 0.0489655093146553 0.296649404580821 0.50965465299995 1 Amb&Conserved
"ENSMUSG00000025477" -0.460586600739956 2.07964275566289e-06 -0.408630408845716 0.0857663585636762 1 Amb&Conserved
"ENSMUSG00000025484" 0.0239742856892699 0.901109421165404 -0.204718158804991 0.578759143010175 0.609217191971879 Amb&Conserved
"ENSMUSG00000025485" -0.360547662943269 0.00985831016565176 0.0705860370979585 0.896847877768797 0.423268523615136 Amb&Conserved
"ENSMUSG00000025486" 0.365671169891705 0.0880816264287868 0.79514446562169 1.59873995383539e-05 0.137642543319899 Amb&Conserved
"ENSMUSG00000025494" -0.172859584254993 0.307704153390748 -0.157772319908455 0.687464252503984 1 Amb&Conserved
"ENSMUSG00000025495" -0.133911590271908 0.322612113743873 -0.40602030459618 0.418196199478877 0.747600540872622 Amb&Conserved
"ENSMUSG00000025504" 0.637621890589083 4.96384628358615e-07 0.320790940792277 0.0763382797416513 0.0529664605041426 Amb&Conserved
"ENSMUSG00000025505" 0.432182276959047 0.0118811090779449 0.473260057803751 0.159724565054978 1 Amb&Conserved
"ENSMUSG00000025507" 0.120481917656483 0.68798734102119 1.03492634144031 0.0439703611754322 0.519990065056672 Amb&Conserved
"ENSMUSG00000025508" -0.154907846804659 0.39385949499932 0.220913118538823 0.225764320995784 0.0529664605041426 Amb&Conserved
"ENSMUSG00000025509" -0.0643702720525217 0.718570688147173 -0.0973843190246658 0.557158297859479 0.747600540872622 Amb&Conserved
"ENSMUSG00000025512" -0.172268594085292 0.297196084483304 -0.108490508812474 0.705634297550602 1 Amb&Conserved
"ENSMUSG00000025521" -0.230093830517574 0.145414106762155 -0.579982147252344 0.487221569511332 0.606982761313198 Amb&Conserved
"ENSMUSG00000025545" 0.170023335326105 0.324940104370952 0.192458007393698 0.189635011223049 0.965931074251737 Amb&Conserved
"ENSMUSG00000025558" 0.0987026153793854 0.444080112603122 0.160950365242548 0.455693085292261 1 Amb&Conserved
"ENSMUSG00000025572" -0.398049889105091 0.0114453073224067 -0.587239697779456 0.197103328135098 0.782484895228363 Amb&Conserved
"ENSMUSG00000025575" -0.0308042800199266 0.836950954749821 -0.0463919721997125 0.885529310878615 0.915294795381471 Amb&Conserved
"ENSMUSG00000025578" 0.0832968930065588 0.719805683554109 -0.0477372514868306 0.945932118788416 1 Amb&Conserved
"ENSMUSG00000025579" -0.342697333958401 0.000746956210025537 -0.170160115007311 0.391109002234892 0.393931654513149 Amb&Conserved
"ENSMUSG00000025580" 0.124249700218042 0.3340086323692 -1.48093560033607 0.439436442690122 5.9109348774233e-12 Amb&Conserved
"ENSMUSG00000025583" -0.311306836065383 0.00396360244739713 -0.309206693213325 0.0593661032534864 0.952219050552849 Amb&Conserved
"ENSMUSG00000025584" -0.0164661183677284 0.910071667557349 0.0569395527903121 0.90030308514803 1 Amb&Conserved
"ENSMUSG00000025608" -0.0478997752878349 0.839686975972966 -0.649094164348662 0.256910429520493 0.425859836386566 Amb&Conserved
"ENSMUSG00000025612" -0.00340541998315012 0.988074336237796 0.136027552151925 0.722067764382721 0.774254667732664 Amb&Conserved
"ENSMUSG00000025613" -0.00727097561922237 0.963565124410571 -0.669690089942995 0.29176658764958 0.320851359085971 Amb&Conserved
"ENSMUSG00000025616" -0.101342926563844 0.378336012622842 -0.155937091394505 0.60469370415658 0.804547082664764 Amb&Conserved
"ENSMUSG00000025645" -0.258770881235325 0.153168633217199 -0.379694247168728 0.195164043924947 0.985127135127781 Amb&Conserved
"ENSMUSG00000025702" -0.0925483486630789 0.542326643431991 0.202772350929393 0.80314835715215 0.940659566342227 Amb&Conserved
"ENSMUSG00000025722" -0.108800570204153 0.591984272049432 0.0278165430722381 0.938997080842584 0.996354475409255 Amb&Conserved
"ENSMUSG00000025724" 0.0273092416231597 0.906177293159842 0.52893099802095 0.400183015475069 0.664652666184304 Amb&Conserved
"ENSMUSG00000025728" 0.165235165736795 0.075879086348586 0.0523868437935306 0.89724737637984 0.779046780209421 Amb&Conserved
"ENSMUSG00000025733" -0.03880987234672 0.81838332078307 0.0378384068698021 0.909384684503139 0.997012460579906 Amb&Conserved
"ENSMUSG00000025736" 0.100048362860495 0.535713629048791 0.264684676275436 0.554806049332639 0.903995326721258 Amb&Conserved
"ENSMUSG00000025737" 0.170938921812422 0.0865764544581646 0.186840590168941 0.409789205850994 0.949238844820773 Amb&Conserved
"ENSMUSG00000025743" 0.234213578473438 0.151982762947695 0.550845878635514 2.28776037718224e-10 0.098520040312231 Amb&Conserved
"ENSMUSG00000025764" 0.0407409329920027 0.799199318923505 0.395007935490833 0.070873267181325 0.321532098032876 Amb&Conserved
"ENSMUSG00000025782" 0.226676665704241 0.165781585778475 0.0509969723946522 0.925097253565749 0.821591874973711 Amb&Conserved
"ENSMUSG00000025785" 0.647614113633733 1.06614800038958e-05 0.151962417027578 0.89803826534189 0.698504273371519 Amb&Conserved
"ENSMUSG00000025786" 0.00417494413144285 0.973319684571528 -0.0531422047313242 0.891574382534513 0.903995326721258 Amb&Conserved
"ENSMUSG00000025790" -0.412550640745294 0.0439979352554636 -0.079878948296049 0.922665990455876 0.827388854205912 Amb&Conserved
"ENSMUSG00000025793" -0.125097589347815 0.282279504411907 -0.00536205485117346 0.994574314656413 0.931717944974773 Amb&Conserved
"ENSMUSG00000025795" 0.321929796150835 0.00799828757540504 0.070145752068869 0.921767572830912 0.617607532527582 Amb&Conserved
"ENSMUSG00000025810" 0.168780706751602 0.187996992563208 0.161564328703777 0.259016555982739 0.953373728628997 Amb&Conserved
"ENSMUSG00000025812" 0.0016032819466392 0.990750850763729 -0.0101085738138639 0.976561914976964 0.873570820914042 Amb&Conserved
"ENSMUSG00000025815" 0.15994286416958 0.106435063722518 -0.072791396127098 0.514954641931269 8.12759489246168e-05 Amb&Conserved
"ENSMUSG00000025816" -0.0405361820932206 0.882543081388566 -0.387788695438399 0.544588578439514 0.786004114711074 Amb&Conserved
"ENSMUSG00000025817" -0.128018431435458 0.331830738891501 -0.0173311648163715 0.9710880858678 1 Amb&Conserved
"ENSMUSG00000025854" -0.124520917206058 0.252327999878264 -0.153154722027713 0.638485496279414 0.827276045651134 Amb&Conserved
"ENSMUSG00000025857" 0.0447656098948638 0.807408815321941 0.108893067192713 0.827359179246074 1 Amb&Conserved
"ENSMUSG00000025858" -0.176409542313924 0.203187869181411 -0.0526607670864153 0.89803826534189 0.966031053422249 Amb&Conserved
"ENSMUSG00000025871" 0.16348570700841 0.135903976589946 -0.0435968465493283 0.912060180901544 0.321162203832233 Amb&Conserved
"ENSMUSG00000025873" -0.190060769859702 0.0226010442148175 -0.110525389233164 0.744940139321773 1 Amb&Conserved
"ENSMUSG00000025898" 0.211270216778849 0.12026443831946 -0.326256272872401 0.338155583599914 0.0584524262151901 Amb&Conserved
"ENSMUSG00000025899" 0.292016261121678 0.054095862478067 0.0816618230082348 0.916943100475012 0.758113511308745 Amb&Conserved
"ENSMUSG00000025902" -0.153355788349525 0.552621501226441 -0.8349394476743 0.315541665624006 0.831524910759141 Amb&Conserved
"ENSMUSG00000025903" -0.385624856556277 0.00372462832331169 -0.36531168995244 0.102910663353866 0.933168688648133 Amb&Conserved
"ENSMUSG00000025911" -0.150439032506671 0.216366998019024 -0.137467900171823 0.483144883615849 0.976297354954282 Amb&Conserved
"ENSMUSG00000025917" -0.0577828483260861 0.682259142023262 -0.358786016211747 0.0326218085781228 0.104585503221772 Amb&Conserved
"ENSMUSG00000025920" 0.14959699092507 0.301671796304864 1.90206439008222 0.00688013251619658 0.0855695875684501 Amb&Conserved
"ENSMUSG00000025940" -0.149016459310605 0.20365659132852 -0.0358167678331503 0.842940089244036 0.9102927066747 Amb&Conserved
"ENSMUSG00000025949" 0.0262315352979543 0.864136009959589 0.0652198974569481 0.906576768998128 1 Amb&Conserved
"ENSMUSG00000025956" -0.243672380789865 0.166190552340239 -0.643113620812649 0.149845794315769 0.605973817898736 Amb&Conserved
"ENSMUSG00000025958" 0.156248620239176 0.192783999642611 -0.0309279318226572 0.943382750770314 0.582165108584503 Amb&Conserved
"ENSMUSG00000025959" 0.111135900947853 0.426783896141349 -0.250709552355122 0.634738390833685 0.703192696647758 Amb&Conserved
"ENSMUSG00000025962" 0.0810817639811761 0.629763656778037 -0.169007435876263 0.609424688673219 0.445493298541638 Amb&Conserved
"ENSMUSG00000025964" -0.0333052148854301 0.865420461396782 -0.539841974149523 0.185390464845765 0.141021806534218 Amb&Conserved
"ENSMUSG00000025968" -0.0725665347755011 0.624160255498028 -0.0242851361191412 0.990739175556528 1 Amb&Conserved
"ENSMUSG00000025969" 0.0618373907317577 0.697099284133048 -0.128615230924002 0.806021797019834 0.820457950676946 Amb&Conserved
"ENSMUSG00000025971" 0.0470999514446559 0.795379543126503 0.305976062414557 0.380044776527992 0.891286610223245 Amb&Conserved
"ENSMUSG00000025979" 0.107968589833613 0.426848619506432 -0.0553100342850564 0.89921257509981 0.715042853978251 Amb&Conserved
"ENSMUSG00000025982" 0.0934855222925615 0.213687188962337 0.128750601909367 0.447831053730478 0.988339614437614 Amb&Conserved
"ENSMUSG00000025993" 0.050555695572954 0.776796168241547 0.00386089101857079 0.988762872271312 0.519990065056672 Amb&Conserved
"ENSMUSG00000025995" -0.0334756248183628 0.84586252639354 -0.0587761028232177 0.926961388706289 0.990649922235699 Amb&Conserved
"ENSMUSG00000025997" -0.892490046208051 0.301761968869849 1.01444464450801 0.473042879422579 0.426428571428572 Amb&Conserved
"ENSMUSG00000026000" 0.185642497536659 0.104004535606632 0.46410350790063 0.0307106879115187 0.590927974235071 Amb&Conserved
"ENSMUSG00000026005" 0.395072311096964 0.00046022945196508 0.185368973228901 0.208397692678644 0.376521829278707 Amb&Conserved
"ENSMUSG00000026014" -0.395666097179162 0.004820481088155 -0.22285547296386 0.186322791073132 0.65105883666668 Amb&Conserved
"ENSMUSG00000026017" -0.173762847207157 0.491461972977859 -0.43734237296757 0.607947120770996 0.746755172727474 Amb&Conserved
"ENSMUSG00000026020" 0.0929742166680589 0.511368515327382 0.168572060874822 0.84462231254248 1 Amb&Conserved
"ENSMUSG00000026024" 0.260959235304799 0.0115673714270853 0.155791640420784 0.279350845836439 0.299131611247289 Amb&Conserved
"ENSMUSG00000026027" 0.103238938746608 0.316413621199295 -0.252567658187037 0.442657517167046 0.18251557301617 Amb&Conserved
"ENSMUSG00000026028" 0.0871206394245307 0.456111898179224 -0.0198578285884269 0.943382750770314 0.722034876617126 Amb&Conserved
"ENSMUSG00000026035" 0.426606780403798 0.0312337911956493 0.509620830750666 0.337856390200087 1 Amb&Conserved
"ENSMUSG00000026042" 0.160298240323638 0.592919470087156 0.249655762969764 0.820072759939868 1 Amb&Conserved
