"" "log2FoldChange" "padj" "log2FoldChange" "padj" "liverpvals_coldmale_adj" Amb&Conserved
"ENSMUSG00000002059" -0.465386961743573 0.0444853249655103 -0.614015070701749 0.0557634444534525 1 Amb&Conserved
"ENSMUSG00000002103" 0.0123112290968832 0.930334500405863 0.365540604555275 0.650436516429594 0.631632579107412 Amb&Conserved
"ENSMUSG00000002107" -0.608468929463259 0.000266484662769125 0.282105362271438 0.583693670359966 0.201819510039264 Amb&Conserved
"ENSMUSG00000002108" -0.0698694747298018 0.662102030060813 -0.167027325725471 0.576467822482323 0.603911445781526 Amb&Conserved
"ENSMUSG00000002111" -0.370672754898152 0.17664526341563 0.2644936105798 0.722855388346326 0.719451287867124 Amb&Conserved
"ENSMUSG00000002129" 0.155121482321253 0.226256173965053 0.335622648511628 0.670673953611418 0.952219050552849 Amb&Conserved
"ENSMUSG00000002147" 0.000835652281043367 0.99479310837172 -0.0700774661735865 0.869362417116548 0.767553274529578 Amb&Conserved
"ENSMUSG00000002205" -0.0377798025234111 0.798868405339293 -0.0687953753922588 0.865892247101513 0.913137332054709 Amb&Conserved
"ENSMUSG00000002210" -0.554636542702759 3.28630134879372e-07 -0.547672683238806 0.170301845460594 0.9934132931436 Amb&Conserved
"ENSMUSG00000002221" 0.15959578885254 0.197629819164525 -0.0124309305443795 0.976707069448424 0.63363682062382 Amb&Conserved
"ENSMUSG00000002280" -0.020891803063094 0.880430340030306 0.200744859904165 0.407647606509429 0.796536921087692 Amb&Conserved
"ENSMUSG00000002307" -0.135225923468701 0.273528939434734 -0.122987431468396 0.832247990997119 1 Amb&Conserved
"ENSMUSG00000002308" -0.743956551617282 0.000357259313630874 0.159416850805009 0.863052912622448 0.480872773103562 Amb&Conserved
"ENSMUSG00000002319" -0.0947254243462683 0.523304821160053 0.0808049086713953 0.903416865729125 0.949101396443744 Amb&Conserved
"ENSMUSG00000002326" -0.470319527645191 0.00611140024898498 -0.577498724652138 0.316874952143925 1 Amb&Conserved
"ENSMUSG00000002346" 0.190500386278832 0.21668546229012 -0.0260593014305715 0.921767572830912 0.0449671095943039 Amb&Conserved
"ENSMUSG00000002365" -0.111327042226253 0.249219820873472 -0.150468456551442 0.196075615181205 0.820127657729064 Amb&Conserved
"ENSMUSG00000002413" 0.113159845085087 0.399586797338718 -0.050792379557923 0.91316003193798 0.7116140018344 Amb&Conserved
"ENSMUSG00000002428" 0.08590342420633 0.591405904111434 0.167533997466225 0.665470985393443 1 Amb&Conserved
"ENSMUSG00000002455" 0.1188809053243 0.358766456648603 0.00795307099838129 0.992098964399759 0.595642876957925 Amb&Conserved
"ENSMUSG00000002458" -0.433111074269279 0.13769546485155 -0.307320736775308 0.694649022048397 0.921791280227176 Amb&Conserved
"ENSMUSG00000002475" 0.14331487621031 0.232627288809639 -0.107603926517069 0.653218738092497 0.0798307880822725 Amb&Conserved
"ENSMUSG00000002504" -0.155078275650519 0.309929432515977 -0.182157632057904 0.633379974801826 1 Amb&Conserved
"ENSMUSG00000002524" 0.0300579452393634 0.833282806452876 0.206902187574401 0.612588012400002 0.913137332054709 Amb&Conserved
"ENSMUSG00000002602" 0.0016358198485818 0.993736391068546 0.160744220806178 0.841467446160831 1 Amb&Conserved
"ENSMUSG00000002625" 0.0018702670739216 0.994091092713574 0.101194226266093 0.755412658202303 0.958468674639477 Amb&Conserved
"ENSMUSG00000002635" 0.29644379312537 0.0803769924963154 0.0231472417062096 0.983921115293853 0.834601776018301 Amb&Conserved
"ENSMUSG00000002668" -0.879713071739581 2.81949890723569e-06 -0.308389437914501 0.544578504163436 0.66989151854607 Amb&Conserved
"ENSMUSG00000002728" -0.178982262534361 0.248948366752679 0.185872951785168 0.701600948123079 0.535002876226395 Amb&Conserved
"ENSMUSG00000002741" 0.0513520137134301 0.687404590993901 -0.0625142128500875 0.887638288781871 0.664652666184304 Amb&Conserved
"ENSMUSG00000002748" -0.0134112171736446 0.932210756556754 -0.446466375062782 0.056391917420457 0.0490022512446128 Amb&Conserved
"ENSMUSG00000002763" -0.165268634625684 0.293552124767749 -0.309052250485036 0.00299587966588153 0.378805127088808 Amb&Conserved
"ENSMUSG00000002797" 0.290897653975793 0.205554426930237 0.40447851515726 0.38573547707557 1 Amb&Conserved
"ENSMUSG00000002803" -0.135886721287005 0.292763088326987 0.10413750263898 0.913362297714481 0.973000576839554 Amb&Conserved
"ENSMUSG00000002812" 0.29734168294279 0.000212740271731313 0.351898749343254 0.222017669479509 1 Amb&Conserved
"ENSMUSG00000002814" 0.198578399671577 0.236274727096704 0.392955995450217 0.544588578439514 0.980329374491822 Amb&Conserved
"ENSMUSG00000002820" 0.01522865008718 0.918375163678229 0.129114292187098 0.612173272412237 0.997050325705212 Amb&Conserved
"ENSMUSG00000002844" -0.311187714378018 0.0800148168935625 -0.0428822937276397 0.964699429865329 0.919088679592512 Amb&Conserved
"ENSMUSG00000002846" -0.25843548003707 0.109061654782374 -0.355045694797098 0.0309542914099493 0.769158491304361 Amb&Conserved
"ENSMUSG00000002847" -0.604535037617379 1.00671756243021e-12 -0.29391556242578 0.168330882289531 0.421118154639588 Amb&Conserved
"ENSMUSG00000002870" 0.429025707813084 0.180513565945403 0.144417322546949 0.845861426297626 0.796536921087692 Amb&Conserved
"ENSMUSG00000002871" 0.0580008803464975 0.726771935219678 -0.308121116320684 0.511774625333196 0.480872773103562 Amb&Conserved
"ENSMUSG00000002885" -0.344331091500857 0.0117002074480018 -0.247973747979002 0.594640824216228 1 Amb&Conserved
"ENSMUSG00000002897" -0.00217914025698111 0.992002672866165 -0.244385649227068 0.604457351247088 0.597828300963788 Amb&Conserved
"ENSMUSG00000002900" 0.466277361583699 0.000375345098451826 -0.107763398870727 0.84430321399112 0.288679995727716 Amb&Conserved
"ENSMUSG00000002949" -0.076086932718755 0.402122753768993 -0.0324400910084245 0.874341367631625 1 Amb&Conserved
"ENSMUSG00000002957" 0.197666205177944 0.0286884000660795 0.162225296298028 0.426711225338118 0.75837039163377 Amb&Conserved
"ENSMUSG00000002981" 0.0994775926933741 0.250234299174174 0.0603334089530078 0.60469370415658 0.58233704018137 Amb&Conserved
"ENSMUSG00000002996" 0.488638710216406 9.59859073344982e-05 0.360909706768694 0.573689528606311 0.930079667104842 Amb&Conserved
"ENSMUSG00000003033" -0.0752516183633675 0.49173701856638 -0.0884285759642541 0.752717004528881 0.923879598506311 Amb&Conserved
"ENSMUSG00000003062" -0.31742889067772 0.140264736413684 0.113009762444057 0.865892247101513 0.771639762963174 Amb&Conserved
"ENSMUSG00000003119" 0.336345393667326 0.0258176164576351 0.123338771808345 0.844544101261784 0.485410107918636 Amb&Conserved
"ENSMUSG00000003123" 0.342846948527655 0.0699685531840693 1.04439976341394 0.000168389859938841 0.357981007361286 Amb&Conserved
"ENSMUSG00000003131" 0.0806420600592667 0.496850395935113 0.0185344876973916 0.950675016603378 0.853681105486878 Amb&Conserved
"ENSMUSG00000003134" 0.116993420888882 0.68798734102119 0.0500090608696307 0.91714743685742 0.902011386251838 Amb&Conserved
"ENSMUSG00000003154" 0.0836618704347272 0.646595028046307 -0.226034377835789 0.474819780752161 0.381546737659175 Amb&Conserved
"ENSMUSG00000003161" -0.444517941845413 8.22174469915696e-06 -0.378108584954001 0.0740180832920892 1 Amb&Conserved
"ENSMUSG00000003226" 0.0536977839610392 0.725290886424725 0.0849973727116874 0.903061503562184 1 Amb&Conserved
"ENSMUSG00000003228" -0.0398531051734439 0.805425781271621 -0.965650779743552 0.0264815713552769 0.0635974936760462 Amb&Conserved
"ENSMUSG00000003269" 0.325988296209767 0.0170468336603991 0.117761482900078 0.656129221311966 0.655035672885327 Amb&Conserved
"ENSMUSG00000003273" -0.868840610738383 0.0048180759596092 -1.06131984023386 0.0510053959856064 1 Amb&Conserved
"ENSMUSG00000003299" -0.0866689220312303 0.374504131568341 0.273531748176131 0.732747890947334 0.916394741914132 Amb&Conserved
"ENSMUSG00000003308" -0.187518242497911 0.0642894606672822 0.191900427376619 0.520801747090067 0.261530035748138 Amb&Conserved
"ENSMUSG00000003360" 0.249130083799073 0.00140564376327737 0.207105566480851 0.125346906337674 0.777074321273953 Amb&Conserved
"ENSMUSG00000003378" 0.316417190423458 0.198024010479293 0.0282108361216961 0.969028486297247 0.726740689956512 Amb&Conserved
"ENSMUSG00000003382" 0.0349110282937201 0.800708152779492 -0.139171815719542 0.630585634192067 0.607044669286042 Amb&Conserved
"ENSMUSG00000003420" 0.184100834356285 0.159048478914524 -0.222215669354468 0.325620714786628 0.00662469877872182 Amb&Conserved
"ENSMUSG00000003438" -0.135758755117755 0.332381641038211 -0.299932752313149 0.426397590547247 0.738603183225332 Amb&Conserved
"ENSMUSG00000003458" -0.0231800167677437 0.838714397743897 0.307287188131939 0.446375329433431 0.501086688230802 Amb&Conserved
"ENSMUSG00000003518" -0.158737847433689 0.236232817586415 -0.0654864507970775 0.696272775030886 0.924143398698811 Amb&Conserved
"ENSMUSG00000003534" -0.079694408349266 0.838902618019801 -0.232745895241681 0.840930227230442 1 Amb&Conserved
"ENSMUSG00000003546" 0.30722116150382 0.00328185307681506 -0.013586897307824 0.971633112297835 0.146539260113618 Amb&Conserved
"ENSMUSG00000003581" 0.216331623873212 0.182451167046164 -0.00442360261371742 0.996026425793245 0.847177998333894 Amb&Conserved
"ENSMUSG00000003604" -0.229431192969152 0.0421620572858949 -0.231459124163352 0.449813604674094 1 Amb&Conserved
"ENSMUSG00000003644" 0.124608997398084 0.21668546229012 0.455847657025328 0.0621801884479823 0.469849493805016 Amb&Conserved
"ENSMUSG00000003660" 0.130224502907868 0.0191922995123407 -0.087971872685959 0.692566851438724 0.0529664605041426 Amb&Conserved
"ENSMUSG00000003662" 0.0670789307413454 0.549714827438327 0.293163378182871 0.115190032187873 0.64723854497526 Amb&Conserved
"ENSMUSG00000003731" 0.0443216446967254 0.644071099612953 -0.287197921213724 0.328867927827222 0.0798181967545591 Amb&Conserved
"ENSMUSG00000003778" 0.184779296936996 0.166190552340239 -0.372971787007907 0.468205752892916 0.282141660265736 Amb&Conserved
"ENSMUSG00000003808" -0.106134632923367 0.436617137826204 0.207418008525663 0.713633475357167 0.67736400664436 Amb&Conserved
"ENSMUSG00000003813" 0.16761430713465 0.145819543995065 0.0219155615508073 0.977775685230354 0.663173266828825 Amb&Conserved
"ENSMUSG00000003847" 0.139266692370581 0.543156794052391 -0.126619247262469 0.607947120770996 0.0791170667555612 Amb&Conserved
"ENSMUSG00000003848" -0.369960628428066 0.00909451194611163 -0.430696093163192 0.0856737587390839 0.973577071442304 Amb&Conserved
"ENSMUSG00000003929" 0.458243985084671 0.00969191542662248 -0.159388028245558 0.856539376882735 0.588904989083963 Amb&Conserved
"ENSMUSG00000003948" 0.0109271211749913 0.942433622115574 -0.0322691268010006 0.840971996673426 0.595572055651804 Amb&Conserved
"ENSMUSG00000003955" -0.199265977789065 0.232144761648704 -0.0599800734438227 0.782128936855708 0.885373158063935 Amb&Conserved
"ENSMUSG00000003970" -0.0962664981068257 0.482119696646546 -0.0491585126119272 0.746317973124605 1 Amb&Conserved
"ENSMUSG00000004018" 0.83972003571881 0.000189788892967772 0.244077463417342 0.637038030415766 0.557437729162412 Amb&Conserved
"ENSMUSG00000004032" 0.0690687789718406 0.800508618647153 0.203482636612608 0.747198514361962 1 Amb&Conserved
"ENSMUSG00000004040" -0.0482396210020016 0.827413297791034 -0.0226292539665418 0.910700736879448 0.982023831670723 Amb&Conserved
"ENSMUSG00000004043" 0.338388835438398 0.0142977608355563 -0.107385826076887 0.839579520666182 0.124118755488779 Amb&Conserved
"ENSMUSG00000004044" 0.171338958940444 0.335605360941006 0.181895336540551 0.921917710380463 0.973753426478247 Amb&Conserved
"ENSMUSG00000004070" -0.0595019299782052 0.655674426541106 -0.379755405234828 0.743210409189541 0.954149030855468 Amb&Conserved
"ENSMUSG00000004071" 0.255322750065011 0.275317219939267 0.0153341983466998 0.951346901451762 0.0875190690704637 Amb&Conserved
"ENSMUSG00000004085" -0.0692795886663486 0.625792784170901 0.142893884632354 0.772608275197107 0.862112339148212 Amb&Conserved
"ENSMUSG00000004099" -0.0760116359549378 0.687404590993901 0.0367880280624609 0.933834266053708 1 Amb&Conserved
"ENSMUSG00000004105" 0.635858711884871 2.06061951904818e-06 0.561803782204427 0.182746369341411 0.928384782524327 Amb&Conserved
"ENSMUSG00000004127" -0.351479792183227 0.0495348141911391 -0.253116531593293 0.750147577108851 1 Amb&Conserved
"ENSMUSG00000004264" -0.0828594840539219 0.503034549760489 -0.0976150195467939 0.276089196104472 0.800022487239159 Amb&Conserved
"ENSMUSG00000004266" -0.156870969750848 0.159490251465619 -0.224924667051288 0.572337951462899 0.801877016363217 Amb&Conserved
"ENSMUSG00000004268" -0.0398052542704024 0.784836877799017 -0.246024445032867 0.424931228458509 0.480872773103562 Amb&Conserved
"ENSMUSG00000004270" -0.294034351005818 0.00623507041097845 -0.0190824289355261 0.922712085693103 0.100553605757065 Amb&Conserved
"ENSMUSG00000004319" -0.0605778035324265 0.543156794052391 0.015615308786494 0.944199538950329 1 Amb&Conserved
"ENSMUSG00000004356" 0.00428618838071391 0.9754967926092 -0.0667352848389349 0.855635056946138 0.822600479390606 Amb&Conserved
"ENSMUSG00000004364" 0.161933733280141 0.134862202956279 -0.12977441258234 0.710242721650601 0.10850407729552 Amb&Conserved
"ENSMUSG00000004393" 0.172587825182178 0.282315704580877 0.367630959365011 0.474457074903532 0.992908784907981 Amb&Conserved
"ENSMUSG00000004446" -0.365001376408365 0.00205931335966901 0.221293249178531 0.488791007479309 0.242174013647514 Amb&Conserved
"ENSMUSG00000004451" -0.257681710786523 0.0287064133355751 -0.166026598040777 0.588281628935535 1 Amb&Conserved
"ENSMUSG00000004460" 0.234009791645048 0.124333465965335 0.304269350775984 0.000461836375331231 0.982741807560073 Amb&Conserved
