"" "log2FoldChange" "padj" "log2FoldChange" "padj" "batpadj" Amb&Conserved
"ENSMUSG00000019984" 0.00610961177988787 0.966803677971457 -0.378538374387743 0.158415277578966 0.400634695160733 Amb&Conserved
"ENSMUSG00000019989" 0.139063870875342 0.647397848933323 0.184907908674975 0.896605555229047 1 Amb&Conserved
"ENSMUSG00000019990" -0.172300282754506 0.346144812797238 0.657807204778437 0.154917558460631 0.000490863129741653 Amb&Conserved
"ENSMUSG00000019997" -0.312221817417829 0.508330760638351 -0.307735363745427 0.766100384715373 1 Amb&Conserved
"ENSMUSG00000019998" 0.316240332825366 0.000512578219698519 0.355295787617867 0.152126384442287 0.859889768404944 Amb&Conserved
"ENSMUSG00000020003" -0.184582049610934 0.122089461672368 -0.227620215447586 0.838515958617724 0.915796535704118 Amb&Conserved
"ENSMUSG00000020010" -2.05245845028909 2.735762210209e-09 0.644143185669603 0.607322591134559 0.124911050513724 Amb&Conserved
"ENSMUSG00000020021" 0.236413294001439 0.147077931988513 0.299939864080185 0.42657234294848 0.973614501197411 Amb&Conserved
"ENSMUSG00000020023" -0.327019249895597 0.000717147891332476 -0.188409391117611 0.46938993643097 0.6055979619951 Amb&Conserved
"ENSMUSG00000020032" -0.844650780660159 3.45689423124122e-08 -0.394153595174294 0.273534014906417 0.218021706875199 Amb&Conserved
"ENSMUSG00000020034" -0.00372876665749579 0.986694314674389 -0.0917132473868053 0.77800994870797 0.998219249001565 Amb&Conserved
"ENSMUSG00000020037" -0.21111171167981 0.526112467670536 -0.789625051962034 0.408715665007768 0.866513818536925 Amb&Conserved
"ENSMUSG00000020038" 0.329033737162285 0.158706204470217 0.530440224507382 0.184022940159182 0.684031149788938 Amb&Conserved
"ENSMUSG00000020048" 0.110145859396705 0.364723594575624 0.585196931348966 0.261232105606692 0.471576634134939 Amb&Conserved
"ENSMUSG00000020063" 0.00310454813606288 0.988308368229174 -0.0314372575588125 0.972425694758462 1 Amb&Conserved
"ENSMUSG00000020064" 0.140201451484461 0.200517250496782 0.554263528285538 0.154139990562231 0.232580769490668 Amb&Conserved
"ENSMUSG00000020070" -0.0620206042309434 0.702558929147865 0.191252296781542 0.815900452579946 0.872328260712241 Amb&Conserved
"ENSMUSG00000020076" -0.0189739071793564 0.896687336561351 -0.124017843387549 0.663254558617004 0.959339880922008 Amb&Conserved
"ENSMUSG00000020087" 0.0270231527582066 0.911692955187999 -0.192255435069945 0.140481363988603 0.381904434475125 Amb&Conserved
"ENSMUSG00000020088" -0.0244046661389584 0.873387572124314 0.256565638534991 0.406979474817969 0.0923890093650233 Amb&Conserved
"ENSMUSG00000020092" -0.418648908253358 0.000330292137800669 -0.328646934629252 0.206315049655818 0.539190432459792 Amb&Conserved
"ENSMUSG00000020101" -0.00516582561523718 0.989682310265274 0.309802456668674 0.584646837382416 0.66545998864899 Amb&Conserved
"ENSMUSG00000020105" 0.114838478276713 0.530274941711293 -0.0794230749974224 0.902895073309694 1 Amb&Conserved
"ENSMUSG00000020107" 0.195261281372944 0.147025013692342 -0.032281929867466 0.944792864322082 0.866513818536925 Amb&Conserved
"ENSMUSG00000020114" 0.0627041404111854 0.453528142192092 -0.0298668149593126 0.956966018133523 1 Amb&Conserved
"ENSMUSG00000020120" -0.73390034688521 0.0357723540263576 -0.207960790706495 0.790872175030825 0.834858070379985 Amb&Conserved
"ENSMUSG00000020122" 0.411111257102751 0.105895247955631 -0.00290995565788081 0.997822779068802 0.824364241952737 Amb&Conserved
"ENSMUSG00000020123" 0.201577094807693 0.555506532096157 0.650438890437987 0.167933249916787 0.832797651664775 Amb&Conserved
"ENSMUSG00000020128" 0.0574773315603332 0.599893414310279 0.138676680926706 0.515412933150813 0.765852164912236 Amb&Conserved
"ENSMUSG00000020130" -0.0123611979612663 0.921068635446038 -0.462864174953858 0.0603993689409388 0.238114070525754 Amb&Conserved
"ENSMUSG00000020132" 0.0336544046262269 0.755091482281317 -0.0847953220947513 0.490528108129489 0.791633446903978 Amb&Conserved
"ENSMUSG00000020134" -0.00295036126565961 0.988251183424608 -0.329808198112436 0.70319717556819 0.836096851082796 Amb&Conserved
"ENSMUSG00000020137" 0.0621622082485195 0.647019657929921 0.0527784546827781 0.952383509483159 1 Amb&Conserved
"ENSMUSG00000020142" -0.344222995925128 0.265075622312429 0.313800199374945 0.689434588963429 0.572448135241736 Amb&Conserved
"ENSMUSG00000020149" 0.023767006908752 0.816315926278756 -0.000273996556066632 0.999924546337127 0.956646697479997 Amb&Conserved
"ENSMUSG00000020154" -0.0439217758210734 0.828902711258201 -0.0964772603267643 0.375918982628828 0.984385728778078 Amb&Conserved
"ENSMUSG00000020156" -0.408199951190495 0.000165115726507954 -0.296828118708976 0.617981276400839 0.920310960413117 Amb&Conserved
"ENSMUSG00000020166" 0.000125052351482293 0.999526670087368 0.19733837919317 0.558258891195507 0.579666762994464 Amb&Conserved
"ENSMUSG00000020167" -0.00874749643411683 0.953113936777183 0.349158243640401 0.622485247830274 0.569705662130393 Amb&Conserved
"ENSMUSG00000020170" -0.0265790722002335 0.844208173710279 -0.0166487798913589 0.970373537965631 0.93985904230635 Amb&Conserved
"ENSMUSG00000020171" -0.225915872037844 0.049722007409264 -0.279718527339065 0.405478838175491 1 Amb&Conserved
"ENSMUSG00000020180" 0.0732464095405836 0.705125406290224 -0.402317728462404 0.351373317531198 0.273628801100766 Amb&Conserved
"ENSMUSG00000020196" 0.0567556870309093 0.721215066668466 -0.0751700624673728 0.836182038787124 0.974795032693102 Amb&Conserved
"ENSMUSG00000020198" 0.100479526703448 0.203018241335036 -0.280058757740533 0.287850714602547 0.16940313241523 Amb&Conserved
"ENSMUSG00000020220" 0.066404567132971 0.680288098748569 0.0581832434566633 0.85534941627423 0.610576223550404 Amb&Conserved
"ENSMUSG00000020231" -0.183857886421546 0.0392769188916078 -0.157458428782266 0.622481405885191 0.839210035440856 Amb&Conserved
"ENSMUSG00000020241" -0.00944297976911437 0.979014638460982 0.0328426145338804 0.90254797461392 0.728069667749451 Amb&Conserved
"ENSMUSG00000020246" 0.176849960559877 0.0787355131061553 -0.106820237388997 0.87211572614038 0.719532830765705 Amb&Conserved
"ENSMUSG00000020248" -0.0786060046069111 0.624680773612201 0.42679968800837 0.318329338737847 0.571996812190999 Amb&Conserved
"ENSMUSG00000020253" 0.0916130085799513 0.529786285178445 0.332211143132172 0.53210025900784 0.487640624275238 Amb&Conserved
"ENSMUSG00000020257" 0.0190355031802598 0.903326172911302 0.149165145512079 0.811189879605331 0.828887322273942 Amb&Conserved
"ENSMUSG00000020258" 0.236205092580439 0.349379817104582 1.14824048157011 0.333153069210171 0.837757779032911 Amb&Conserved
"ENSMUSG00000020261" -0.575960310645404 5.0068914466366e-06 -0.0730435392777904 0.873129554564395 0.244244587886884 Amb&Conserved
"ENSMUSG00000020263" 0.0243680977144014 0.850815875486636 -0.0131691968863956 0.988730018164935 1 Amb&Conserved
"ENSMUSG00000020280" 0.0146327637789089 0.938325288044322 0.463123470305624 0.266859350813799 0.325543438923524 Amb&Conserved
"ENSMUSG00000020284" 0.376371441033214 2.34724013980246e-05 0.186691659708918 0.351950046315166 0.687901440279283 Amb&Conserved
"ENSMUSG00000020300" 0.434169991187934 0.00477234811983859 0.470633455765153 0.312178951631599 0.950232601057727 Amb&Conserved
"ENSMUSG00000020308" -0.126882696525242 0.536578769507189 -0.185348323517232 0.674844313183335 0.980666026600093 Amb&Conserved
"ENSMUSG00000020328" -0.345673073374926 0.0113078407030746 0.225848608640574 0.625399620896758 0.314926472080257 Amb&Conserved
"ENSMUSG00000020346" -0.100017423539115 0.373457922849818 0.0930665383168312 0.865135737020328 0.538016518494349 Amb&Conserved
"ENSMUSG00000020349" 0.16450342645708 0.280484635139788 0.207039496935043 0.477967026271588 0.91231453508217 Amb&Conserved
"ENSMUSG00000020357" 0.143527543614229 0.472934080899597 0.398375334157156 0.612686573631221 0.836096851082796 Amb&Conserved
"ENSMUSG00000020358" 0.0698898452969282 0.491915844168317 -0.0502465751338184 0.887143428067542 0.886831747308216 Amb&Conserved
"ENSMUSG00000020359" 0.156212791447931 0.130054668850376 0.259338744301481 0.486104820466717 0.84885082694724 Amb&Conserved
"ENSMUSG00000020361" 0.248390824160006 0.000695650601926807 0.145492969923569 0.678227452006893 0.956002863246144 Amb&Conserved
"ENSMUSG00000020366" 0.0517820743469102 0.59900015187079 -0.0522777495740532 0.959889597218952 0.885892524733753 Amb&Conserved
"ENSMUSG00000020376" 0.00540027242605769 0.969749408910275 0.110601068414667 0.719507447351902 0.756517442182074 Amb&Conserved
"ENSMUSG00000020380" -0.0299893122391095 0.903172343394439 0.00626613069989394 0.995386127195068 0.901843525735652 Amb&Conserved
"ENSMUSG00000020385" 0.220270291226291 0.0616477096021793 0.00759970531130596 0.987854412032099 0.801413741714144 Amb&Conserved
"ENSMUSG00000020387" -0.5597592669753 4.26745340928287e-06 -0.218430751386236 0.528327077260108 0.68773157345768 Amb&Conserved
"ENSMUSG00000020392" 0.0964100215644249 0.635465153600403 -0.095462990374459 0.849608974704157 0.886629906932986 Amb&Conserved
"ENSMUSG00000020393" -0.0212634048510641 0.908394026470078 -0.297914533183608 0.687169555428378 1 Amb&Conserved
"ENSMUSG00000020400" -0.423360139211641 4.17192660225674e-05 -0.233628759388447 0.28383442693899 0.25985623393296 Amb&Conserved
"ENSMUSG00000020412" 0.536861632484818 7.16300125767539e-10 -0.266851501511986 0.687749933360531 0.256573030423469 Amb&Conserved
"ENSMUSG00000020413" -0.128798855687626 0.485843130761421 -0.665130014412696 0.0173382131540054 0.440662883148408 Amb&Conserved
"ENSMUSG00000020422" -0.0647613954091562 0.842126699062216 -0.118193814303889 0.819773536769603 1 Amb&Conserved
"ENSMUSG00000020427" 0.330256923966555 0.111082535063526 0.377039356937261 0.22995463525317 0.997735600356871 Amb&Conserved
"ENSMUSG00000020439" 0.196878653217814 0.370592569325566 0.444447120199159 0.406463699429601 0.712942584814236 Amb&Conserved
"ENSMUSG00000020455" -0.203608933517592 0.0605065393208245 -0.0377634111933451 0.972425694758462 0.905074155368334 Amb&Conserved
"ENSMUSG00000020462" -0.342091799053409 0.00895831536702214 -0.0926852323788676 0.922915991004899 0.898012594898937 Amb&Conserved
"ENSMUSG00000020463" 0.0795111721905867 0.522886324675792 -0.130588369325494 0.492943635086653 0.584379460496441 Amb&Conserved
"ENSMUSG00000020467" 0.538160019984953 0.0524291262418521 0.324491866102911 0.781415616100139 0.812591880749368 Amb&Conserved
"ENSMUSG00000020472" -0.138775938227195 0.358890511969253 0.108664051557441 0.914798784613643 0.871082979393585 Amb&Conserved
"ENSMUSG00000020476" -0.0086912767433089 0.947444165959864 0.0325153531082312 0.890053734927896 0.863539095522162 Amb&Conserved
"ENSMUSG00000020477" 0.0701647762634865 0.717356287431465 -0.0869762852848315 0.607622991946795 0.743012038763386 Amb&Conserved
"ENSMUSG00000020483" 0.0798604804274182 0.394463427321891 -0.0373242729197959 0.782553049491553 0.743698605690055 Amb&Conserved
"ENSMUSG00000020484" 0.300888599568747 0.0372958773577799 -0.0336078952732542 0.913525044848219 0.373824657450936 Amb&Conserved
"ENSMUSG00000020485" -0.270702382346312 0.127594886658414 0.087975076829389 0.876360274933916 0.505583771945766 Amb&Conserved
"ENSMUSG00000020495" -0.0288708275737221 0.870577583114388 -0.881732214283493 0.100387996167464 0.234083601961714 Amb&Conserved
"ENSMUSG00000020496" -0.142206320265003 0.344653668286582 0.20471249582334 0.693638415816829 0.327195514489467 Amb&Conserved
"ENSMUSG00000020521" 0.108550293160114 0.212413044405232 0.00196216342516749 0.997811719033393 0.927145768377366 Amb&Conserved
"ENSMUSG00000020527" -0.25537514180486 0.0597983255842896 0.190586933438388 0.704997854202283 0.216764995107169 Amb&Conserved
"ENSMUSG00000020537" 0.0463689982606843 0.716649823798349 -0.00771780584454912 0.984928691948285 1 Amb&Conserved
"ENSMUSG00000020541" -0.511584097379139 1.87376121057849e-05 -0.29992398612234 0.169128025990596 0.599241683401171 Amb&Conserved
"ENSMUSG00000020553" -0.0129095817594575 0.951600353563517 0.593669183819957 0.0184810320145625 0.117063348460421 Amb&Conserved
"ENSMUSG00000020570" -0.233966937287631 0.0674501268230799 -0.252478849157126 0.182264962678532 1 Amb&Conserved
"ENSMUSG00000020576" 0.186942909346419 0.13574206898998 0.0522087683255152 0.897090666752685 0.834846451077134 Amb&Conserved
"ENSMUSG00000020577" 0.208524085016805 0.0181468854734956 0.380196515592346 0.0598238327889755 0.5167116800916 Amb&Conserved
"ENSMUSG00000020580" 0.171199254107374 0.217719733575004 -0.180734664244175 0.381846384389972 0.166362375296723 Amb&Conserved
"ENSMUSG00000020590" 0.0875026382822449 0.52633911424737 0.474675062290552 0.345208597677058 0.452467476204493 Amb&Conserved
"ENSMUSG00000020593" 0.0247147311860728 0.862739694318933 -0.0378662998626931 0.877769588682735 0.839369279995213 Amb&Conserved
"ENSMUSG00000020604" -0.162201187106355 0.569396577478667 -0.0415563582004885 0.960488912310487 0.984385728778078 Amb&Conserved
"ENSMUSG00000020608" -0.1856301349384 0.215420805659604 -0.255028513492324 0.147624543081716 1 Amb&Conserved
"ENSMUSG00000020611" -0.231098250163344 0.00311826179788322 -0.277462559644009 0.152306482293004 1 Amb&Conserved
"ENSMUSG00000020634" 0.0729513099253642 0.560673690592401 0.201017393168963 0.556185503006683 0.414906606172963 Amb&Conserved
"ENSMUSG00000020640" 0.141102980147021 0.21501564237175 0.163853954298554 0.71708814532659 0.825265360860785 Amb&Conserved
"ENSMUSG00000020647" 0.0261499268398867 0.77041950931601 -0.841724338502019 0.160972218587074 0.0260864689339775 Amb&Conserved
"ENSMUSG00000020648" -0.166897472106223 0.400546385214025 -0.178314342625001 0.759027765518153 1 Amb&Conserved
"ENSMUSG00000020650" -0.314370329871963 0.000219711275893757 -0.0253817536515194 0.956701000869065 0.191870811080089 Amb&Conserved
"ENSMUSG00000020658" -0.210552235056591 0.146454916763591 0.464096034511385 0.166056181826258 0.0240302446467289 Amb&Conserved
"ENSMUSG00000020659" -0.149929013067151 0.351827464081733 -0.248219282601224 0.678168409388643 1 Amb&Conserved
"ENSMUSG00000020661" -0.087732605666406 0.491976979116996 -0.281335719830819 0.444909453132332 0.799996423474368 Amb&Conserved
"ENSMUSG00000020671" -0.0416309605466844 0.72149270387707 -0.267049727328071 0.490076056089651 0.770467879063492 Amb&Conserved
"ENSMUSG00000020677" 0.193023109561055 0.0340158556894856 0.0576929171082759 0.90922113978169 0.886976319558501 Amb&Conserved
"ENSMUSG00000020680" 0.311370425917022 0.00206266060685638 0.0127815550611412 0.978170508527372 0.517039949914533 Amb&Conserved
"ENSMUSG00000020687" 0.274242606086862 0.0103151747661967 0.182707206399165 0.423003847354588 0.979113524152884 Amb&Conserved
"ENSMUSG00000020689" -0.462619071583065 0.393345901690899 0.47386581607773 0.752386754507963 0.822334690861363 Amb&Conserved
"ENSMUSG00000020696" 0.0261882871653763 0.878051487120788 -0.301929575771917 0.22965404996495 0.650332092574601 Amb&Conserved
"ENSMUSG00000020697" 0.0470975787498165 0.77006063250775 0.345499996665034 0.301872205970226 0.471668562805407 Amb&Conserved
"ENSMUSG00000020700" 0.0909973685098426 0.413056681266147 0.0161167670986899 0.984293992997732 1 Amb&Conserved
"ENSMUSG00000020705" 0.0958997949452556 0.325668520621078 -0.189646183439781 0.591114235878087 0.611785948094998 Amb&Conserved
"ENSMUSG00000020709" -0.263858622282108 0.221843482408044 0.645257578042687 0.343351750844433 0.3063830431174 Amb&Conserved
"ENSMUSG00000020715" 0.376181758955823 0.000165908068053176 -0.080173997027935 0.817495202182503 0.451230175430559 Amb&Conserved
"ENSMUSG00000020716" 0.0506213003174659 0.807170298609193 -0.0639248344553602 0.914980155768412 0.901843525735652 Amb&Conserved
"ENSMUSG00000020717" -0.10772881158713 0.172744886180556 0.182959288399326 0.528327077260108 0.0178847436862727 Amb&Conserved
"ENSMUSG00000020720" -0.0126744754354633 0.942160800090178 0.0754302908250967 0.63933064225645 0.605898087017984 Amb&Conserved
"ENSMUSG00000020721" 0.209811588551287 0.0745447564405506 -0.196770635475253 0.735177612820354 0.486062401175308 Amb&Conserved
"ENSMUSG00000020736" 0.245201999089347 0.225449410086091 -3.31207010810944 0.134222818443448 0.000238863512157779 Amb&Conserved
"ENSMUSG00000020740" 0.390551709048851 0.0020364224193155 0.174933281281248 0.592069761326952 0.862072891746614 Amb&Conserved
"ENSMUSG00000020741" -0.03963602549569 0.823031885569673 -0.0982671688512547 0.0997194696981654 1 Amb&Conserved
"ENSMUSG00000020745" 0.0350302524368223 0.695687407297971 -0.223891236784681 0.0480153014209226 0.1302889815027 Amb&Conserved
"ENSMUSG00000020747" -0.324771160038799 0.0735404842011617 -1.16240662139414 0.112598199185777 1.35830762236844e-10 Amb&Conserved
"ENSMUSG00000020752" -0.0223351458124592 0.870660733735271 0.394127395856829 0.607622991946795 0.578524538639781 Amb&Conserved
"ENSMUSG00000020775" 0.267302604578691 0.0317345185437688 0.427301184749786 0.443538027166732 0.587457783259643 Amb&Conserved
"ENSMUSG00000020776" 0.0425284841636412 0.740475720505606 0.129750902913488 0.846492402502812 0.880648275088895 Amb&Conserved
"ENSMUSG00000020777" -0.231128959410114 0.0556324095439107 -0.244129420897107 3.33292800164128e-08 0.713171879465527 Amb&Conserved
"ENSMUSG00000020780" 0.0543818484304029 0.630435156714966 0.0427723977288427 0.903987034715735 1 Amb&Conserved
"ENSMUSG00000020782" -0.149374502205499 0.440420186357318 -0.00692203664764734 0.997811719033393 0.973514971329412 Amb&Conserved
"ENSMUSG00000020783" -0.0322243439303637 0.847339560619053 0.0643623370765388 0.902663151919477 0.855920293323167 Amb&Conserved
"ENSMUSG00000020788" -0.0739548603645232 0.753594700114779 -0.0936172062000199 0.893662559793952 1 Amb&Conserved
"ENSMUSG00000020790" -0.0129652000099884 0.937898224833571 -0.110067456863878 0.731982465964146 0.990835126096721 Amb&Conserved
"ENSMUSG00000020792" -0.0463953977201504 0.625054302626165 0.0850528967002737 0.733501847428915 0.611980315943442 Amb&Conserved
"ENSMUSG00000020802" -0.29564767667424 0.0155884471922334 -0.173900223681533 0.563582907130324 0.770351112162104 Amb&Conserved
"ENSMUSG00000020814" -0.238674680198937 0.243338635494989 -0.509470741179808 0.454809493317139 0.946204545650583 Amb&Conserved
"ENSMUSG00000020817" -0.249061129176706 0.016511205480875 -0.207711485177116 0.502542917366484 0.936501558908812 Amb&Conserved
"ENSMUSG00000020823" 0.053294775056311 0.630208266184794 0.101476275782201 0.712897408948222 0.601402498169174 Amb&Conserved
"ENSMUSG00000020827" 0.172298167580724 0.145884358112884 0.150900692641852 0.644394599853837 1 Amb&Conserved
"ENSMUSG00000020828" -0.243258023665257 0.0854141542744157 -0.7901184812572 0.0182602594426788 0.431180871257919 Amb&Conserved
"ENSMUSG00000020832" -0.102712677269921 0.394463427321891 0.0600337336060239 0.867651896132905 0.576191829226049 Amb&Conserved
"ENSMUSG00000020840" 0.34546367926002 0.00226226557696968 0.0323580342977386 0.954467738515597 0.484915119096809 Amb&Conserved
"ENSMUSG00000020841" 0.0791453446948208 0.585431078963586 0.140516803925105 0.536905273084278 0.48822979349717 Amb&Conserved
"ENSMUSG00000020844" -0.69189849784974 1.08326886505719e-05 -0.558779030199257 0.243601160195453 0.830690316543634 Amb&Conserved
"ENSMUSG00000020846" -0.158410149929365 0.0959842995009201 -0.449660325980006 0.445192639430338 0.855920293323167 Amb&Conserved
"ENSMUSG00000020849" 0.123714876844358 0.258883631932197 -0.0477338497502881 0.784382957315931 0.417894169242233 Amb&Conserved
"ENSMUSG00000020850" 0.251033827637766 0.0137836475423996 0.090265089188813 0.810348702490809 0.750274302940945 Amb&Conserved
"ENSMUSG00000020859" 0.0689863105410901 0.648637448883161 -0.108603280356008 0.522910441729538 0.432947781469758 Amb&Conserved
"ENSMUSG00000020865" -0.0682771565128699 0.916435691770896 -0.650541280376748 0.524042249444983 0.927145768377366 Amb&Conserved
"ENSMUSG00000020868" -0.0753412784966885 0.675352502284745 0.18496485677237 0.644262881061439 0.517039949914533 Amb&Conserved
"ENSMUSG00000020869" 0.390629067619478 0.000948463506108102 0.00335347227938117 0.996529216907517 0.162914621429826 Amb&Conserved
"ENSMUSG00000020873" -0.0819798736641321 0.658602964484956 0.112851114764151 0.572623150337076 0.547274026868018 Amb&Conserved
"ENSMUSG00000020883" 0.0250545285216168 0.859287751407607 0.242902884483723 0.469729801765263 0.404884539887853 Amb&Conserved
"ENSMUSG00000020889" -0.105225041876993 0.662989917209305 0.219090997117697 0.348053915664215 0.0128873608410505 Amb&Conserved
"ENSMUSG00000020893" 0.0178136750045915 0.977402911015366 -0.0929745787778541 0.850295307933496 0.880648275088895 Amb&Conserved
"ENSMUSG00000020894" -0.0656761641397295 0.607527108159453 0.12361447355554 0.51622218786938 0.252499330222974 Amb&Conserved
"ENSMUSG00000020898" 0.0527761113910283 0.658659909111485 -0.16324780119119 0.832194460333036 0.920251126575386 Amb&Conserved
"ENSMUSG00000020900" 0.312011336347594 0.0557358129527318 0.479440310244457 0.0785379378334753 0.735163615061806 Amb&Conserved
"ENSMUSG00000020902" -0.801760753331831 0.00027135998673085 -0.225102837930956 0.800717167754656 0.432947781469758 Amb&Conserved
"ENSMUSG00000020918" 0.325499220936195 0.00375405169609112 -0.30883453546505 0.517457826757922 0.218021706875199 Amb&Conserved
"ENSMUSG00000020926" -0.0671537113545443 0.791554144336395 0.101434695344977 0.852022376472173 0.912498541269866 Amb&Conserved
"ENSMUSG00000020929" 0.236080117843316 0.000536153997274117 0.140007113552898 0.610872286849819 0.95462563376006 Amb&Conserved
"ENSMUSG00000020935" 0.137332963827624 0.420619665038952 0.27521672680736 0.410926795592801 0.844494418463402 Amb&Conserved
"ENSMUSG00000020941" 0.308410167547738 0.125252096383543 0.613965184476494 0.461650109118615 0.920116624245157 Amb&Conserved
"ENSMUSG00000020946" 0.0333629866603741 0.78233339515464 -0.00885933669497144 0.967516805195688 1 Amb&Conserved
"ENSMUSG00000020948" 0.00567972732770058 0.981761877247324 -0.154784796551751 0.741274346512732 0.909813894779038 Amb&Conserved
"ENSMUSG00000020949" -0.179667333020607 0.258994109182897 -0.224560232107709 0.597729246170807 0.988532614052446 Amb&Conserved
"ENSMUSG00000020952" 0.0460118370907774 0.815486298205203 0.059190417221507 0.815336771799984 0.916580139119128 Amb&Conserved
"ENSMUSG00000020956" -0.533758815481299 1.79466311140402e-06 -0.455448946708667 0.112876862146656 0.914298952947601 Amb&Conserved
"ENSMUSG00000020961" -0.562143433114906 0.0257298646402891 -0.715975914925126 0.628297070070532 1 Amb&Conserved
"ENSMUSG00000020978" 0.143819534139062 0.162429835512639 0.372724402272993 0.0557093300448395 0.312448021195498 Amb&Conserved
"ENSMUSG00000020982" -0.220559853875441 0.0510801372824441 -0.327781575796825 0.156390153246699 0.927145768377366 Amb&Conserved
"ENSMUSG00000020986" -0.234784580477877 0.0226168619140459 -0.247206404040837 0.0709723396422732 1 Amb&Conserved
"ENSMUSG00000020988" 0.121786933835187 0.223217947475762 0.258500189306443 0.381846384389972 0.744714900884927 Amb&Conserved
"ENSMUSG00000020994" 0.17880035337262 0.103346167713143 -0.604840447447526 0.0813851311293035 0.00593209359865069 Amb&Conserved
"ENSMUSG00000021000" 0.0886474386300165 0.346988750420312 -0.229002385567257 0.802696181616293 0.887446924566048 Amb&Conserved
"ENSMUSG00000021003" -0.180186052761219 0.124991811539941 -0.206243982069074 0.211438773552605 0.968259340077664 Amb&Conserved
"ENSMUSG00000021009" -0.0215608212099682 0.894739691424328 -0.100260797959464 0.684438799581054 1 Amb&Conserved
"ENSMUSG00000021023" 0.278123265311742 0.0113624335558374 0.691976479147915 0.221156357082323 0.465923770795055 Amb&Conserved
"ENSMUSG00000021025" -0.0545306389489476 0.811652791346507 -0.586797438939521 0.33128129745376 0.549104740282458 Amb&Conserved
"ENSMUSG00000021027" -0.169768104406327 0.257502836693857 -0.0461464725891932 0.914150726915009 0.509414390024235 Amb&Conserved
"ENSMUSG00000021028" -0.110687076820903 0.64904689700066 0.0954654623371751 0.91803818832809 0.941720296193155 Amb&Conserved
"ENSMUSG00000021033" -0.170811950341663 0.358869998487731 -1.28197816852819 0.21841497430218 0.000644239988310125 Amb&Conserved
"ENSMUSG00000021036" -0.1333565492292 0.274180955011999 -1.02697297985484 0.232684962673319 0.413493992803475 Amb&Conserved
"ENSMUSG00000021038" 0.344422124481069 0.00071812698186771 0.119237747460885 0.513511680374 0.489644597115855 Amb&Conserved
"ENSMUSG00000021044" -0.0487332900808662 0.741058998748624 0.0136092737117828 0.97954797299166 0.836423091902698 Amb&Conserved
"ENSMUSG00000021054" 0.207970272502308 0.349538897553163 0.453950650954387 0.404151090330139 0.881572577233781 Amb&Conserved
"ENSMUSG00000021065" 0.0485114639203519 0.700508043503615 0.567612653171822 0.483956473638565 0.379662077114265 Amb&Conserved
"ENSMUSG00000021067" 0.483292171322148 5.80620079509263e-09 0.0418194462081214 0.90922113978169 0.155292573295849 Amb&Conserved
"ENSMUSG00000021068" -0.623850151799643 2.41914204332982e-05 -0.464477145170214 0.174078043907311 0.764233226951812 Amb&Conserved
"ENSMUSG00000021072" -0.0966616718078911 0.555506532096157 0.130013342384296 0.748925183415058 0.62355031834111 Amb&Conserved
"ENSMUSG00000021076" -0.00607226902194595 0.969664592624807 0.491447984448199 0.525780829391151 0.586894437826088 Amb&Conserved
"ENSMUSG00000021079" 0.0184904874118165 0.894739691424328 0.119513324364268 0.811189879605331 0.806400477657577 Amb&Conserved
"ENSMUSG00000021108" -0.0291063661788737 0.844208173710279 -0.380856610577023 0.216154754126983 0.572448135241736 Amb&Conserved
"ENSMUSG00000021109" -0.0397711516832245 0.827023951761856 0.171962700045963 0.0876464043539002 0.117577183010671 Amb&Conserved
"ENSMUSG00000021111" -0.0219968255279982 0.81293619032627 -0.108406684936212 0.580437798391419 0.880648275088895 Amb&Conserved
"ENSMUSG00000021112" 0.0586568416917557 0.753013398185161 -0.168037758247016 0.628555183441178 0.705072387475196 Amb&Conserved
"ENSMUSG00000021114" 0.144592498667889 0.173526344144677 0.0331670181871073 0.907980593330581 0.861020292776926 Amb&Conserved
"ENSMUSG00000021120" 0.153940930973163 0.288058993298958 -0.360081641885328 0.523077241506549 0.592244774220922 Amb&Conserved
"ENSMUSG00000021124" -0.271384454615065 0.000721525828257595 -0.0979951890031842 0.58746419437371 0.431435007231094 Amb&Conserved
"ENSMUSG00000021133" -0.160299574698815 0.0837108301502745 0.0239133733633425 0.966591612146515 0.518792718463506 Amb&Conserved
"ENSMUSG00000021140" -0.138818891797361 0.205430810897291 -0.0947766563903306 0.621676654372245 0.643916656883516 Amb&Conserved
"ENSMUSG00000021143" -0.0973192931141163 0.396280731376178 -0.298499809381427 0.52182757055248 0.764233226951812 Amb&Conserved
"ENSMUSG00000021147" 0.0781679880748205 0.570149802999212 0.300670202547801 0.365370304892983 0.592641943564728 Amb&Conserved
"ENSMUSG00000021149" -0.46619525169517 2.62926327632163e-09 -0.429188656827914 0.0884752216153529 0.880846483107194 Amb&Conserved
"ENSMUSG00000021156" 0.142811090402251 0.0657687709300279 -0.0483308879630459 0.962105725529608 0.81432546723055 Amb&Conserved
"ENSMUSG00000021171" 0.0810904726920872 0.470142646169565 0.317323248717471 0.48669703687468 0.572448135241736 Amb&Conserved
"ENSMUSG00000021179" -0.328735162399741 0.0454518686505018 -0.117676102056862 0.71579634572196 0.664408216337731 Amb&Conserved
"ENSMUSG00000021182" -0.154269062940096 0.470436237457705 0.332574580854152 0.413755322272855 0.155119044812487 Amb&Conserved
"ENSMUSG00000021188" -0.224278316293362 0.12952389162898 -0.17156214420942 0.584470864642932 0.832374856860923 Amb&Conserved
