"" "log2FoldChange" "padj" "log2FoldChange" "padj" "batpadj" Amb&Conserved
"ENSMUSG00000002428" -0.012600888623161 0.954692310330254 0.0988458078917053 0.831469544257425 0.859889768404944 Amb&Conserved
"ENSMUSG00000002455" 0.160843066831425 0.0780445655638526 -0.0649302134870992 0.912503943004614 0.887446924566048 Amb&Conserved
"ENSMUSG00000002458" 0.207054684886029 0.250315035819257 -0.477431755569513 0.17860674965439 0.288186934940431 Amb&Conserved
"ENSMUSG00000002475" -1.45102218868671 1.86869723524881e-13 -0.569434288473238 0.208413422075218 0.294149657657175 Amb&Conserved
"ENSMUSG00000002524" -0.276732281792065 0.00569579489696432 -0.0972977977164472 0.848990894916569 0.567324195008708 Amb&Conserved
"ENSMUSG00000002588" 0.295786214962996 0.554998961984071 -0.0786069789586081 0.876360274933916 0.74417499417018 Amb&Conserved
"ENSMUSG00000002602" -0.11879854004233 0.603662171372818 0.0259245459820358 0.967437690836645 0.776976974990654 Amb&Conserved
"ENSMUSG00000002625" 0.0707458489731505 0.545334081260644 -0.0870702597454019 0.849608974704157 0.815383672604311 Amb&Conserved
"ENSMUSG00000002635" -0.250461281414431 0.212619460135618 0.218327530442447 0.723458793326212 0.52685869632556 Amb&Conserved
"ENSMUSG00000002668" 0.269278047896432 0.288976349436475 -0.353620237710545 0.661464958395308 0.820779226381093 Amb&Conserved
"ENSMUSG00000002728" 0.174177561685368 0.316945473255236 0.339474967645169 0.255648309252796 0.488999001888264 Amb&Conserved
"ENSMUSG00000002741" 0.0981288816170438 0.368892844323581 -0.0780427481082403 0.85068119384598 0.796542423557647 Amb&Conserved
"ENSMUSG00000002748" 0.218151056131495 0.0201011394190775 0.0653395644443981 0.88058896168695 0.667830017013795 Amb&Conserved
"ENSMUSG00000002797" -0.128048878942954 0.597446368752132 0.49285699210192 0.315019591899693 0.671183200630819 Amb&Conserved
"ENSMUSG00000002803" -0.482631320885057 4.89635694744271e-06 -0.313105458479281 0.734814378739658 1 Amb&Conserved
"ENSMUSG00000002812" 0.124093613883562 0.0681010176239473 0.0981162590870774 0.773516739180156 1 Amb&Conserved
"ENSMUSG00000002814" -0.182985037794779 0.292803336455155 -0.780286513614536 0.285773286440557 0.728512089996778 Amb&Conserved
"ENSMUSG00000002820" -0.0709330464589822 0.701639822839138 -0.0575014885678076 0.831469544257425 0.881572577233781 Amb&Conserved
"ENSMUSG00000002844" -0.348728110445663 0.00226226557696968 0.0213757939395747 0.976562678135234 0.342469858937604 Amb&Conserved
"ENSMUSG00000002847" 0.172329673958761 0.399010179036867 -0.00217407839196343 0.997822779068802 0.999499360094345 Amb&Conserved
"ENSMUSG00000002870" -0.0411913284530112 0.88902020022142 -0.504452395909818 0.45707818624382 0.978050315102757 Amb&Conserved
"ENSMUSG00000002871" -0.247201437008275 0.0414200201818957 -0.279936334136873 0.53412945968551 0.980209487004335 Amb&Conserved
"ENSMUSG00000002881" -0.300854841528248 0.0014860976734681 0.126452239400801 0.71868579989052 0.0750488650312129 Amb&Conserved
"ENSMUSG00000002885" -0.173583939427266 0.0938243637720205 -0.495022848288895 0.0322025273181546 0.343706160635006 Amb&Conserved
"ENSMUSG00000002897" -0.0491691335286549 0.856237868928362 0.00357822625421732 0.998360001800945 1 Amb&Conserved
"ENSMUSG00000002900" -0.169353567060008 0.0681010176239473 -0.206062431466199 0.208707437569714 0.941330316931578 Amb&Conserved
"ENSMUSG00000002944" 0.136530854186406 0.155582036144396 0.102934878067521 0.0141183762889168 0.732056315736998 Amb&Conserved
"ENSMUSG00000002949" 0.0605737584099184 0.54120040467298 0.120285743547434 0.294556925748652 0.478471757841797 Amb&Conserved
"ENSMUSG00000002957" -0.171961301916715 0.0828945564543941 -0.191176713156878 0.37107600503218 0.916580139119128 Amb&Conserved
"ENSMUSG00000002981" 0.1301081453849 0.316945473255236 0.194687266091876 0.0155000796459779 0.421098410588183 Amb&Conserved
"ENSMUSG00000002996" 0.201176107912042 0.0421285365084859 0.47630530900824 0.464000608282439 0.679364270119289 Amb&Conserved
"ENSMUSG00000003031" -0.107659565056855 0.24951967379447 0.293766312551421 0.601181607035732 0.251682050287725 Amb&Conserved
"ENSMUSG00000003033" -0.11372868249131 0.406947148661359 -0.0141472068340946 0.968671773068362 0.659637739980319 Amb&Conserved
"ENSMUSG00000003039" 0.194778718935364 0.0547867429101164 -0.585988084657067 0.064788242742004 0.00126581628726156 Amb&Conserved
"ENSMUSG00000003062" -0.154767645797251 0.448829353662785 0.0185080468602344 0.97954797299166 0.867196251644849 Amb&Conserved
"ENSMUSG00000003068" 0.0902291790111795 0.500614868173015 -0.09695034441275 0.623355545321575 0.511126541869036 Amb&Conserved
"ENSMUSG00000003119" 0.28736226312839 0.00431650943583627 -0.0904112539890552 0.909369680738012 0.712701701279601 Amb&Conserved
"ENSMUSG00000003131" 0.0558803677338458 0.699645387509559 -0.223040212290898 0.189248390338541 0.391905917553163 Amb&Conserved
"ENSMUSG00000003134" -0.0620982124413526 0.715314084577245 0.0878915627284886 0.877489364890465 0.881788783042118 Amb&Conserved
"ENSMUSG00000003154" 0.0982450571606533 0.322227425208914 -0.113284761621528 0.738801259268272 0.756517442182074 Amb&Conserved
"ENSMUSG00000003161" -0.453740047447645 1.90215834917866e-05 -0.25196976048373 0.181176752902257 0.344347497765506 Amb&Conserved
"ENSMUSG00000003226" -0.0791979479206699 0.680288098748569 0.304828798536898 0.676749397682818 0.570095445615514 Amb&Conserved
"ENSMUSG00000003228" 0.172866665526894 0.135246948284824 -0.365326253111619 0.459485560917636 0.0802782280901235 Amb&Conserved
"ENSMUSG00000003269" 0.437070987883835 0.0029466586763131 0.255190866472001 0.23703783027491 0.886053732561839 Amb&Conserved
"ENSMUSG00000003273" -0.377557004948971 0.00709427239879056 -0.158974114778322 0.689166859194892 0.715655404175306 Amb&Conserved
"ENSMUSG00000003299" -0.0548430433420239 0.742451455973615 0.400578498716295 0.609433271933629 0.270695120013328 Amb&Conserved
"ENSMUSG00000003308" -0.0846166265444964 0.472540632386427 -0.0364117273635791 0.936122130963518 0.859889768404944 Amb&Conserved
"ENSMUSG00000003360" 0.278727863705412 0.00061723324416147 0.107607029628715 0.555686066700534 0.681115822162523 Amb&Conserved
"ENSMUSG00000003363" 0.0652512518479576 0.658156281359589 0.152412175290501 0.737865785677658 0.77998169537506 Amb&Conserved
"ENSMUSG00000003382" 0.0921806614509189 0.369219820437127 -0.0752431877711573 0.805596180268495 0.737961495217571 Amb&Conserved
"ENSMUSG00000003420" -0.126191928317143 0.473995829962258 -0.0178945020142935 0.954916848090261 0.417005185749321 Amb&Conserved
"ENSMUSG00000003438" -0.106864920785814 0.480146118857818 -0.215086702771275 0.466923841918769 0.913385070705857 Amb&Conserved
"ENSMUSG00000003458" 0.0766580108941496 0.552268042236814 0.511222201132011 0.184031922308386 0.266014644769226 Amb&Conserved
"ENSMUSG00000003477" 0.171007429954907 0.733124147875807 0.0235751786942111 0.976270268937455 1 Amb&Conserved
"ENSMUSG00000003518" -0.0676390863535962 0.482748232313073 -0.253489914752972 0.0107393919193706 0.414906606172963 Amb&Conserved
"ENSMUSG00000003534" 0.143258445254864 0.519357529202014 -0.562444383659812 0.212647316573992 0.315797345841857 Amb&Conserved
"ENSMUSG00000003546" 0.342252264138407 0.0144641316016078 0.0387542148408057 0.938445015952227 0.610839678690221 Amb&Conserved
"ENSMUSG00000003559" 0.119546051098626 0.713963344933171 0.475978170611787 0.332935149064249 0.86398698996286 Amb&Conserved
"ENSMUSG00000003581" -0.186787164892425 0.300300111137545 -0.0557021721614772 0.93370122033177 0.825009285465518 Amb&Conserved
"ENSMUSG00000003604" -0.21675623474015 0.131714226923982 -0.200857125047355 0.574182804278787 1 Amb&Conserved
"ENSMUSG00000003644" -0.356807475733106 0.0264920149947631 0.165944558274925 0.627879081186781 0.0522522092699819 Amb&Conserved
"ENSMUSG00000003660" 0.0466832692921338 0.733811948249584 -0.121719319330271 0.340251563075989 0.607075954027395 Amb&Conserved
"ENSMUSG00000003662" 0.159621784837972 0.149871542082582 0.330436829394417 0.0196614983215479 0.446873189777188 Amb&Conserved
"ENSMUSG00000003731" 0.0900049671757435 0.27827580888045 -0.115402579008795 0.684438799581054 0.444809750834298 Amb&Conserved
"ENSMUSG00000003778" 0.018584114747462 0.900123856037164 -0.420322452128752 0.310191676826558 0.552239667337516 Amb&Conserved
"ENSMUSG00000003808" 0.0386060751431049 0.766347126058772 -0.0220954418216623 0.973576555279515 0.987604198633728 Amb&Conserved
"ENSMUSG00000003813" 0.165423998872907 0.201873081729698 -0.169409062046548 0.77035874053292 0.638507226120858 Amb&Conserved
"ENSMUSG00000003847" -0.0408973987461859 0.856302363479866 -0.295882142178851 0.0997535951582359 0.460897902946579 Amb&Conserved
"ENSMUSG00000003848" -0.273087205480179 0.0277568863438681 -0.350029642182411 0.206477568443075 1 Amb&Conserved
"ENSMUSG00000003849" -1.56193124033052 4.22371374150227e-12 -0.709186419242804 0.143901943942115 0.636699111914933 Amb&Conserved
"ENSMUSG00000003929" 0.34351826035102 0.0587499553622378 0.196361744065389 0.832194460333036 0.991141233286005 Amb&Conserved
"ENSMUSG00000003970" -0.0332221626282459 0.860290940431638 -0.0884256472545089 0.515128467116414 1 Amb&Conserved
"ENSMUSG00000004018" 0.270029061664955 0.24132112877678 0.168437469362787 0.795154950376942 1 Amb&Conserved
"ENSMUSG00000004032" 0.142357338959323 0.388701358844252 0.065011311865273 0.904395061481264 0.987416156965591 Amb&Conserved
"ENSMUSG00000004040" 0.0108717482129407 0.933551642868329 -0.0795234871250717 0.779042856930364 0.959339880922008 Amb&Conserved
"ENSMUSG00000004043" 0.0922476112534173 0.555980975071744 -0.260764014617507 0.407177887426196 0.315959765922984 Amb&Conserved
"ENSMUSG00000004044" 0.383699924585316 0.000975223353621505 0.36701979643643 0.554403784605577 1 Amb&Conserved
"ENSMUSG00000004069" -0.155997161757512 0.138402775790786 0.0143981923826593 0.916520398008959 0.0047493919656749 Amb&Conserved
"ENSMUSG00000004071" -0.0348392460595313 0.829832985018394 -0.119182780462667 0.582367258169112 0.972827633543924 Amb&Conserved
"ENSMUSG00000004098" -0.177196579835592 0.50673332146163 -0.0642093391674985 0.889271253263776 0.761630793164005 Amb&Conserved
"ENSMUSG00000004099" 0.00629683118466512 0.969466890550942 -0.0704015439329478 0.866793293058108 1 Amb&Conserved
"ENSMUSG00000004105" 0.351953070129601 0.0187743758539048 0.251521017648386 0.455239755437057 0.983869206352834 Amb&Conserved
"ENSMUSG00000004127" -0.402651466393934 0.00147134686562481 -0.39712969524067 0.576430653456979 1 Amb&Conserved
"ENSMUSG00000004264" 0.0605220742344445 0.697561145777649 0.0347657591378975 0.740929264741555 0.959339880922008 Amb&Conserved
"ENSMUSG00000004266" -0.244961975667309 0.403648591270281 0.4418596764429 0.589777370526952 0.713171879465527 Amb&Conserved
"ENSMUSG00000004268" 0.118224480781934 0.455533584673117 -0.110633325392631 0.815336771799984 0.780756619644413 Amb&Conserved
"ENSMUSG00000004270" 0.0775257572026047 0.610449400869466 0.166277700113603 0.193608043735414 0.635946666727176 Amb&Conserved
"ENSMUSG00000004319" -0.00170014761836925 0.992385151217365 0.157730584623048 0.438163622002818 0.470947620565786 Amb&Conserved
"ENSMUSG00000004356" 0.313726869896036 0.0361835274658443 0.0708388446437283 0.831469544257425 0.766858019676809 Amb&Conserved
"ENSMUSG00000004364" 0.099201795315445 0.24951967379447 -0.237294413077582 0.256725667893002 0.0758584020586359 Amb&Conserved
"ENSMUSG00000004393" 0.120867015702919 0.457495548060432 0.504523523714157 0.307931278694005 0.673224124225914 Amb&Conserved
"ENSMUSG00000004446" -0.408512552750602 0.353231571589933 0.210024157296567 0.865321472250386 1 Amb&Conserved
"ENSMUSG00000004451" -0.372261810872535 8.11574139984054e-08 -0.250649536646415 0.156410441508238 0.659237157667195 Amb&Conserved
"ENSMUSG00000004460" 0.336650524354522 0.00275396527290387 0.232777626030988 0.166470334398862 0.906208716191536 Amb&Conserved
